orgId	locusId	sysName	geneName	desc	set1S88 D-Glucose (C); 20C	set1S89 Tween 20 (C), 20C	set1S90 D-Glucose (C); 30C	set1S91 Tween 20 (C), 30C
Brev2	A4249_RS12400	A4249_RS12400		hypothetical protein	-0.427	-0.414	-0.832	0.063
Brev2	A4249_RS12410	A4249_RS12410		M13 family peptidase	0.062	0.104	0.231	0.066
Brev2	A4249_RS12415	A4249_RS12415		cation:proton antiporter	-0.115	0.060	0.058	-0.048
Brev2	A4249_RS12420	A4249_RS12420		TetR/AcrR family transcriptional regulator	1.132	-0.757	-0.641	-0.965
Brev2	A4249_RS12425	A4249_RS12425		Smr/MutS family protein	-0.143	0.171	-0.328	-0.408
Brev2	A4249_RS12435	A4249_RS12435		DUF2975 domain-containing protein	-0.248	-0.035	-0.307	-0.008
Brev2	A4249_RS12445	A4249_RS12445		radical SAM family heme chaperone HemW	0.028	-0.082	-0.363	-0.085
Brev2	A4249_RS12450	A4249_RS12450		GNAT family N-acetyltransferase	-0.030	-0.275	-0.481	-0.750
Brev2	A4249_RS12455	A4249_RS12455		hypothetical protein	0.345	0.031	-0.130	0.073
Brev2	A4249_RS12465	A4249_RS12465		helix-turn-helix transcriptional regulator	0.024	0.026	-0.394	-0.019
Brev2	A4249_RS12470	A4249_RS12470		histidinol-phosphatase	-2.326	-2.475	-3.415	-2.736
Brev2	A4249_RS12475	A4249_RS12475		hypothetical protein	0.086	0.360	0.383	0.027
Brev2	A4249_RS12480	A4249_RS12480		alpha/beta hydrolase	-0.775	-0.147	-1.378	-0.433
Brev2	A4249_RS12485	A4249_RS12485		class I SAM-dependent methyltransferase	0.066	-0.114	-0.272	-0.492
Brev2	A4249_RS12490	A4249_RS12490		methyltransferase domain-containing protein	-0.087	0.072	-0.081	-0.075
Brev2	A4249_RS12495	A4249_RS12495		Hsp20 family protein	0.151	0.230	-0.039	-0.020
Brev2	A4249_RS12505	A4249_RS12505		divergent polysaccharide deacetylase family protein	0.517	0.391	0.730	0.246
Brev2	A4249_RS12510	A4249_RS12510		phosphoenolpyruvate carboxylase	-4.337	-1.738	-4.341	-0.901
Brev2	A4249_RS12515	A4249_RS12515		magnesium and cobalt transport protein CorA	-0.246	-0.152	-0.551	0.026
Brev2	A4249_RS12520	A4249_RS12520		UrcA family protein	-0.162	-0.072	-0.027	0.019
Brev2	A4249_RS12525	A4249_RS12525		M3 family metallopeptidase	0.069	-0.028	0.132	-0.008
Brev2	A4249_RS12535	A4249_RS12535		cation diffusion facilitator family transporter	-0.214	-0.211	-0.324	-0.187
Brev2	A4249_RS12540	A4249_RS12540		hypothetical protein	-0.119	-0.076	0.207	-0.108
Brev2	A4249_RS12545	A4249_RS12545		diaminopimelate decarboxylase	-4.703	-4.403	-4.205	-4.258
Brev2	A4249_RS12555	A4249_RS12555		argininosuccinate lyase	-4.847	-4.356	-4.938	-4.845
Brev2	A4249_RS12560	A4249_RS12560		TlpA disulfide reductase family protein	0.293	0.197	0.419	0.269
Brev2	A4249_RS12570	A4249_RS12570		hypothetical protein	0.414	-0.154	0.198	-0.036
Brev2	A4249_RS12595	A4249_RS12595		PQQ-dependent sugar dehydrogenase	-0.019	0.036	-0.120	-0.085
Brev2	A4249_RS12600	A4249_RS12600		hypothetical protein	0.088	0.142	0.173	0.225
Brev2	A4249_RS12605	A4249_RS12605		acetyl-CoA C-acetyltransferase	0.080	-4.416	0.189	-4.645
Brev2	A4249_RS12610	A4249_RS12610		3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein	0.156	-4.144	0.343	-4.458
Brev2	A4249_RS12615	A4249_RS12615		recombinase RecA	-0.058	-0.479	-0.499	-0.215
Brev2	A4249_RS12620	A4249_RS12620		MHYT domain-containing protein	0.131	0.173	0.652	0.258
Brev2	A4249_RS12625	A4249_RS12625		M20/M25/M40 family metallo-hydrolase	0.136	0.066	0.045	0.043
Brev2	A4249_RS12630	A4249_RS12630		right-handed parallel beta-helix repeat-containing protein	-0.045	0.119	-0.053	0.104
Brev2	A4249_RS12635	A4249_RS12635		phosphatase PAP2 family protein	-0.188	0.013	0.044	0.110
Brev2	A4249_RS12640	A4249_RS12640		hypothetical protein	-0.504	-1.822	-1.367	-2.159
Brev2	A4249_RS12650	A4249_RS12650		LLM class flavin-dependent oxidoreductase	0.010	0.088	-0.062	-0.077
Brev2	A4249_RS12655	A4249_RS12655		alpha/beta hydrolase	0.025	0.035	-0.048	0.229
Brev2	A4249_RS12660	A4249_RS12660		aldo/keto reductase	0.408	0.064	1.326	-0.058
Brev2	A4249_RS12665	A4249_RS12665		HIT family protein	0.319	0.078	0.397	0.253
Brev2	A4249_RS12670	A4249_RS12670		SIMPL domain-containing protein	-0.033	0.079	0.112	0.026
Brev2	A4249_RS12680	A4249_RS12680		YbjN domain-containing protein	-0.046	0.115	0.092	-0.162
Brev2	A4249_RS12695	A4249_RS12695		EamA family transporter RarD	0.163	0.124	0.324	0.091
Brev2	A4249_RS12700	A4249_RS12700		MFS transporter	-0.187	0.079	0.018	0.161
Brev2	A4249_RS12710	A4249_RS12710		hypothetical protein	-0.001	0.174	0.296	0.070
Brev2	A4249_RS12740	A4249_RS12740		TerC family protein	0.181	0.225	-0.048	-0.156
Brev2	A4249_RS12745	A4249_RS12745		glutaminyl-peptide cyclotransferase	0.274	0.135	0.209	0.102
Brev2	A4249_RS12750	A4249_RS12750		catalase/peroxidase HPI	0.096	-0.037	0.209	0.065
Brev2	A4249_RS12755	A4249_RS12755		hydrogen peroxide-inducible genes activator	0.541	-0.278	0.523	0.083
Brev2	A4249_RS12760	A4249_RS12760		hypothetical protein	-0.095	0.005	0.297	0.153
Brev2	A4249_RS12765	A4249_RS12765		NAD-dependent succinate-semialdehyde dehydrogenase	-0.026	0.080	0.114	0.101
Brev2	A4249_RS12795	A4249_RS12795		DsbE family thiol:disulfide interchange protein	0.012	0.319	0.052	-0.269
Brev2	A4249_RS12805	A4249_RS12805		M48 family metallopeptidase	-0.073	0.075	0.011	0.007
Brev2	A4249_RS12810	A4249_RS12810		cryptochrome/photolyase family protein	-0.005	0.069	0.149	0.123
Brev2	A4249_RS12815	A4249_RS12815		DUF3429 domain-containing protein	-0.504	-0.254	-0.641	0.011
Brev2	A4249_RS12825	A4249_RS12825		SDR family oxidoreductase	0.208	-1.411	-0.232	-3.298
Brev2	A4249_RS12830	A4249_RS12830		YkvA family protein	0.084	0.094	-0.165	0.038
Brev2	A4249_RS12835	A4249_RS12835		NADPH:quinone oxidoreductase family protein	0.048	-0.068	-0.115	0.033
Brev2	A4249_RS12840	A4249_RS12840		isoaspartyl peptidase/L-asparaginase	-0.141	-0.067	-0.141	-0.098
Brev2	A4249_RS12845	A4249_RS12845		ATP-binding protein	-0.193	0.129	-0.074	-0.052
Brev2	A4249_RS12850	A4249_RS12850		pitrilysin family protein	0.037	0.130	-0.064	0.010
Brev2	A4249_RS12855	A4249_RS12855		serine protease	0.124	-0.186	-0.509	0.716
Brev2	A4249_RS12860	A4249_RS12860		DUF350 domain-containing protein	0.368	-0.157	-0.729	0.522
Brev2	A4249_RS12865	A4249_RS12865		23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	-0.097	0.017	-0.037	0.027
Brev2	A4249_RS12870	A4249_RS12870		DUF6356 family protein	0.029	0.336	-0.247	0.043
Brev2	A4249_RS12875	A4249_RS12875		trypsin-like peptidase domain-containing protein	0.110	0.096	-0.037	0.253
Brev2	A4249_RS12880	A4249_RS12880		DUF2794 domain-containing protein	-0.290	0.191	-0.365	-0.009
Brev2	A4249_RS12890	A4249_RS12890		RNA 2',3'-cyclic phosphodiesterase	-0.090	0.176	0.269	0.454
Brev2	A4249_RS12895	A4249_RS12895		GNAT family N-acetyltransferase	-0.024	-0.044	-0.506	0.098
Brev2	A4249_RS12900	A4249_RS12900		lipocalin family protein	0.013	0.021	0.155	0.137
Brev2	A4249_RS12905	A4249_RS12905		DNA repair putative endonuclease MmcB	-0.417	-0.082	-0.302	0.335
Brev2	A4249_RS12915	A4249_RS12915		hypothetical protein	-0.480	-0.526	-0.435	0.077
Brev2	A4249_RS12920	A4249_RS12920		leucyl aminopeptidase family protein	0.113	-0.047	0.103	0.000
Brev2	A4249_RS12925	A4249_RS12925		tetratricopeptide repeat protein	0.129	0.017	-0.038	0.147
Brev2	A4249_RS12930	A4249_RS12930		HAD-IA family hydrolase	0.275	-0.240	-0.298	-0.265
Brev2	A4249_RS12945	A4249_RS12945		ferritin-like domain-containing protein	0.061	0.181	-0.058	0.149
Brev2	A4249_RS12950	A4249_RS12950		ATP-binding protein	0.014	-0.058	0.056	0.022
Brev2	A4249_RS12960	A4249_RS12960		pyrimidine 5'-nucleotidase	-0.334	-0.180	-0.160	-0.029
Brev2	A4249_RS12965	A4249_RS12965		acetylglutamate kinase	-5.890	-4.487	-5.370	-5.257
Brev2	A4249_RS12970	A4249_RS12970		glycosyltransferase family 61 protein	-1.816	-1.857	-1.861	-2.218
Brev2	A4249_RS12980	A4249_RS12980		GDP-mannose 4,6-dehydratase	-1.875	-2.739	0.382	-0.538
Brev2	A4249_RS12985	A4249_RS12985		GDP-mannose 4,6-dehydratase	-0.007	-0.092	0.588	-0.107
Brev2	A4249_RS13010	A4249_RS13010		FkbM family methyltransferase	-0.785	-0.307	-0.190	-0.618
Brev2	A4249_RS13020	A4249_RS13020		NAD-dependent epimerase/dehydratase family protein	-2.593	-2.898	-0.200	-1.162
Brev2	A4249_RS13025	A4249_RS13025		hypothetical protein	-2.032	-3.188	-0.599	-0.880
Brev2	A4249_RS13030	A4249_RS13030		glycosyltransferase family 1 protein	-2.141	-2.907	-0.212	-0.850
Brev2	A4249_RS13035	A4249_RS13035		hypothetical protein	-3.711	-4.475	0.297	-1.020
Brev2	A4249_RS13040	A4249_RS13040		FkbM family methyltransferase	-0.268	-0.339	-0.609	-0.312
Brev2	A4249_RS13045	A4249_RS13045		glycosyltransferase family 1 protein	-2.075	-2.697	0.582	-0.649
Brev2	A4249_RS13050	A4249_RS13050		bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA	-0.261	-0.102	-0.459	-0.044
Brev2	A4249_RS13055	A4249_RS13055		Lrp/AsnC ligand binding domain-containing protein	-0.150	-0.173	0.370	0.169
Brev2	A4249_RS13060	A4249_RS13060		AGE family epimerase/isomerase	-2.270	-2.592	-1.027	-0.833
Brev2	A4249_RS13070	A4249_RS13070		phosphomannomutase/phosphoglucomutase	-2.293	-2.572	-0.462	-0.228
Brev2	A4249_RS13080	A4249_RS13080		Crp/Fnr family transcriptional regulator	0.146	-0.160	0.086	0.095
Brev2	A4249_RS13085	A4249_RS13085		helix-turn-helix domain-containing protein	0.006	0.015	0.198	-0.137
Brev2	A4249_RS13100	A4249_RS13100		HEPN domain-containing protein	0.155	0.204	0.136	0.177
Brev2	A4249_RS13105	A4249_RS13105		RNA polymerase sigma factor	-0.023	-0.050	0.227	0.010
Brev2	A4249_RS13110	A4249_RS13110		DUF3363 domain-containing protein	0.154	0.143	0.107	0.124
Brev2	A4249_RS13125	A4249_RS13125		ribonuclease PH	-0.001	0.826	-0.202	0.427
Brev2	A4249_RS13130	A4249_RS13130		heat-inducible transcriptional repressor HrcA	-0.030	-0.039	0.117	-0.029
Brev2	A4249_RS13140	A4249_RS13140		S8 family peptidase	-0.139	-0.110	0.042	-0.095
Brev2	A4249_RS13145	A4249_RS13145		dienelactone hydrolase family protein	0.167	0.048	0.184	0.038
Brev2	A4249_RS13155	A4249_RS13155		heparinase II/III family protein	-0.135	0.070	-0.329	-0.317
Brev2	A4249_RS13165	A4249_RS13165		RsmB/NOP family class I SAM-dependent RNA methyltransferase	0.092	-0.269	-0.470	-0.856
Brev2	A4249_RS13175	A4249_RS13175		Rrf2 family transcriptional regulator	-0.098	-0.795	-0.043	-2.617
Brev2	A4249_RS13180	A4249_RS13180		SDR family oxidoreductase	-1.415	-0.037	-0.731	-0.807
Brev2	A4249_RS13185	A4249_RS13185		dihydrolipoyl dehydrogenase	-0.348	-0.190	-0.452	-0.319
Brev2	A4249_RS13190	A4249_RS13190		2-oxo acid dehydrogenase subunit E2	-3.132	-2.941	-3.484	-2.737
Brev2	A4249_RS13195	A4249_RS13195		alpha-ketoacid dehydrogenase subunit beta	-2.132	-2.301	-1.993	-1.555
Brev2	A4249_RS13200	A4249_RS13200		thiamine pyrophosphate-dependent enzyme	-1.259	-2.064	-1.808	-1.810
Brev2	A4249_RS13205	A4249_RS13205		Lrp/AsnC family transcriptional regulator	0.833	-0.628	3.162	-0.540
Brev2	A4249_RS13210	A4249_RS13210		pirin family protein	0.216	0.156	0.467	0.161
Brev2	A4249_RS13220	A4249_RS13220		monofunctional biosynthetic peptidoglycan transglycosylase	-0.405	-0.053	-0.504	-0.129
Brev2	A4249_RS13225	A4249_RS13225		M2 family metallopeptidase	-0.087	0.041	-0.012	-0.025
Brev2	A4249_RS13230	A4249_RS13230		ubiquitin-activating E1 FCCH domain-containing protein	0.089	0.181	0.221	0.080
Brev2	A4249_RS13235	A4249_RS13235		2-oxoglutarate and iron-dependent oxygenase domain-containing protein	-0.036	0.123	0.065	-0.021
Brev2	A4249_RS13240	A4249_RS13240		OmpA family protein	0.078	-0.094	0.040	-0.065
Brev2	A4249_RS13250	A4249_RS13250		MaoC family dehydratase	0.026	-0.019	0.317	-0.011
Brev2	A4249_RS13255	A4249_RS13255		threonine/serine dehydratase	0.177	0.152	0.313	0.135
Brev2	A4249_RS13260	A4249_RS13260		glycerol kinase GlpK	-0.107	-0.017	-0.055	-0.145
Brev2	A4249_RS13265	A4249_RS13265		phosphotransferase family protein	0.045	0.094	0.063	0.095
Brev2	A4249_RS13270	A4249_RS13270		DUF1223 domain-containing protein	0.138	0.281	0.024	0.422
Brev2	A4249_RS13275	A4249_RS13275		prolyl oligopeptidase family serine peptidase	0.015	-0.016	0.000	0.024
Brev2	A4249_RS13280	A4249_RS13280		prolyl oligopeptidase family serine peptidase	0.131	0.178	0.066	0.166
Brev2	A4249_RS13285	A4249_RS13285		potassium channel family protein	0.030	0.020	-0.061	0.131
Brev2	A4249_RS13305	A4249_RS13305		YraN family protein	0.107	-0.056	-0.219	0.045
Brev2	A4249_RS13310	A4249_RS13310		transglutaminase family protein	0.177	0.225	-0.061	0.356
Brev2	A4249_RS13330	A4249_RS13330		hypothetical protein	0.408	0.307	0.296	-0.101
Brev2	A4249_RS13335	A4249_RS13335		DUF2459 domain-containing protein	0.218	-0.110	0.004	0.359
Brev2	A4249_RS13345	A4249_RS13345		tRNA pseudouridine(55) synthase TruB	-0.056	-0.039	-0.951	-0.156
Brev2	A4249_RS13360	A4249_RS13360		DUF885 family protein	0.080	0.048	0.005	0.068
Brev2	A4249_RS13365	A4249_RS13365		DUF885 family protein	0.033	0.143	0.181	0.135
Brev2	A4249_RS13370	A4249_RS13370		NAD(P)/FAD-dependent oxidoreductase	-0.063	-0.089	-0.046	0.037
Brev2	A4249_RS13375	A4249_RS13375		DUF1176 domain-containing protein	-0.016	-0.007	0.252	0.120
Brev2	A4249_RS13380	A4249_RS13380		DUF2945 domain-containing protein	0.481	0.031	0.070	0.342
Brev2	A4249_RS13395	A4249_RS13395		DUF2939 domain-containing protein	-0.140	0.087	-0.019	-0.090
Brev2	A4249_RS13400	A4249_RS13400		DUF2939 domain-containing protein	-0.040	-0.588	0.365	-1.655
Brev2	A4249_RS13410	A4249_RS13410		pirin family protein	0.119	0.156	0.445	0.147
Brev2	A4249_RS13415	A4249_RS13415		hypothetical protein	-0.166	-0.101	-0.218	-0.222
Brev2	A4249_RS13445	A4249_RS13445		kinase	0.012	0.080	0.103	0.170
Brev2	A4249_RS13450	A4249_RS13450		PilZ domain-containing protein	-0.138	-0.396	-0.456	-0.069
Brev2	A4249_RS13455	A4249_RS13455		HAD family hydrolase	-0.024	-0.049	-0.103	-0.010
Brev2	A4249_RS13460	A4249_RS13460		S-type pyocin family protein	-0.230	0.339	0.022	0.181
Brev2	A4249_RS13475	A4249_RS13475		DMT family transporter	0.064	0.259	0.099	-0.039
Brev2	A4249_RS13480	A4249_RS13480		protein-export chaperone SecB	0.123	-0.192	0.822	-1.181
Brev2	A4249_RS13490	A4249_RS13490		MltA domain-containing protein	-0.410	-0.966	-0.537	-1.178
Brev2	A4249_RS13495	A4249_RS13495		organic hydroperoxide resistance protein	0.179	0.567	0.796	0.540
Brev2	A4249_RS13515	A4249_RS13515		hypothetical protein	0.181	0.149	-0.153	-0.196
Brev2	A4249_RS13520	A4249_RS13520		aminotransferase class V-fold PLP-dependent enzyme	-0.009	-0.000	-0.004	-0.037
Brev2	A4249_RS13530	A4249_RS13530		peptidylprolyl isomerase	-0.052	0.089	-0.143	0.260
Brev2	A4249_RS13535	A4249_RS13535		bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	-4.543	-4.162	-4.230	-4.309
Brev2	A4249_RS13540	A4249_RS13540		(deoxy)nucleoside triphosphate pyrophosphohydrolase	-0.180	-0.014	-0.261	-0.081
Brev2	A4249_RS13545	A4249_RS13545		Flp family type IVb pilin	-0.241	-0.410	-0.561	-0.701
Brev2	A4249_RS13555	A4249_RS13555		ComF family protein	0.004	-0.016	-0.140	0.055
Brev2	A4249_RS13560	A4249_RS13560		glutaredoxin 3	-0.346	-0.646	0.167	0.120
Brev2	A4249_RS13565	A4249_RS13565		carbon-nitrogen hydrolase family protein	0.243	0.130	-0.382	0.152
Brev2	A4249_RS13570	A4249_RS13570		DUF1178 family protein	0.014	0.219	0.772	0.262
Brev2	A4249_RS13575	A4249_RS13575		GNAT family N-acetyltransferase	-0.324	-0.377	-0.010	-0.205
Brev2	A4249_RS13580	A4249_RS13580		UrcA family protein	0.103	0.282	0.286	0.222
Brev2	A4249_RS13590	A4249_RS13590		[protein-PII] uridylyltransferase	-2.391	-2.607	-2.454	-2.949
Brev2	A4249_RS13605	A4249_RS13605		OsmC family protein	-0.049	-0.007	0.180	0.047
Brev2	A4249_RS13610	A4249_RS13610		NAD(P)/FAD-dependent oxidoreductase	-0.369	-0.316	-0.191	-0.392
Brev2	A4249_RS13615	A4249_RS13615		Rrf2 family transcriptional regulator	0.043	-0.265	-0.212	0.416
Brev2	A4249_RS13620	A4249_RS13620		dienelactone hydrolase family protein	-0.060	-0.135	0.236	0.000
Brev2	A4249_RS13625	A4249_RS13625		alpha-ketoglutarate-dependent dioxygenase AlkB	-0.061	-0.033	-0.123	0.092
Brev2	A4249_RS13630	A4249_RS13630		hypothetical protein	-0.165	-0.265	-0.032	-0.163
Brev2	A4249_RS13640	A4249_RS13640		molecular chaperone DnaJ	0.515	-1.169	0.159	-3.731
Brev2	A4249_RS13700	A4249_RS13700		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	-0.350	-0.916	-0.148	-0.862
Brev2	A4249_RS13705	A4249_RS13705		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	-0.879	-1.691	-1.041	-1.092
Brev2	A4249_RS13710	A4249_RS13710		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	0.240	0.073	0.688	0.038
Brev2	A4249_RS13745	A4249_RS13745		DUF3576 domain-containing protein	-1.155	-2.475	-2.143	-3.472
Brev2	A4249_RS13750	A4249_RS13750		hypothetical protein	-1.026	-1.886	-0.162	-3.117
Brev2	A4249_RS13760	A4249_RS13760		YggS family pyridoxal phosphate-dependent enzyme	-0.606	-1.444	-0.971	-1.277
Brev2	A4249_RS13770	A4249_RS13770		hypothetical protein	-0.009	0.128	0.215	0.087
Brev2	A4249_RS13775	A4249_RS13775		PLP-dependent aminotransferase family protein	-0.047	-0.124	-0.161	-0.039
Brev2	A4249_RS13780	A4249_RS13780		exodeoxyribonuclease III	0.042	0.029	0.044	-0.005
Brev2	A4249_RS13785	A4249_RS13785		hypothetical protein	-0.035	0.007	-0.015	-0.083
Brev2	A4249_RS13800	A4249_RS13800		AGE family epimerase/isomerase	0.264	-1.153	-1.465	-2.909
Brev2	A4249_RS13805	A4249_RS13805		HAD family hydrolase	-5.558	-5.508	-5.843	-3.991
Brev2	A4249_RS13810	A4249_RS13810		alpha/beta hydrolase	-0.073	0.011	-0.045	-0.089
Brev2	A4249_RS13815	A4249_RS13815		ABC transporter ATP-binding protein	-0.027	0.018	-0.477	0.019
Brev2	A4249_RS13820	A4249_RS13820		hypothetical protein	0.180	0.178	0.249	-0.064
Brev2	A4249_RS13825	A4249_RS13825		zinc-finger domain-containing protein	-0.082	-0.112	0.010	-0.519
Brev2	A4249_RS13830	A4249_RS13830		VOC family protein	-0.311	-0.118	-0.073	-0.160
Brev2	A4249_RS13835	A4249_RS13835		hypothetical protein	0.004	0.028	0.065	0.021
Brev2	A4249_RS13845	A4249_RS13845		hypothetical protein	0.082	0.004	-0.046	0.055
Brev2	A4249_RS13850	A4249_RS13850		twin transmembrane helix small protein	-0.225	-0.711	-0.299	-0.910
Brev2	A4249_RS13855	A4249_RS13855		cob(I)yrinic acid a,c-diamide adenosyltransferase	-2.428	-0.536	-2.944	-0.731
Brev2	A4249_RS13880	A4249_RS13880		hypothetical protein	0.010	-0.154	-0.058	-0.159
Brev2	A4249_RS13920	A4249_RS13920		TonB-dependent receptor	0.137	0.110	0.117	0.042
Brev2	A4249_RS13930	A4249_RS13930		SDR family oxidoreductase	0.055	0.027	-0.150	0.115
Brev2	A4249_RS13940	A4249_RS13940		Crp/Fnr family transcriptional regulator	0.203	0.162	-0.198	0.202
Brev2	A4249_RS13955	A4249_RS13955		hypothetical protein	-0.125	-0.072	0.053	-0.096
Brev2	A4249_RS13960	A4249_RS13960		alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB	-0.549	0.756	0.145	-0.601
Brev2	A4249_RS13965	A4249_RS13965		YaiI/YqxD family protein	0.098	0.021	0.066	0.115
Brev2	A4249_RS13970	A4249_RS13970		amidohydrolase family protein	-0.298	-0.393	-0.164	-0.092
Brev2	A4249_RS13975	A4249_RS13975		amidohydrolase	-0.056	0.019	-0.226	0.227
Brev2	A4249_RS13980	A4249_RS13980		tRNA (guanosine(46)-N7)-methyltransferase TrmB	0.045	-0.190	-0.126	0.121
Brev2	A4249_RS13985	A4249_RS13985		DUF1993 domain-containing protein	0.219	0.034	0.154	-0.119
Brev2	A4249_RS14010	A4249_RS14010		DUF2141 domain-containing protein	0.115	0.155	-0.256	0.079
Brev2	A4249_RS14015	A4249_RS14015		carotenoid oxygenase family protein	0.015	-0.074	-0.147	0.047
Brev2	A4249_RS14020	A4249_RS14020		acyltransferase	-0.135	-0.042	0.266	-0.099
Brev2	A4249_RS14025	A4249_RS14025		CHAP domain-containing protein	-0.790	-1.941	-2.087	-1.356
Brev2	A4249_RS14030	A4249_RS14030		tryptophan 2,3-dioxygenase	-0.118	-0.110	-0.172	-0.004
Brev2	A4249_RS14035	A4249_RS14035		PA2169 family four-helix-bundle protein	0.121	0.234	-0.011	-0.115
Brev2	A4249_RS14050	A4249_RS14050		DUF885 domain-containing protein	0.028	-0.012	0.010	-0.039
Brev2	A4249_RS14060	A4249_RS14060		YidB family protein	-0.019	-0.058	0.177	0.100
Brev2	A4249_RS14065	A4249_RS14065		MFS transporter	-1.198	-2.369	-1.616	-2.489
Brev2	A4249_RS14070	A4249_RS14070		response regulator	-0.084	0.316	-0.515	-0.215
Brev2	A4249_RS14080	A4249_RS14080		TnsA endonuclease N-terminal domain-containing protein	0.039	0.078	0.397	0.441
Brev2	A4249_RS14085	A4249_RS14085		Mu transposase C-terminal domain-containing protein	0.074	0.064	0.111	-0.004
Brev2	A4249_RS14090	A4249_RS14090		TniB family NTP-binding protein	-0.086	0.035	0.050	-0.011
Brev2	A4249_RS14100	A4249_RS14100		hypothetical protein	0.019	-0.011	-0.157	-0.030
Brev2	A4249_RS14105	A4249_RS14105		hypothetical protein	0.560	0.778	0.344	0.841
Brev2	A4249_RS14110	A4249_RS14110		type II toxin-antitoxin system RelE/ParE family toxin	-0.045	0.015	-0.091	-0.082
Brev2	A4249_RS14130	A4249_RS14130		hypothetical protein	-0.169	0.104	0.004	-0.213
Brev2	A4249_RS14135	A4249_RS14135		ATP-binding protein	0.778	0.919	0.878	1.228
Brev2	A4249_RS14155	A4249_RS14155		thioredoxin	0.793	0.509	0.689	0.288
Brev2	A4249_RS14165	A4249_RS14165		prolyl-tRNA synthetase associated domain-containing protein	-0.158	-0.360	-0.485	-0.030
Brev2	A4249_RS14170	A4249_RS14170		DUF6065 family protein	-0.064	0.066	0.029	-0.090
Brev2	A4249_RS14175	A4249_RS14175		hypothetical protein	-0.208	-0.095	-0.292	0.136
Brev2	A4249_RS14180	A4249_RS14180		LysE family translocator	-0.091	0.017	0.032	0.085
Brev2	A4249_RS14185	A4249_RS14185		hypothetical protein	-0.004	0.001	-0.201	0.140
Brev2	A4249_RS14190	A4249_RS14190		hypothetical protein	-0.229	-0.168	-0.058	0.151
Brev2	A4249_RS14195	A4249_RS14195		metallophosphoesterase	-0.264	-0.414	-0.012	-0.070
Brev2	A4249_RS14200	A4249_RS14200		nucleotidyltransferase family protein	-0.193	-0.082	-0.136	-0.296
Brev2	A4249_RS14205	A4249_RS14205		response regulator	-0.399	-1.611	-1.067	-0.652
Brev2	A4249_RS14215	A4249_RS14215		ester cyclase	0.313	0.126	-0.048	0.027
Brev2	A4249_RS14220	A4249_RS14220		glutathione S-transferase family protein	0.062	-0.020	0.092	0.042
Brev2	A4249_RS14225	A4249_RS14225		hypothetical protein	-0.126	-0.226	-0.139	-0.026
Brev2	A4249_RS14230	A4249_RS14230		hypothetical protein	-0.340	-0.155	0.369	-0.062
Brev2	A4249_RS14235	A4249_RS14235		NAD(P)-dependent alcohol dehydrogenase	0.013	-0.009	0.074	0.077
Brev2	A4249_RS14245	A4249_RS14245		TVP38/TMEM64 family protein	0.318	0.122	0.858	0.055
Brev2	A4249_RS14255	A4249_RS14255		ribonuclease P protein component	1.493	-4.041	0.062	-2.680
Brev2	A4249_RS14270	A4249_RS14270		pitrilysin family protein	0.060	0.051	-0.005	0.138
Brev2	A4249_RS14275	A4249_RS14275		argininosuccinate synthase	-5.616	-4.649	-5.152	-4.648
Brev2	A4249_RS14280	A4249_RS14280		PQQ-dependent sugar dehydrogenase	-0.075	0.017	-0.008	0.002
Brev2	A4249_RS14285	A4249_RS14285		acetyl-CoA hydrolase/transferase C-terminal domain-containing protein	-0.214	0.117	-0.190	0.070
Brev2	A4249_RS14290	A4249_RS14290		phosphatase PAP2 family protein	0.216	0.264	0.443	0.136
Brev2	A4249_RS14300	A4249_RS14300		DUF2219 family protein	0.343	0.348	0.210	0.259
Brev2	A4249_RS14305	A4249_RS14305		gamma-glutamyltransferase family protein	-1.031	-0.256	-2.253	-0.793
Brev2	A4249_RS14315	A4249_RS14315		ShlB/FhaC/HecB family hemolysin secretion/activation protein	0.030	-0.003	0.032	0.057
Brev2	A4249_RS14325	A4249_RS14325		EAL domain-containing protein	0.054	0.003	0.209	0.050
Brev2	A4249_RS14335	A4249_RS14335		hypothetical protein	-0.122	-0.130	-0.067	0.036
Brev2	A4249_RS14340	A4249_RS14340		fimbria/pilus outer membrane usher protein	-0.089	-0.079	-0.058	-0.034
Brev2	A4249_RS14345	A4249_RS14345		fimbria/pilus periplasmic chaperone	-0.083	-0.017	-0.151	-0.064
Brev2	A4249_RS14350	A4249_RS14350		hypothetical protein	0.101	-0.114	-0.183	-0.254
Brev2	A4249_RS14355	A4249_RS14355		helix-turn-helix domain-containing protein	0.106	-0.094	-0.132	-0.054
Brev2	A4249_RS14360	A4249_RS14360		pilus assembly protein	0.472	0.152	0.404	0.448
Brev2	A4249_RS14365	A4249_RS14365		TadG family pilus assembly protein	0.094	0.126	0.001	0.092
