orgId	locusId	sysName	geneName	desc	set1IT023 D-Glucose 20 mM (C)	set1IT024 D-Glucose 20 mM (C)	set1IT031 (+)-Arabinogalactan 5 mg/ml (C)	set1IT032 (+)-Arabinogalactan 5 mg/ml (C)	set1IT035 Mannan from Saccharomyces cerevisiae 5 mg/ml (C)	set1IT036 Mannan from Saccharomyces cerevisiae 5 mg/ml (C)	set1IT037 Fructooligosaccharides (FOS) 5 mg/ml (C)	set1IT038 Fructooligosaccharides (FOS) 5 mg/ml (C)	set1IT041 D-Maltose 20 mM (C)	set1IT042 D-Maltose 20 mM (C)	set1IT043 D-Raffinose 20 mM (C)	set1IT044 D-Raffinose 20 mM (C)	set1IT049 D-Glucose 20 mM (C)	set1IT050 D-Glucose 20 mM (C)	set1IT067 L-Fucose 20 mM (C)	set1IT068 L-Fucose 20 mM (C)	set1IT071 D-Glucosamine Hydrochloride 20 mM (C)	set1IT072 D-Glucosamine Hydrochloride 20 mM (C)	set1IT077 D-Maltose 20 mM (C)	set1IT078 D-Maltose 20 mM (C)	set1IT085 D-Raffinose 20 mM (C)	set1IT086 D-Raffinose 20 mM (C)
Bvulgatus_CL09T03C04	HMPREF1058_RS18690	HMPREF1058_RS18690		F0F1 ATP synthase subunit alpha	2.696	1.830	-1.043	0.227	0.170	-0.494	0.686	1.250	-1.095	1.289	1.328	2.322	0.873	3.253	-4.270	0.719	-0.073	0.065	0.239	0.319	0.443	1.162
Bvulgatus_CL09T03C04	HMPREF1058_RS18695	HMPREF1058_RS18695		F0F1 ATP synthase subunit gamma	-3.822	-3.405	-2.176	-2.004	-3.521	-3.769	-3.368	-3.035	-2.950	-3.072	-3.747	-3.184	-1.022	-2.873	-4.314	-4.636	-3.855	-3.957	-2.209	-2.912	-1.867	-2.508
Bvulgatus_CL09T03C04	HMPREF1058_RS18700	HMPREF1058_RS18700		class I SAM-dependent methyltransferase	0.901	0.956	-0.452	-2.636	1.460	0.023	-1.151	0.720	-1.300	-0.074	0.240	1.144	3.108	0.885	-0.732	0.480	0.998	1.197	0.859	-0.190	0.143	0.480
Bvulgatus_CL09T03C04	HMPREF1058_RS18705	HMPREF1058_RS18705		AAA family ATPase	-0.126	0.556	1.482	2.509	0.465	-0.240	-0.464	0.461	1.213	-0.740	0.336	0.645	-0.703	0.653	-0.142	0.252	-0.813	0.653	1.695	1.685	1.508	1.751
Bvulgatus_CL09T03C04	HMPREF1058_RS18710	HMPREF1058_RS18710		VWA domain-containing protein	-0.359	-0.478	1.304	-1.718	-0.309	0.206	-0.347	0.383	-2.086	-1.159	1.168	0.385	-0.310	0.537	1.838	1.701	0.328	0.255	-0.035	-0.189	1.072	-1.704
Bvulgatus_CL09T03C04	HMPREF1058_RS18715	HMPREF1058_RS18715		porin	0.874	0.055	0.027	0.352	0.055	0.342	-0.858	0.953	-0.058	0.202	1.037	0.130	-0.186	-0.959	1.873	-0.698	-0.690	0.220	0.083	2.459	-1.101	0.973
Bvulgatus_CL09T03C04	HMPREF1058_RS18720	HMPREF1058_RS18720		2-aminoethylphosphonate--pyruvate transaminase	-0.412	0.390	-1.684	1.175	-0.557	-0.616	0.328	-0.527	0.615	0.279	0.080	-0.143	0.077	-0.090	1.220	0.450	1.284	0.509	1.514	0.272	-0.190	0.700
Bvulgatus_CL09T03C04	HMPREF1058_RS18725	HMPREF1058_RS18725		phosphonoacetaldehyde hydrolase	1.165	0.587	1.007	1.510	0.234	1.307	0.442	0.627	-0.556	0.824	0.046	-0.637	1.094	-0.454	0.032	-0.579	1.389	-0.304	-0.732	-0.125	-1.890	-0.435
Bvulgatus_CL09T03C04	HMPREF1058_RS18730	HMPREF1058_RS18730		hypothetical protein	0.011	-0.068	0.155	1.043	-0.697	2.663	1.039	1.335	1.069	0.375	1.077	1.791	0.002	-0.478	2.203	0.504	1.121	0.123	0.596	0.666	2.718	0.174
Bvulgatus_CL09T03C04	HMPREF1058_RS18735	HMPREF1058_RS18735		hypothetical protein	0.411	-0.492	0.585	-0.954	-1.173	-1.146	-0.172	0.410	-0.765	-0.041	0.661	-1.024	1.031	-2.137	0.217	1.215	-0.284	0.579	-0.054	-0.497	0.995	1.119
Bvulgatus_CL09T03C04	HMPREF1058_RS18740	HMPREF1058_RS18740		AAA family ATPase	0.999	-1.642	2.136	0.969	0.033	2.154	-0.281	0.211	-0.926	-2.526	-0.263	-0.534	0.579	-0.274	0.408	-0.141	-0.154	1.595	-0.213	0.581	0.589	-0.278
Bvulgatus_CL09T03C04	HMPREF1058_RS18745	HMPREF1058_RS18745		ATP-binding protein	-0.660	-1.424	0.933	1.137	-0.371	0.732	-0.411	-0.094	-0.344	-0.772	0.126	-0.075	-0.428	-0.191	1.879	0.532	-0.009	-0.882	0.432	0.451	-0.120	1.333
Bvulgatus_CL09T03C04	HMPREF1058_RS18750	HMPREF1058_RS18750		hypothetical protein	-0.844	0.422	1.013	0.384	-1.228	0.752	-0.408	-0.479	0.712	-0.605	1.547	-0.625	-1.209	-1.500	-0.045	-0.626	0.749	-0.871	-0.504	-0.325	1.047	-0.314
Bvulgatus_CL09T03C04	HMPREF1058_RS18755	HMPREF1058_RS18755		hypothetical protein	-0.642	0.543	0.751	-0.717	0.238	-0.080	0.796	0.625	-0.002	0.562	-0.323	1.864	1.012	-1.171	1.887	-0.756	-1.192	-0.522	-0.246	-0.720	1.173	0.995
Bvulgatus_CL09T03C04	HMPREF1058_RS18760	HMPREF1058_RS18760		iron-containing alcohol dehydrogenase	2.012	0.538	0.041	0.307	0.375	1.004	-0.003	0.661	0.122	0.358	2.096	1.978	-0.782	0.864	-0.626	-1.249	0.695	0.742	-0.694	1.071	-1.652	0.484
Bvulgatus_CL09T03C04	HMPREF1058_RS18765	HMPREF1058_RS18765		formate--tetrahydrofolate ligase	-1.520	0.773	1.776	1.369	1.121	2.780	0.699	0.978	4.605	2.271	1.648	2.187	0.805	1.428	0.413	2.669	0.101	-0.475	2.472	2.691	1.165	1.512
Bvulgatus_CL09T03C04	HMPREF1058_RS18770	HMPREF1058_RS18770		hypothetical protein	0.126	-1.137	1.654	-0.240	0.979	1.863	-0.811	1.347	-1.160	-0.468	0.008	-0.721	1.660	0.762	1.391	0.801	0.922	0.822	-1.344	0.553	-0.405	0.684
Bvulgatus_CL09T03C04	HMPREF1058_RS18775	HMPREF1058_RS18775		S9 family peptidase	0.454	-0.670	1.746	2.730	2.442	4.006	-0.229	1.109	0.407	-1.693	0.016	1.178	-1.249	0.178	6.045	2.793	1.866	1.400	-1.700	-1.154	2.281	1.124
Bvulgatus_CL09T03C04	HMPREF1058_RS18780	HMPREF1058_RS18780		aminomethyl-transferring glycine dehydrogenase	5.909	7.724	2.040	1.077	-0.030	0.109	4.021	3.163	-0.120	-0.689	3.571	2.956	8.159	5.028	-1.477	-0.419	-0.575	-0.640	-2.076	1.277	3.734	4.043
Bvulgatus_CL09T03C04	HMPREF1058_RS18785	HMPREF1058_RS18785		MBL fold metallo-hydrolase	1.303	2.860	1.193	1.406	-3.619	-3.167	1.710	1.673	2.552	2.244	0.638	-0.625	1.653	2.674	2.987	1.268	0.009	0.487	2.379	2.409	2.441	1.741
Bvulgatus_CL09T03C04	HMPREF1058_RS18790	HMPREF1058_RS18790		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	0.393	-0.262	-0.491	0.490	-1.428	-1.437	-0.369	0.367	1.141	2.087	-0.533	0.184	0.062	1.177	0.532	-0.088	-0.689	-1.726	2.488	1.322	-0.544	1.135
Bvulgatus_CL09T03C04	HMPREF1058_RS18795	HMPREF1058_RS18795		DUF3298 and DUF4163 domain-containing protein	1.822	1.013	0.374	0.778	0.534	-0.400	0.613	0.567	2.875	3.611	0.814	1.399	3.063	1.636	-0.576	0.671	-1.456	-0.667	0.612	2.725	1.394	1.539
Bvulgatus_CL09T03C04	HMPREF1058_RS18800	HMPREF1058_RS18800		copper-translocating P-type ATPase	-4.612	-3.922	1.155	1.064	-0.017	-0.227	-2.585	-0.761	-1.552	-1.459	-0.781	-0.649	-1.775	-2.256	-0.503	0.545	-0.365	-0.350	-1.959	-1.912	-0.169	-0.851
Bvulgatus_CL09T03C04	HMPREF1058_RS18805	HMPREF1058_RS18805		hypothetical protein	0.935	-0.167	0.159	0.791	0.836	0.473	1.310	0.743	0.998	1.125	-0.066	1.385	0.462	2.168	0.650	0.886	0.234	-0.932	0.575	2.046	0.921	2.254
Bvulgatus_CL09T03C04	HMPREF1058_RS18810	HMPREF1058_RS18810		phosphohydrolase	1.695	1.400	1.145	1.778	0.703	1.400	0.726	-0.021	1.712	-0.770	-0.418	0.994	0.661	1.019	1.022	0.852	0.672	-0.396	0.118	0.358	-0.102	1.196
Bvulgatus_CL09T03C04	HMPREF1058_RS18815	HMPREF1058_RS18815		AMP-binding protein	-0.093	0.506	1.411	1.966	-0.004	1.153	-0.224	1.024	1.208	1.579	1.019	0.918	0.151	-0.462	0.629	0.528	0.684	-0.523	2.479	0.109	-0.680	1.204
Bvulgatus_CL09T03C04	HMPREF1058_RS18820	HMPREF1058_RS18820		PepSY-like domain-containing protein	0.067	1.089	-2.019	-2.472	0.297	0.197	1.150	0.919	-0.785	0.429	0.966	-0.422	1.870	1.411	1.219	0.764	-0.430	1.019	0.826	0.257	-0.536	-0.539
Bvulgatus_CL09T03C04	HMPREF1058_RS18830	HMPREF1058_RS18830		hypothetical protein	-0.097	-1.604	-1.782	-0.845	-1.643	-0.892	0.254	1.500	-1.312	-0.177	0.497	-1.002	1.228	1.199	-0.375	-0.586	-0.334	0.224	-0.784	-0.930	0.088	1.281
Bvulgatus_CL09T03C04	HMPREF1058_RS18835	HMPREF1058_RS18835		hypothetical protein	0.272	0.076	-2.004	0.248	-1.396	0.338	1.060	-0.158	-0.343	1.389	-0.223	0.102	0.554	1.043	0.332	0.655	0.583	1.406	-1.048	-0.821	1.015	0.275
Bvulgatus_CL09T03C04	HMPREF1058_RS18840	HMPREF1058_RS18840		DUF4236 domain-containing protein	0.183	-0.943	1.849	2.230	0.218	1.048	-0.216	-0.724	0.048	-0.740	0.650	0.148	-0.233	-1.420	0.874	0.586	0.799	0.098	0.229	0.236	0.390	0.165
Bvulgatus_CL09T03C04	HMPREF1058_RS18850	HMPREF1058_RS18850		hypothetical protein	0.093	0.485	1.264	0.427	-0.460	-2.281	1.169	1.406	2.762	3.303	0.532	1.548	-0.637	1.091	2.991	1.968	1.463	1.787	2.399	2.588	1.817	1.157
Bvulgatus_CL09T03C04	HMPREF1058_RS18870	HMPREF1058_RS18870		hypothetical protein	1.317	-1.131	-0.123	-0.358	-0.240	0.074	1.067	-0.544	0.793	1.053	-2.294	0.216	-0.308	-0.335	0.261	-0.756	1.148	1.396	0.198	-0.366	0.783	-0.737
Bvulgatus_CL09T03C04	HMPREF1058_RS18880	HMPREF1058_RS18880		ATP-binding protein	-0.466	-0.559	-0.622	1.093	-0.686	0.317	-0.301	-1.466	0.215	-0.601	0.432	-0.171	2.572	-1.623	0.158	1.352	-0.262	-0.387	0.650	-0.823	-0.633	-1.264
Bvulgatus_CL09T03C04	HMPREF1058_RS18885	HMPREF1058_RS18885		hypothetical protein	-1.054	0.135	-0.079	-2.385	0.592	-1.346	-0.157	0.467	0.507	-2.148	-0.120	-0.704	-1.861	-1.206	0.480	-0.702	-1.158	0.536	-2.257	-1.292	-0.830	0.046
Bvulgatus_CL09T03C04	HMPREF1058_RS18890	HMPREF1058_RS18890		DUF3127 domain-containing protein	-0.600	0.058	1.069	-1.778	-1.352	-0.301	0.142	0.432	0.098	-0.137	-0.708	-0.557	0.771	-0.767	0.409	0.329	-0.400	-0.207	0.075	1.136	1.187	-0.090
Bvulgatus_CL09T03C04	HMPREF1058_RS18895	HMPREF1058_RS18895		hypothetical protein	1.161	-0.463	0.620	0.830	1.001	-0.071	0.420	-0.140	0.271	0.371	0.532	-0.700	-0.222	-0.741	0.115	-0.585	0.956	0.296	-0.306	1.883	-0.831	0.267
Bvulgatus_CL09T03C04	HMPREF1058_RS18905	HMPREF1058_RS18905		hypothetical protein	0.123	2.051	-1.098	-0.188	-0.727	-1.346	-1.018	-0.296	-0.994	-1.025	-1.194	0.134	-0.512	-1.023	-0.278	0.505	-2.132	-1.354	-0.384	-1.263	-0.290	0.426
Bvulgatus_CL09T03C04	HMPREF1058_RS18910	HMPREF1058_RS18910		hypothetical protein	0.986	-0.037	0.549	0.851	-0.586	-0.693	-0.449	-0.568	0.711	0.366	-0.282	-0.580	0.963	0.334	0.258	1.039	-0.799	0.450	-1.913	-0.896	0.482	-0.074
Bvulgatus_CL09T03C04	HMPREF1058_RS18915	HMPREF1058_RS18915		recombination protein NinG	-0.513	0.888	2.483	0.718	-0.426	0.196	-0.160	0.255	0.843	1.890	0.474	-0.940	-1.296	0.347	0.083	0.349	0.684	0.610	-1.141	1.365	-0.241	0.778
Bvulgatus_CL09T03C04	HMPREF1058_RS18920	HMPREF1058_RS18920		hypothetical protein	-2.722	-0.872	-0.585	-1.432	-0.325	0.827	0.572	-0.070	0.160	-0.318	-0.166	-1.498	0.477	-0.150	0.937	0.379	0.246	-1.710	-0.114	0.211	-0.755	-0.221
Bvulgatus_CL09T03C04	HMPREF1058_RS18925	HMPREF1058_RS18925		DEAD/DEAH box helicase	0.180	-0.337	-2.046	-1.792	0.325	1.006	-1.317	0.295	1.441	0.158	-0.399	0.512	0.522	0.870	0.026	0.548	-1.553	0.030	-0.285	-0.070	-1.889	0.264
Bvulgatus_CL09T03C04	HMPREF1058_RS18930	HMPREF1058_RS18930		hypothetical protein	0.325	0.431	0.574	0.075	-0.036	0.621	-1.995	0.821	1.413	-1.454	-0.196	-0.236	-0.172	-0.178	-0.047	-1.219	0.110	-0.087	0.245	-0.414	-1.187	0.016
Bvulgatus_CL09T03C04	HMPREF1058_RS18935	HMPREF1058_RS18935		hypothetical protein	2.630	1.805	-0.878	-0.642	-0.007	-0.458	0.352	0.826	1.870	1.098	2.063	0.518	2.531	1.723	1.221	0.016	0.808	0.500	3.398	1.083	0.960	1.034
Bvulgatus_CL09T03C04	HMPREF1058_RS18940	HMPREF1058_RS18940		hypothetical protein	-0.466	-0.294	-0.458	-0.243	0.176	-0.668	-0.208	-0.267	-1.164	1.959	-1.805	-1.232	0.760	-1.069	-1.254	-0.186	0.096	-1.680	0.482	0.441	-0.838	-0.197
Bvulgatus_CL09T03C04	HMPREF1058_RS18945	HMPREF1058_RS18945		DNA methylase N-4	-1.955	-2.684	-1.901	-1.701	-0.778	0.176	-2.829	-1.208	-3.130	-4.012	-3.204	-2.117	-2.733	-2.767	-0.335	-0.080	-0.600	-2.152	-2.669	-1.781	-1.784	-2.450
Bvulgatus_CL09T03C04	HMPREF1058_RS18955	HMPREF1058_RS18955		DUF551 domain-containing protein	0.314	-1.947	-1.393	-1.667	-1.023	-0.541	-1.771	-1.543	-4.934	-2.266	-2.850	-2.524	-1.085	-2.183	-2.253	0.038	-0.216	-1.188	-4.565	-1.062	-3.711	-1.648
Bvulgatus_CL09T03C04	HMPREF1058_RS18960	HMPREF1058_RS18960		hypothetical protein	-1.328	-4.235	-0.671	-0.401	-0.510	-2.665	-1.348	-0.248	-0.851	-0.140	-3.792	-0.620	-1.338	-3.937	-1.883	-0.978	-0.876	-1.106	-0.315	-2.403	-1.594	-1.791
Bvulgatus_CL09T03C04	HMPREF1058_RS18970	HMPREF1058_RS18970		hypothetical protein	-1.817	0.563	0.357	-0.223	0.487	-0.141	-0.931	-1.339	0.044	-0.798	-1.204	-1.417	-1.270	0.758	-2.667	-0.289	-0.678	-0.244	-1.691	0.464	0.467	-0.748
Bvulgatus_CL09T03C04	HMPREF1058_RS18975	HMPREF1058_RS18975		prolyl oligopeptidase family serine peptidase	-1.740	-2.036	0.284	0.116	-0.214	-1.018	-1.604	-0.698	-0.584	-1.148	-1.295	-1.982	-1.198	0.505	0.531	-1.168	-1.335	-0.677	-1.483	-1.162	-1.359	-1.160
Bvulgatus_CL09T03C04	HMPREF1058_RS18980	HMPREF1058_RS18980		SGNH/GDSL hydrolase family protein	0.130	0.925	1.945	1.133	0.725	1.723	1.360	-0.346	-1.391	0.929	-1.332	-0.597	0.328	-1.149	-0.711	0.113	-1.083	-1.289	1.243	1.763	-0.469	-0.077
Bvulgatus_CL09T03C04	HMPREF1058_RS18990	HMPREF1058_RS18990		hypothetical protein	0.154	-2.255	-4.179	-1.547	-2.261	-1.043	-0.480	-0.826	-0.080	-0.379	-1.883	-1.964	0.606	-0.961	0.109	-1.104	-0.569	0.565	-0.120	0.098	-2.523	-0.779
Bvulgatus_CL09T03C04	HMPREF1058_RS18995	HMPREF1058_RS18995		hypothetical protein	-0.566	-2.010	-1.435	-1.128	-0.888	0.080	-0.304	-1.914	-0.553	-4.382	-1.440	0.412	0.573	-2.506	-1.860	-1.961	-0.198	0.573	-2.294	-3.132	-2.015	-1.297
Bvulgatus_CL09T03C04	HMPREF1058_RS19000	HMPREF1058_RS19000		type II toxin-antitoxin system RelE/ParE family toxin	0.790	0.803	-0.557	-0.429	2.052	-0.340	0.813	-0.229	-1.461	0.033	-0.392	-0.306	1.188	0.256	-1.358	0.074	0.029	0.540	0.865	-0.067	0.915	0.404
Bvulgatus_CL09T03C04	HMPREF1058_RS19010	HMPREF1058_RS19010		M48 family metallopeptidase	0.590	-0.047	-0.946	-1.071	-0.552	-2.203	-1.560	-0.948	-2.117	-0.028	-1.021	-1.516	-1.536	-0.562	-1.703	-0.602	-0.265	-0.079	-1.094	-1.168	-0.833	-0.633
Bvulgatus_CL09T03C04	HMPREF1058_RS19015	HMPREF1058_RS19015		hypothetical protein	-2.356	-2.850	-2.639	-2.395	-1.455	-1.551	-2.632	-0.874	0.524	0.516	-1.894	-0.777	-1.080	-1.584	-1.882	-2.013	-0.189	-2.342	-0.029	0.172	-1.668	-3.376
Bvulgatus_CL09T03C04	HMPREF1058_RS19020	HMPREF1058_RS19020		hypothetical protein	0.502	-0.865	-0.844	-0.187	-0.847	-1.016	-2.537	-1.045	0.509	1.731	-1.673	-0.752	-1.034	-1.156	-1.570	-1.718	-1.824	-0.564	-0.291	-0.687	-0.173	-1.215
Bvulgatus_CL09T03C04	HMPREF1058_RS19025	HMPREF1058_RS19025		hypothetical protein	-0.649	-0.209	0.392	-0.945	-0.393	-1.463	-0.705	-0.522	-0.107	2.820	-0.671	-1.424	0.926	-0.179	-2.259	-0.531	-0.401	-0.678	0.557	0.187	-0.090	-0.336
Bvulgatus_CL09T03C04	HMPREF1058_RS19030	HMPREF1058_RS19030		hypothetical protein	-1.239	-1.601	-0.368	-0.557	-2.572	-1.144	-0.998	-2.777	-1.283	0.595	-1.774	-1.692	0.938	-0.890	-3.282	-2.285	-2.027	-2.189	-1.096	-0.668	-3.198	-0.878
Bvulgatus_CL09T03C04	HMPREF1058_RS19045	HMPREF1058_RS19045		hypothetical protein	0.724	0.043	-1.039	-1.553	-1.585	-2.416	-0.127	-0.607	-0.703	-0.817	-1.734	-0.453	0.479	0.769	-2.700	-2.716	-1.010	-2.318	-1.138	-0.516	-0.791	0.451
Bvulgatus_CL09T03C04	HMPREF1058_RS19055	HMPREF1058_RS19055		hypothetical protein	-1.097	-0.792	-0.221	0.399	0.353	-0.523	-0.364	-1.636	-0.775	-0.188	0.053	0.347	-0.609	-0.803	-0.635	-1.545	0.678	0.469	-0.207	-0.509	-1.167	-0.431
Bvulgatus_CL09T03C04	HMPREF1058_RS19060	HMPREF1058_RS19060		type II toxin-antitoxin system RelE/ParE family toxin	-1.545	-2.100	0.328	-0.306	0.484	-0.712	-0.443	-0.428	-2.326	-1.359	-1.497	-0.332	-1.375	-1.221	-0.822	-0.406	-0.632	-2.836	-1.683	-1.851	-0.877	-0.574
Bvulgatus_CL09T03C04	HMPREF1058_RS19070	HMPREF1058_RS19070		hypothetical protein	1.560	0.678	-1.670	0.368	-2.211	-1.029	0.199	0.259	0.063	-0.706	0.350	-1.594	-0.209	0.319	-0.140	-0.001	-0.508	-1.158	-2.201	0.977	1.404	0.156
Bvulgatus_CL09T03C04	HMPREF1058_RS19075	HMPREF1058_RS19075		DUF3560 domain-containing protein	1.539	0.653	-0.370	1.653	0.477	-0.204	0.026	-0.629	0.127	-0.372	-0.018	-1.503	-0.189	1.247	-0.736	-1.250	0.433	0.922	0.128	-2.001	-0.367	0.172
Bvulgatus_CL09T03C04	HMPREF1058_RS19080	HMPREF1058_RS19080		hypothetical protein	-2.956	-0.603	-2.142	-1.264	-2.201	-1.315	-1.618	-0.864	-0.150	-1.972	0.177	-0.673	-1.419	-0.576	-1.429	-1.738	-1.083	-0.548	-3.610	-2.020	-1.342	-0.992
Bvulgatus_CL09T03C04	HMPREF1058_RS19085	HMPREF1058_RS19085		hypothetical protein	-0.498	0.767	-0.392	-1.450	-0.337	-0.637	-1.353	1.012	-0.280	-1.774	-1.300	1.005	0.491	-0.194	-0.469	-0.377	0.121	-0.054	-1.879	0.079	-0.414	-0.303
Bvulgatus_CL09T03C04	HMPREF1058_RS19090	HMPREF1058_RS19090		tRNA-Phe	0.066	-1.349	-0.169	-0.676	-0.956	0.154	-0.433	-0.015	-0.174	-0.796	-0.464	-1.009	-0.569	0.085	-0.495	-0.424	-1.176	0.150	-1.105	-0.843	-0.015	0.664
Bvulgatus_CL09T03C04	HMPREF1058_RS19095	HMPREF1058_RS19095		GNAT family N-acetyltransferase	-2.359	-1.470	-2.150	-1.392	-0.800	-1.129	-2.195	-2.403	-1.276	-3.183	-2.410	-2.374	-0.234	-2.165	-1.966	-1.296	-3.467	-2.411	-0.569	-1.265	-2.011	-0.907
Bvulgatus_CL09T03C04	HMPREF1058_RS19100	HMPREF1058_RS19100		hypothetical protein	-1.309	-1.628	-1.636	-2.010	-0.942	-2.765	-2.701	-2.196	0.083	-2.476	-2.448	-3.344	-0.278	-0.723	-1.698	-2.346	-0.560	-0.370	0.005	-2.858	-0.546	-3.974
Bvulgatus_CL09T03C04	HMPREF1058_RS19105	HMPREF1058_RS19105		ATP-grasp domain-containing protein	-1.605	-1.142	-2.752	-3.541	0.320	-0.657	-2.346	-1.537	-0.997	-1.963	-2.544	-0.931	-0.979	-0.713	-1.800	-1.396	0.222	-0.415	-0.624	-2.160	-1.458	-0.366
Bvulgatus_CL09T03C04	HMPREF1058_RS19110	HMPREF1058_RS19110		hypothetical protein	-3.517	-3.970	-0.085	-2.642	-3.402	-3.517	-2.636	-2.342	-1.583	-1.951	-2.789	-3.436	-0.833	-2.697	-3.891	-1.284	-2.119	-3.661	-1.635	-3.084	-3.117	-1.817
Bvulgatus_CL09T03C04	HMPREF1058_RS19115	HMPREF1058_RS19115		hypothetical protein	-2.608	-2.944	-1.982	-0.856	-1.541	-1.943	-2.314	-2.372	-1.276	-0.592	-0.423	-2.380	-0.967	-3.540	-0.206	-0.249	-2.346	-0.910	-1.901	-2.029	-2.839	-1.718
Bvulgatus_CL09T03C04	HMPREF1058_RS19120	HMPREF1058_RS19120		hypothetical protein	-0.457	0.068	0.310	-0.921	-1.039	0.045	-0.804	-1.024	-1.323	-1.682	-0.966	-0.631	-0.724	0.443	-1.824	-0.172	-1.033	-1.939	-1.362	-0.619	-0.618	0.031
Bvulgatus_CL09T03C04	HMPREF1058_RS19125	HMPREF1058_RS19125		hypothetical protein	-2.234	-1.022	1.443	0.976	-0.981	-2.642	0.192	0.225	-1.723	-1.321	-0.919	-1.288	-2.510	-1.644	-1.403	-1.673	0.638	-0.515	-0.992	-1.697	-0.111	-0.375
Bvulgatus_CL09T03C04	HMPREF1058_RS19130	HMPREF1058_RS19130		hypothetical protein	-4.958	-0.038	0.965	0.720	-2.801	-0.185	-1.538	0.801	-1.165	-2.421	0.306	-1.129	-1.183	-0.366	-1.391	-1.518	-1.524	0.065	-0.598	-1.283	-0.974	-0.823
Bvulgatus_CL09T03C04	HMPREF1058_RS19135	HMPREF1058_RS19135		hypothetical protein	0.226	-2.763	-1.136	-2.776	-1.541	-0.295	-2.360	-1.863	-0.487	-1.012	-2.173	-1.240	-0.310	-1.480	-2.030	-1.721	-0.707	-3.058	-1.707	-1.662	-2.809	-2.646
Bvulgatus_CL09T03C04	HMPREF1058_RS19140	HMPREF1058_RS19140		hypothetical protein	-0.557	-0.991	-2.347	-0.885	-0.609	-1.369	-1.527	-0.319	-1.351	-1.699	-2.285	-0.572	-0.487	-1.826	-1.752	-2.944	-0.294	-1.846	-0.790	0.165	-0.760	-1.859
Bvulgatus_CL09T03C04	HMPREF1058_RS19145	HMPREF1058_RS19145		phage antirepressor KilAC domain-containing protein	-0.753	-1.068	0.374	-1.546	-2.924	-2.012	-2.569	-1.783	-0.519	-1.454	-2.570	-1.260	0.001	-1.755	-0.951	-1.454	-1.312	-0.499	-0.770	-1.613	-2.097	-2.874
Bvulgatus_CL09T03C04	HMPREF1058_RS19150	HMPREF1058_RS19150		phage portal protein	-2.188	-2.072	-1.569	-0.798	0.192	-1.920	-3.569	-2.849	-2.041	-2.652	-2.957	-2.207	-1.330	-3.238	-1.617	-1.729	-0.693	-1.643	-2.424	-2.078	-2.382	-2.694
Bvulgatus_CL09T03C04	HMPREF1058_RS19155	HMPREF1058_RS19155		DUF2829 domain-containing protein	-0.174	-1.216	0.822	0.186	-0.561	-0.920	-3.262	-1.586	-2.950	-0.139	-2.040	-0.248	-1.203	-1.134	-1.219	-2.086	-0.049	-1.026	-2.654	-1.379	-0.883	-2.547
Bvulgatus_CL09T03C04	HMPREF1058_RS19160	HMPREF1058_RS19160		hypothetical protein	-0.134	-0.008	-0.411	0.155	-0.638	-0.051	-1.286	-1.107	-0.256	0.058	-1.943	0.248	1.158	-0.646	-0.978	-0.535	-0.461	-1.485	0.134	-1.760	-1.489	-0.183
Bvulgatus_CL09T03C04	HMPREF1058_RS19165	HMPREF1058_RS19165		hypothetical protein	-0.900	-0.416	-1.027	-1.556	0.251	-2.240	-0.838	-1.282	0.581	-1.176	-0.877	-1.389	1.761	0.329	-1.134	-0.816	-0.143	0.445	-0.484	-2.871	-0.582	-1.111
Bvulgatus_CL09T03C04	HMPREF1058_RS19175	HMPREF1058_RS19175		hypothetical protein	-0.941	-0.824	-1.004	-2.393	-0.352	-1.050	-0.995	-1.570	-0.348	-1.135	-1.507	-0.791	1.015	-0.643	-1.909	-1.239	-1.046	-2.082	-0.687	-1.512	-0.800	-0.210
Bvulgatus_CL09T03C04	HMPREF1058_RS19180	HMPREF1058_RS19180		hypothetical protein	-0.753	-0.772	-1.306	-0.154	-0.508	-1.278	-0.453	0.265	-2.003	-0.578	0.230	-0.606	-0.879	-0.037	0.697	-0.490	-0.822	-0.109	-1.504	-1.345	-0.643	-2.262
Bvulgatus_CL09T03C04	HMPREF1058_RS19185	HMPREF1058_RS19185		hypothetical protein	1.412	0.503	0.306	0.310	-0.579	0.343	0.259	-1.531	0.438	-1.094	-0.230	-0.148	-0.865	-0.645	-0.724	-1.239	-1.181	0.443	0.910	0.264	-1.887	-1.871
Bvulgatus_CL09T03C04	HMPREF1058_RS19190	HMPREF1058_RS19190		hypothetical protein	-0.818	-0.309	-1.158	0.106	-2.629	-0.790	-1.338	-1.966	-1.763	-0.677	-1.371	0.263	-0.246	-2.009	-0.345	-1.000	-1.703	-1.287	0.288	-1.376	-1.456	-1.643
Bvulgatus_CL09T03C04	HMPREF1058_RS19195	HMPREF1058_RS19195		hypothetical protein	-0.314	0.271	-0.129	-1.226	0.827	-1.338	0.684	0.779	0.752	-2.104	-0.373	-0.301	-1.148	-0.311	-0.875	-0.825	-0.283	-1.776	-2.664	-0.269	-0.523	-1.831
