orgId	locusId	sysName	geneName	desc	set1IT005 KB	set1IT007 KB with Dimethyl Sulfoxide 1 vol%	set1IT011 KB with Acriflavine 7.75 ug/ml	set1IT013 KB with Ampicillin 15.6 ug/ml	set1IT015 KB with Berberine 250 ug/ml	set1IT017 KB with Carbenicillin 250 ug/ml	set1IT019 KB with Chloramphenicol 12.5 ug/ml	set1IT021 KB with Erythromycin 25 ug/ml	set1IT029 KB with Nalidixic 12.5 ug/ml	set1IT033 KB with Nitrofurantoin 125 ug/ml	set1IT037 KB with Phloretin 250 ug/ml	set1IT045 KB with Trimethoprim 125 ug/ml	set1IT049 Green bean; epiphytic	set1IT050 Green bean; epiphytic	set2IT076 apoplastic, grinding recovery; Green bean	set2IT077 apoplastic, grinding recovery; Green bean	set2IT080 epiphytic; Green bean	set2IT081 epiphytic; Green bean	set2IT095 apoplastic, chopping recovery; Green bean	set3IT009 KB with Acridine orange 62.5 ug/ml	set3IT019 KB with Mitomycin C 0.625 ug/ml	set3IT031 epiphytic; Green bean	set3IT032 epiphytic; Green bean	set3IT039 apoplastic; Lima bean	set3IT040 apoplastic; Lima bean	set4IT013 KB	set4IT015 KB with Dimethyl Sulfoxide 1.25 vol%	set4IT017 KB with Rifampicin 0.1 mg/ml	set4IT019 KB with capsaicin 0.25 mg/ml	set4IT021 KB with capsaicin 0.125 mg/ml	set4IT025 KB with Flavone 0.125 mg/ml	set4IT027 KB with Rotenone 0.25 mg/ml	set4IT029 KB with Rotenone 0.125 mg/ml	set4IT031 KB with Nitrofurantoin 0.25 mg/ml	set5IT059 apoplastic; Lima bean	set5IT060 apoplastic; Lima bean	set6IT083 apoplastic; Green bean; 6 days	set6IT084 apoplastic; Green bean; 6 days	set7IT014 apoplastic; Lima bean	set7IT015 apoplastic; Lima bean	set7IT018 apoplastic; Pepper	set7IT019 apoplastic; Pepper	set7IT026 apoplastic; Pepper	set7IT027 apoplastic; Pepper	set7IT030 apoplastic; Pepper	set7IT031 apoplastic; Pepper
SyringaeB728a	Psyr_0067	Psyr_0067		membrane protein, putative	-0.222	-0.957	-0.152	-1.177	-2.796	-0.267	0.267	-0.441	-1.011	-0.568	-0.324	-0.788	-0.986	-0.602	-0.798	0.387	-0.571	0.310	0.264	0.865	1.778	-1.326	1.017	0.659	0.474	0.669	-0.964	-0.239	-0.848	0.770	-0.184	0.161	0.631	-0.202	0.277	0.162	-0.156	0.169	0.263	0.226	-1.216	-1.886	-0.724	-0.664	0.397	1.302
SyringaeB728a	Psyr_0068	Psyr_0068		Insulinase-like:Peptidase M16, C-terminal	-0.205	1.233	-0.377	-0.128	1.056	1.602	-0.563	-1.352	0.590	-1.337	0.656	0.479	-0.422	-0.994	-1.172	1.583	-0.732	-0.542	-0.965	0.937	2.136	1.724	-0.240	1.153	0.682	-0.370	1.049	0.604	0.174	0.078	-0.730	-0.449	1.089	0.748	-0.420	0.309	1.227	1.460	1.428	2.677	-0.104	-0.354	0.300	-0.429	0.257	1.014
SyringaeB728a	Psyr_0069	Psyr_0069		Na+/Pi-cotransporter:Na/Pi cotransporter II-related protein	-0.545	1.120	0.185	1.089	-0.906	-0.094	-0.137	-0.237	1.005	0.115	1.504	0.560	-0.107	-0.504	0.378	-0.395	-1.600	-1.016	2.413	1.080	1.601	-1.327	-1.177	-0.609	-0.329	-0.117	-0.800	-0.380	0.072	0.438	0.356	-0.128	0.993	-0.168	-0.708	-0.052	-0.638	-0.865	0.885	0.778	-0.802	-0.041	0.676	-0.427	-0.264	-0.730
SyringaeB728a	Psyr_0070	Psyr_0070		hypothetical protein	-0.689	-1.799	1.282	-1.321	-1.118	0.554	-0.261	-1.270	-0.839	-0.289	0.625	-0.938	-0.999	2.286	-0.375	-0.223	-0.203	-0.329	-0.873	0.963	-1.073	-0.628	-0.236	-0.102	0.469	0.467	0.424	-1.143	0.543	-0.167	-0.175	0.986	-0.243	-0.400	-0.484	-0.494	-0.563	-0.214	-2.881	-1.756	-2.518	-1.743	-1.446	-1.060	-0.132	-0.224
SyringaeB728a	Psyr_0071	Psyr_0071		Histidine kinase, HAMP region:Bacterial chemotaxis sensory transducer	0.138	0.222	0.663	0.616	-0.997	1.122	0.753	0.410	0.613	-0.155	-0.123	0.600	0.492	1.345	0.469	-0.506	0.957	1.445	-0.248	-0.088	0.230	-0.182	0.286	0.181	0.095	0.052	1.391	1.183	-0.207	0.292	0.908	0.685	1.312	0.052	1.247	1.625	0.510	0.026	1.338	0.833	-2.102	-1.298	0.488	0.625	0.047	0.237
SyringaeB728a	Psyr_0072	Psyr_0072		transcriptional regulator, LysR family	-0.014	-1.608	-0.297	-0.810	-0.312	-0.446	-0.415	-0.672	-0.961	-0.954	-0.268	0.109	0.289	0.481	0.378	-0.754	1.502	1.518	1.181	-0.562	0.073	0.015	0.677	1.161	1.190	-0.809	-0.185	-0.542	-0.363	-1.743	-0.848	-0.402	-1.238	-1.162	-1.170	-1.328	-0.815	-1.597	-0.176	-0.271	0.659	0.038	0.004	-0.217	-0.005	-0.456
SyringaeB728a	Psyr_0073	Psyr_0073		Multi antimicrobial extrusion protein MatE	0.628	-1.574	1.207	-1.315	-0.853	-0.085	-0.067	-0.432	0.915	-1.814	-1.026	-2.166	0.280	1.796	2.010	1.278	-0.214	-0.630	0.215	2.183	2.038	-0.018	-0.172	-0.018	-1.258	-0.351	0.606	1.042	-0.674	0.260	0.622	0.310	1.009	0.622	-0.265	-0.076	1.162	-0.120	1.274	0.748	-0.596	-0.298	1.386	-0.060	-0.222	-1.007
SyringaeB728a	Psyr_0074	Psyr_0074		diguanylate cyclase/phosphodiesterase	1.648	1.311	1.296	1.393	-0.370	1.367	2.448	1.493	2.601	1.047	0.521	1.968	1.518	0.611	-1.507	-1.025	-0.363	0.392	-0.329	-0.432	-0.231	-0.357	-0.932	-0.007	0.038	-0.411	-0.500	0.526	0.286	-0.159	-0.559	0.249	-1.154	-0.306	-0.716	-0.950	-1.006	-0.120	-1.308	-0.286	-1.319	-1.259	0.716	-0.310	-0.861	0.057
SyringaeB728a	Psyr_0076	Psyr_0076		Xanthine phosphoribosyltransferase	-1.211	-1.253	0.195	-0.782	0.592	-1.429	-0.281	-1.474	-0.637	-0.446	0.998	-1.553	1.753	0.900	-0.394	0.250	-0.615	-2.362	-1.488	0.767	0.255	0.647	-0.099	-0.755	-0.605	-0.328	1.140	-1.556	-2.278	-1.220	-1.638	0.320	-0.500	-0.338	-1.373	-0.428	-0.227	-0.117	1.352	0.688	0.356	0.147	-1.173	-1.961	-0.094	0.095
SyringaeB728a	Psyr_0077	Psyr_0077		sigma54 specific transcriptional regulator, Fis family	1.322	-0.247	-0.130	0.141	1.339	0.455	1.597	-0.209	-0.193	0.114	-0.843	-0.680	0.748	0.790	0.198	0.361	0.465	0.240	-0.251	1.876	0.684	-0.223	0.665	-0.736	-1.074	1.610	1.517	1.502	0.062	-0.131	0.035	0.340	1.169	0.240	0.959	1.260	-0.939	-1.559	0.426	-0.190	0.897	1.524	1.438	0.943	-0.235	-0.458
SyringaeB728a	Psyr_0078	Psyr_0078		Beta-lactamase-like protein	-0.204	-0.374	-0.097	-0.698	0.286	-0.180	0.828	-1.626	-0.521	-0.570	-0.743	0.240	-0.568	-1.217	0.837	0.291	1.291	1.152	-0.563	0.512	-0.382	1.980	1.205	-0.114	-0.629	0.459	-0.058	1.014	-1.118	0.479	2.090	0.187	0.032	0.463	-0.733	-3.194	-2.083	-1.868	2.071	1.658	-1.574	-0.872	-1.879	-2.147	-0.395	-0.311
SyringaeB728a	Psyr_0079	Psyr_0079		conserved hypothetical protein	0.666	0.669	0.491	-0.653	0.714	0.136	0.128	0.735	0.708	0.337	0.485	0.280	0.715	0.850	0.617	0.033	1.319	0.823	1.403	-0.107	0.756	-0.557	-0.659	0.729	-0.153	0.813	0.649	0.320	0.273	-0.111	0.354	-0.204	0.668	0.930	-0.910	-1.319	0.710	-0.186	1.347	1.383	1.054	1.226	-0.338	-0.329	-1.019	-0.743
SyringaeB728a	Psyr_0080	Psyr_0080		Protein of unknown function DUF81	0.970	1.030	0.236	0.422	0.650	-0.377	-0.390	0.634	0.718	0.017	1.330	-0.424	1.409	1.333	-0.592	0.022	0.656	-1.990	-1.771	0.448	1.187	0.587	-0.763	-0.640	-1.538	0.287	-0.336	-0.865	0.302	-1.015	1.013	-0.258	0.129	0.617	0.742	-0.167	-1.565	-1.900	0.382	0.229	-0.179	0.149	0.809	-0.516	-0.757	0.151
SyringaeB728a	Psyr_0081	Psyr_0081		ABC transporter	-2.131	-1.074	-0.254	-0.662	-1.554	-0.346	-1.998	-1.886	1.157	-0.413	-1.141	0.316	1.007	0.435	-0.123	-1.220	1.099	0.503	0.719	0.183	-0.717	-1.388	-0.235	1.252	0.717	3.463	0.382	1.437	-0.711	0.662	0.857	0.451	1.718	0.843	-0.725	-1.046	-1.606	-0.819	1.126	0.540	-0.590	-0.593	1.756	2.316	-1.012	-1.779
SyringaeB728a	Psyr_0082	Psyr_0082		Binding-protein-dependent transport systems inner membrane component	-1.058	0.338	0.526	0.387	0.464	1.532	-0.524	1.182	0.426	0.199	0.477	0.270	-1.457	-2.387	0.241	0.587	0.487	-0.180	0.946	-0.658	-1.611	-0.047	1.473	1.260	0.787	0.098	0.244	1.129	0.762	0.112	-0.108	0.476	0.897	0.393	0.759	1.232	-0.498	0.299	0.861	0.878	0.073	1.332	-0.374	0.038	-2.052	1.096
SyringaeB728a	Psyr_0083	Psyr_0083		Binding-protein-dependent transport systems inner membrane component	0.958	0.029	0.989	0.130	0.503	0.125	0.349	0.913	-0.328	0.019	-0.250	0.283	0.489	-0.215	1.222	-0.461	-2.090	-1.092	1.102	1.406	2.254	-1.452	-0.821	0.183	0.426	-1.348	-0.693	-1.181	-0.185	-1.759	-0.236	-1.781	0.157	-0.425	0.392	-0.440	-0.435	-1.475	0.583	0.040	0.199	-0.453	0.149	-0.828	1.333	1.221
SyringaeB728a	Psyr_0084	Psyr_0084		extracellular solute-binding protein, family 1	-0.208	-0.788	0.672	0.178	-0.106	0.452	0.383	0.750	-0.866	-0.310	-0.023	-0.402	-1.535	-2.050	-1.100	-0.250	-0.271	-0.121	-0.524	-0.109	0.054	-0.643	-0.827	-0.606	-0.898	1.257	0.602	0.639	-0.796	0.211	0.158	0.343	0.539	-0.219	0.067	1.376	0.237	0.339	1.438	1.236	0.974	0.943	0.346	0.982	1.211	0.201
SyringaeB728a	Psyr_0085	Psyr_0085		conserved hypothetical protein	0.310	1.383	1.041	1.846	1.006	1.706	0.437	1.817	1.495	2.189	0.938	1.780	1.987	2.375	0.118	-0.543	2.014	2.178	-0.677	0.819	1.064	1.214	1.440	-0.430	0.144	-0.613	0.389	0.956	1.355	0.720	0.873	1.381	1.522	0.876	0.211	-0.359	-2.374	-2.175	2.164	1.870	0.046	0.096	2.282	1.094	-0.639	-1.232
SyringaeB728a	Psyr_0086	Psyr_0086		diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s)	-0.257	-1.238	0.072	-0.183	-0.023	-0.465	-0.923	-0.228	-1.815	-0.721	-0.513	0.602	0.416	-0.712	-1.307	-0.951	0.471	-0.648	0.470	-0.157	-0.240	-0.836	0.077	1.177	1.292	0.768	1.181	0.721	1.056	-0.285	-0.256	-0.156	0.298	0.620	-0.954	-1.321	-2.053	-1.516	1.398	0.598	0.209	1.182	0.245	1.274	0.488	0.538
SyringaeB728a	Psyr_0087	Psyr_0087		Fatty acid desaturase	0.569	0.454	2.915	0.267	2.448	0.705	0.314	0.378	1.352	0.709	0.423	-1.039	-1.619	-0.072	0.415	0.971	0.746	0.777	1.368	0.431	0.322	-0.022	0.309	0.042	-0.819	-0.753	-1.489	0.077	0.180	-0.970	-1.407	0.608	-0.676	0.108	0.889	0.055	3.135	2.094	-0.653	-1.520	-1.136	0.296	0.520	1.057	-1.929	-1.272
SyringaeB728a	Psyr_0088	Psyr_0088		PAS:GGDEF	-0.226	-0.096	0.872	-0.831	-0.106	-0.045	-0.170	-1.012	-0.138	0.662	1.020	0.276	-1.062	-1.391	0.082	-0.888	0.483	1.268	1.406	1.430	1.862	0.337	1.493	-0.265	-0.613	-1.786	0.154	-0.369	-1.644	-1.287	-1.130	-1.176	-1.048	-0.370	-0.722	-1.035	-1.035	-2.222	-0.876	-1.026	-0.484	-0.931	0.123	0.094	-0.046	-1.585
SyringaeB728a	Psyr_0089	Psyr_0089		Response regulator receiver	-2.494	-0.311	-0.086	0.149	-1.560	-2.029	-1.884	0.080	-1.573	-1.586	-1.020	-2.501	1.182	0.184	3.051	1.886	-1.428	-2.259	-0.181	-0.301	-0.285	1.169	0.484	-1.942	-0.378	-0.531	-1.677	-0.804	-0.875	-0.130	-0.696	-0.494	-0.583	0.666	0.783	-0.510	0.676	-0.160	-0.717	0.746	1.180	0.327	-0.417	-0.188	-0.537	-0.045
SyringaeB728a	Psyr_0090	Psyr_0090		4-aminobutyrate aminotransferase apoenzyme	-0.497	-1.094	0.909	-0.196	0.427	0.739	-0.468	-0.458	0.362	-1.340	-1.335	0.635	-1.988	-2.448	-1.309	0.458	-1.606	-1.581	-0.673	-1.366	-0.253	0.364	0.125	-1.339	-2.367	-0.358	-1.176	-1.192	-0.786	-0.711	-0.911	-1.480	-1.139	-1.038	-0.644	0.058	-0.182	0.445	-0.310	-0.199	-1.695	-1.707	-0.901	-0.891	-1.318	-0.421
SyringaeB728a	Psyr_0091	Psyr_0091		succinate semialdehyde dehydrogenase	-0.963	-0.758	-0.702	-0.061	-0.124	-0.870	0.385	0.043	-0.113	0.153	0.038	-1.010	-1.004	-0.174	0.714	0.665	0.787	0.044	-0.530	-0.619	1.246	0.218	-0.193	-1.278	-1.089	-0.033	0.331	0.270	-0.075	-0.683	-0.014	-1.529	-0.301	-0.094	-1.356	-1.363	-0.325	-1.166	-0.461	-0.033	0.870	0.977	-0.315	-0.148	-1.044	-0.929
SyringaeB728a	Psyr_0092	Psyr_0092		Lysine exporter protein (LYSE/YGGA)	1.061	0.727	0.958	0.962	1.152	0.907	1.798	1.099	0.524	1.068	-0.267	0.575	0.492	0.666	0.853	2.211	0.618	0.333	0.807	0.712	-0.442	-0.693	-1.380	-1.276	-2.078	0.766	0.416	0.227	0.944	0.391	1.059	-0.130	-0.635	-0.154	-1.371	-0.358	0.340	0.229	-0.822	-0.487	0.387	-0.168	-1.335	-0.733	-1.167	-2.156
SyringaeB728a	Psyr_0093	Psyr_0093		Flavoprotein monooxygenase	-0.154	0.283	0.750	0.595	0.612	1.769	1.325	-0.017	0.455	0.796	0.686	0.110	-0.812	-1.280	-1.657	-1.124	1.239	0.166	0.109	-0.119	0.481	0.257	0.037	-0.891	-1.128	0.003	-0.742	0.116	-0.293	-0.040	-0.519	0.197	0.051	0.193	-0.738	-1.358	-1.131	-0.203	-0.458	0.031	0.120	-0.068	0.070	-0.000	0.634	-0.053
SyringaeB728a	Psyr_0094	Psyr_0094		hypothetical protein	-0.288	0.437	0.070	0.413	0.012	0.172	-0.753	-0.868	0.189	0.436	1.105	-0.565	-0.403	-0.021	0.155	0.010	0.342	0.703	1.451	-0.104	1.413	-0.416	0.827	1.160	0.816	-0.562	-0.204	-1.946	-0.479	-0.836	-0.693	0.037	-0.308	-0.796	-0.698	0.830	-1.109	-1.206	-1.057	-0.341	-0.876	-0.879	-0.098	0.163	0.268	-1.403
SyringaeB728a	Psyr_0095	Psyr_0095		transposase, IS4 family	-0.214	-0.718	0.210	-0.579	0.717	-0.664	-0.040	-0.757	-0.557	-0.341	-0.320	-0.842	-0.110	0.545	-0.931	0.282	0.180	-0.679	-1.240	-0.148	-0.885	-0.426	-0.315	-0.123	-0.557	0.301	1.135	0.214	0.892	-0.200	1.448	-0.544	-0.376	1.019	-0.009	1.426	-0.484	-0.368	-0.639	-1.142	0.226	-1.003	-0.914	-0.600	-1.138	-0.385
SyringaeB728a	Psyr_0096	Psyr_0096		transposase, IS4 family	0.388	0.395	1.786	-0.369	1.587	0.003	-1.190	0.536	0.949	0.764	0.444	-0.165	-0.013	0.008	-0.670	-0.393	-0.382	-0.012	-0.535	-1.643	-1.551	-0.446	-0.284	0.601	0.214	-1.038	-0.456	-0.883	0.709	-0.465	0.058	0.342	0.326	0.075	0.038	-0.487	0.420	0.750	-0.297	-0.833	-0.221	-0.451	-0.836	-1.165	0.257	2.022
SyringaeB728a	Psyr_0097	Psyr_0097		hypothetical protein	-1.681	-1.810	-0.401	-0.324	-0.285	0.667	-0.871	-2.509	-1.385	-2.031	-0.335	-0.581	-1.250	0.151	-0.281	-0.307	3.326	2.395	-4.245	-0.506	-2.186	1.562	1.933	-0.286	0.579	-1.527	0.252	0.097	0.178	0.927	0.588	-0.052	-0.739	-0.900	-0.973	-0.413	0.243	0.722	-0.303	-1.385	-0.963	-1.014	0.475	0.283	0.204	-0.819
SyringaeB728a	Psyr_0098	Psyr_0098		Protein of unknown function DUF87	-1.029	-1.811	-1.459	-0.941	0.499	-1.795	-0.864	-1.012	-2.462	-1.760	-0.954	-0.950	-0.190	-0.095	-0.363	-0.506	-0.774	0.138	-0.320	-1.071	-5.607	0.401	0.248	-0.707	0.214	-1.403	-1.232	-1.885	-1.205	-2.557	-1.297	-1.594	-2.464	-2.123	-1.608	-0.125	0.795	-0.310	-0.796	-0.664	-1.333	-1.071	-1.495	-1.328	-1.243	-1.165
SyringaeB728a	Psyr_0099	Psyr_0099		Conserved hypothetical protein	-1.241	-0.410	1.083	0.163	0.181	-0.068	-1.302	-1.763	-1.515	-1.506	-0.921	-1.975	-2.848	-3.237	0.527	-0.747	-2.182	-1.680	0.441	1.552	-0.271	-1.292	-0.653	1.563	0.816	0.427	0.110	0.207	-0.959	-0.060	0.679	0.744	-1.739	-0.609	0.449	1.211	-0.679	-0.656	-0.003	1.339	1.174	0.043	0.470	0.060	-1.374	-1.751
SyringaeB728a	Psyr_0100	Psyr_0100		conserved hypothetical protein	0.651	0.377	0.469	0.163	2.610	0.469	-0.150	0.628	1.375	1.378	0.323	-0.587	0.126	-0.627	-0.500	0.422	1.090	-0.047	0.084	-0.614	-2.276	1.206	-1.564	0.277	-0.898	-0.274	0.644	0.242	-0.089	-1.139	0.030	-0.654	-0.214	-0.707	-0.618	0.175	0.054	-0.662	-1.276	-0.557	-1.094	-0.945	0.569	0.591	-1.746	-0.497
SyringaeB728a	Psyr_0101	Psyr_0101		Protein of unknown function DUF796	-1.728	-1.814	0.328	0.642	0.088	0.176	0.396	-0.150	-0.361	-0.480	-1.157	-1.311	0.505	-0.031	-0.119	-0.121	0.830	1.774	0.973	-0.868	-2.501	-1.159	-0.494	0.745	0.798	1.339	0.323	-0.342	1.029	1.147	0.822	0.064	1.226	1.804	-0.962	-0.194	0.195	1.170	-1.282	-0.036	-0.298	-0.115	-0.204	0.080	0.934	-0.329
SyringaeB728a	Psyr_0102	Psyr_0102		hypothetical protein	-0.788	-0.866	0.008	0.546	-0.577	-0.611	0.250	-0.580	-1.854	-0.484	0.121	-0.871	-0.752	-1.413	-1.042	-1.080	-1.161	-0.596	-0.143	-0.779	-2.566	-1.146	-0.252	0.544	-0.395	0.534	-0.233	0.448	-1.437	-1.034	-0.555	-0.360	-1.072	-0.251	0.596	-1.078	-1.126	-1.414	-0.380	0.655	-0.377	-0.529	-1.039	-1.335	-1.370	-1.300
SyringaeB728a	Psyr_0103	Psyr_0103		conserved hypothetical protein	0.537	-0.693	0.901	0.010	1.423	-0.199	0.458	0.941	-1.486	-0.629	0.132	-0.087	-0.391	-0.417	-0.593	-2.828	-0.588	-0.855	-4.168	-1.002	-2.647	-0.123	-0.755	-1.777	-2.115	0.639	0.491	0.478	0.793	-0.110	-0.287	-0.220	0.247	0.173	-1.019	-2.149	-1.919	-0.732	-0.552	-1.008	-1.476	-1.567	-2.482	-2.252	-3.619	-3.302
SyringaeB728a	Psyr_0104	Psyr_0104		hypothetical protein	-1.609	-0.749	-0.156	-1.215	0.360	-1.610	-1.223	-2.161	-2.815	-1.580	-1.281	-1.637	-2.467	-2.292	-0.270	-0.730	1.604	0.430	0.682	-2.505	-4.667	-1.227	-0.541	-0.590	-0.071	-1.492	-2.568	-1.339	-1.697	-2.333	-1.213	-2.060	-2.199	-0.814	-0.975	-0.392	-0.230	-0.183	0.153	-0.828	1.503	1.147	-1.207	-0.773	-1.882	0.013
SyringaeB728a	Psyr_0107	Psyr_0107		hypothetical protein	-0.834	-0.802	0.271	-0.893	1.201	0.007	0.539	0.462	-1.273	-0.925	-1.609	-0.198	1.416	0.365	-0.869	0.386	-0.177	0.021	-2.128	1.609	0.263	-0.317	1.071	-0.548	0.794	0.263	-1.043	0.151	0.593	0.684	0.569	0.425	0.519	-0.508	-1.611	-1.078	0.982	1.175	-1.208	-0.404	-1.725	-2.338	-0.800	0.102	1.083	0.784
SyringaeB728a	Psyr_0108	Psyr_0108		Major facilitator superfamily	0.968	0.572	0.740	-0.861	1.261	1.119	0.183	0.836	0.787	-0.040	-0.305	-0.419	0.503	-0.458	0.170	0.153	1.032	1.659	-2.136	0.687	0.130	1.247	0.251	-1.246	-2.370	0.084	-0.737	-1.087	-1.897	-0.071	0.438	-0.333	-0.941	-0.483	1.630	1.385	-0.685	-0.988	0.216	1.132	0.271	0.116	-0.961	-1.496	1.131	0.213
SyringaeB728a	Psyr_0109	Psyr_0109		hypothetical protein	0.088	-0.231	-1.382	0.465	0.672	-0.278	-0.845	-0.616	-1.451	-1.950	2.040	-0.059	-0.772	-0.946	0.205	-0.790	-0.559	0.658	-1.043	-0.429	-1.813	0.877	0.792	-0.071	-0.164	-0.242	0.365	-0.823	0.217	-0.834	-1.035	-0.223	-0.543	-0.198	-0.887	-1.047	-0.837	-1.398	0.119	-0.240	-0.364	-0.344	-0.336	-1.538	-0.466	0.684
SyringaeB728a	Psyr_0110	Psyr_0110		hypothetical protein	-0.271	-0.975	0.429	0.070	0.690	-0.399	-0.268	-0.175	-0.384	-0.143	0.328	-0.526	0.363	0.703	-0.739	-0.098	-0.257	-1.985	-1.137	-1.711	-2.042	0.420	0.718	0.989	1.335	-0.181	-0.926	-0.595	0.191	-1.232	-0.080	-1.112	-1.615	0.104	-1.065	-0.461	0.511	-0.039	0.505	0.883	0.475	-0.003	-1.100	-0.836	-1.582	-0.453
SyringaeB728a	Psyr_0111	Psyr_0111		hypothetical protein	-0.505	-0.724	-0.132	-0.941	2.256	-2.150	-1.139	0.165	-0.757	0.190	-0.432	-1.455	-1.280	0.124	-1.575	-1.174	0.842	0.120	-1.273	1.830	1.440	-2.260	-3.412	-2.105	-1.728	0.568	0.163	-0.436	-0.968	0.186	-0.300	-0.844	0.510	0.333	-0.361	-0.845	-0.657	0.708	-1.092	-1.033	-2.192	-2.423	-3.795	-2.862	-2.473	-3.925
SyringaeB728a	Psyr_0112	Psyr_0112		hypothetical protein	-1.020	0.678	1.728	1.229	1.251	1.603	0.025	0.983	0.266	1.032	1.251	1.200	-0.218	0.925	1.234	1.680	-0.025	-0.025	-0.114	1.052	-0.418	0.278	0.350	-0.604	0.147	0.991	-0.253	-0.136	-0.584	0.311	-1.006	-0.405	-0.953	0.623	0.123	-0.726	-1.304	0.221	-0.393	-0.728	-3.071	-2.747	2.411	1.584	-0.203	-0.078
SyringaeB728a	Psyr_0113	Psyr_0113		conserved hypothetical protein	-0.666	-0.896	0.658	-0.662	0.961	0.447	0.122	-1.355	-1.392	-0.690	-1.609	-1.104	-2.369	-1.370	1.420	1.818	-1.045	0.611	0.263	-2.423	-4.186	0.854	0.374	1.339	0.807	-0.793	-1.018	-0.696	-1.614	-0.300	-0.227	-0.931	-0.884	-0.357	0.672	0.407	0.626	-1.126	-1.890	-1.926	-0.374	-0.907	-1.052	-0.826	-0.009	-0.106
SyringaeB728a	Psyr_0114	Psyr_0114		hypothetical protein	-0.057	0.426	-0.413	0.591	0.991	0.266	1.328	0.087	1.095	-0.228	-0.512	-1.292	1.382	1.048	-1.202	-0.434	0.604	0.729	-0.856	-0.299	-0.398	-0.980	-1.314	-1.260	-0.788	-0.737	-0.441	-0.728	-1.666	-1.535	-1.720	-1.374	-0.643	-1.485	-0.772	-0.728	1.379	1.532	-0.320	0.362	0.327	-0.099	-0.737	-0.732	-2.002	-0.975
SyringaeB728a	Psyr_0115	Psyr_0115		membrane protein, putative	0.804	1.047	0.867	0.629	1.411	0.525	1.515	-0.015	0.415	1.334	0.274	0.078	-0.993	-0.877	2.293	1.501	0.870	-0.089	-0.569	0.207	0.574	0.144	-1.226	0.552	-0.049	0.197	0.261	-1.364	-0.179	0.047	-1.083	-1.011	-0.726	-0.192	-0.802	-1.015	-0.522	-0.843	0.745	0.848	-0.061	0.299	-0.594	-0.292	-0.189	-0.725
SyringaeB728a	Psyr_0116	Psyr_0116		Lysine exporter protein (LYSE/YGGA)	0.061	-0.024	1.582	-0.189	0.222	0.985	1.065	0.017	-0.572	0.649	0.744	0.473	-1.034	-0.318	1.459	1.175	-0.352	-0.768	-0.977	-0.144	-0.109	-0.422	0.502	0.683	0.141	-1.005	-1.191	-0.379	0.269	-0.918	-0.471	-0.752	0.100	-0.494	-0.112	0.043	-0.160	-0.376	-0.415	-0.023	-0.957	-0.645	-0.114	-0.844	-0.819	0.024
SyringaeB728a	Psyr_0117	Psyr_0117		Aminotransferase, class I and II	0.187	0.629	0.722	0.281	1.176	1.171	0.012	0.969	0.033	-0.260	0.159	0.143	0.851	1.161	-1.238	-0.616	0.221	-0.152	-0.726	0.498	-1.695	-0.445	0.088	1.524	1.809	0.037	0.509	0.154	-0.318	0.623	0.128	0.786	-0.076	-0.128	-1.313	-0.054	0.036	-0.091	-1.367	-1.309	0.492	0.265	-0.836	-0.318	-0.257	0.605
SyringaeB728a	Psyr_0118	Psyr_0118		hypothetical protein	-0.778	0.481	0.464	0.343	1.167	0.576	-0.793	-0.347	0.283	0.625	0.774	-1.891	-0.408	-0.145	-0.528	-1.024	-0.168	0.166	0.232	-0.986	-4.033	-1.565	-0.919	0.478	-0.459	-0.462	-0.411	-0.277	0.308	-0.235	0.032	0.229	-0.725	-0.499	-0.389	0.416	0.011	0.554	-0.280	0.137	-0.224	-0.369	0.483	0.072	-0.835	-0.938
SyringaeB728a	Psyr_0119	Psyr_0119		CDS	-1.686	-0.133	-0.004	-1.205	0.042	-1.431	0.496	-0.006	-0.829	-0.195	-1.223	-0.383	-0.732	0.110	-2.566	-0.357	-0.193	-0.849	-1.013	1.239	0.120	-1.272	-0.463	0.471	0.869	-0.802	-1.788	-1.614	0.091	-0.093	-1.588	-0.738	-1.996	-1.305	0.836	0.902	-1.140	0.342	-0.498	-0.868	-1.081	0.169	-0.139	-2.181	1.651	1.467
SyringaeB728a	Psyr_0120	Psyr_0120		Short-chain dehydrogenase/reductase SDR	0.326	0.508	2.613	-0.419	1.611	-0.132	1.415	0.256	0.626	-0.956	-0.612	0.421	0.223	0.633	2.162	1.694	-0.229	0.222	0.108	-0.116	-0.576	0.891	-0.264	-0.150	0.302	-1.396	-0.730	-1.299	-1.054	-1.916	-0.827	-2.136	-2.037	-1.928	-0.308	0.629	-0.883	-0.464	-0.536	-0.243	-2.360	-1.420	-1.514	-1.787	0.778	0.328
SyringaeB728a	Psyr_0121	Psyr_0121		transcriptional regulator, TetR family	0.136	-0.759	0.895	0.571	1.082	1.186	0.447	-0.184	0.065	0.096	-0.230	-0.172	0.930	0.878	-0.593	1.122	1.767	0.660	0.202	1.121	0.044	1.210	-0.067	0.103	0.504	0.424	-0.667	-0.847	-0.708	-0.732	-0.811	-0.971	0.366	-0.659	-0.306	-0.384	-0.729	-0.920	-0.102	0.000	0.374	-0.093	-1.557	-1.179	-0.232	-0.838
