orgId	locusId	sysName	geneName	desc	set11TCH513 Stem-Norland	set11TCH514 Stem-Norland	set11TCH515 Stem-Norland	set11TCH516 Stem-Norland	set11TCH518 Stem-Norland	set11TCH527 Stem-Atlantic	set11TCH529 Stem-Atlantic	set11TCH530 Stem-Atlantic	set11TCH531 Stem-Atlantic	set11TCH534 Stem-Atlantic	set15TCH690 M9+sucrose	set15TCH691 M9+sucrose	set15TCH692 M9+sucrose	set15TCH693 M9+starch	set15TCH694 M9+starch	set15TCH695 M9+starch	set15TCH696 M9+polygalacturonate	set15TCH697 M9+polygalacturonate	set15TCH698 M9+polygalacturonate	set9TCH417 LB	set9TCH418 LB	set9TCH419 LB	set9TCH420 LB	setATCH110 LB	setATCH111 LB	setATCH112 LB	setATCH128 M9+glycerol	setATCH129 M9+glycerol	setATCH130 M9+glycerol	setATCH145 PDB	setATCH146 PDB	setATCH147 PDB	setATCH148 Atlantic	setATCH149 Atlantic	setATCH150 Atlantic	setATCH151 Atlantic	setATCH152 Atlantic	setATCH153 Atlantic	setATCH154 Norland	setATCH155 Norland	setATCH156 Norland	setATCH157 Norland	setATCH158 Norland	setATCH159 Norland	setATCH160 Upstate	setATCH161 Upstate	setATCH162 Upstate	setATCH163 Upstate	setATCH164 Upstate	setATCH165 Upstate	setATCH191 LB	setATCH192 LB	setATCH194 PDB	setATCH195 PDB	setATCH196 PDB	setATCH197 M9+glycerol	setATCH198 M9+glycerol	setATCH199 M9+glycerol
Dda3937	DDA3937_RS09760	DDA3937_RS09760		sensor histidine kinase	1.608	-0.655	0.063	1.274	-0.810	0.102	-0.499	-0.200	0.395	0.010	-1.961	0.007	0.194	-1.245	-1.288	-0.807	-0.806	-0.549	-0.581	-0.778	-0.403	0.060	-0.965	1.062	0.736	0.726	0.735	1.565	-0.128	-0.690	0.215	-0.788	-1.730	-1.814	0.530	0.376	-0.540	0.011	-0.972	0.426	0.065	-1.374	0.562	-1.442	-4.441	-1.553	-0.417	-2.409	-0.262	-0.765	0.446	-0.339	-0.559	-0.618	-1.533	-1.397	0.269	-1.075
Dda3937	DDA3937_RS09765	DDA3937_RS09765		2-hydroxycarboxylate transporter family protein	-0.681	0.817	0.236	0.282	-1.677	0.313	-0.005	-1.852	-0.418	0.545	-0.976	0.471	-0.361	-0.483	-1.072	-0.137	-2.003	-0.711	-0.542	-1.389	-0.533	-0.278	-0.258	-0.246	0.494	-0.674	-0.314	-1.005	0.287	0.321	0.444	-1.177	-1.757	-2.507	-2.167	0.105	-1.241	-1.726	0.004	-2.506	-2.492	-2.166	-1.385	-2.545	-2.986	-2.450	0.388	-3.117	-0.501	-0.631	-0.925	-0.025	-1.750	0.454	-1.798	-1.192	1.114	0.138
Dda3937	DDA3937_RS09770	DDA3937_RS09770		fumarylacetoacetate hydrolase family protein	0.250	0.934	-0.107	1.121	-0.550	-1.129	-1.576	0.571	-0.893	-0.557	-0.252	-0.032	-0.523	0.077	-0.248	-0.524	0.456	-2.018	0.470	1.038	-1.226	-0.492	0.800	-0.792	-0.075	-1.172	-0.046	-0.826	-2.385	-1.212	-1.484	0.570	-0.352	0.266	-0.324	-1.796	-1.193	-0.984	-0.350	-0.563	-0.393	-1.143	-0.699	-1.136	-1.672	-0.997	0.324	-0.463	-1.383	-0.330	1.775	0.182	-0.266	2.907	-1.287	0.357	0.229	0.672
Dda3937	DDA3937_RS09775	DDA3937_RS09775		[citrate (pro-3S)-lyase] ligase	-1.036	-0.389	-0.469	-0.034	0.348	-0.877	-1.283	-0.047	0.747	0.266	0.535	-0.160	0.504	0.385	-0.165	-0.199	-0.948	2.106	0.020	1.884	0.664	1.482	0.375	-1.211	-0.152	0.755	-0.141	-0.602	-0.485	0.257	0.001	1.537	0.428	-1.059	-0.425	-0.084	-1.329	0.592	-0.177	0.038	-0.432	0.199	-0.864	0.463	0.727	-0.299	-0.736	-0.481	-0.492	-0.118	-0.635	0.462	0.646	-0.950	-1.137	-0.031	0.806	0.328
Dda3937	DDA3937_RS09785	DDA3937_RS09785		citrate (pro-3S)-lyase subunit beta	-1.535	2.802	0.435	1.642	-1.143	-1.777	0.226	0.857	-1.033	2.019	-0.279	0.838	-0.330	-1.810	0.458	0.622	0.108	-0.375	0.352	-0.027	1.351	1.108	0.256	1.919	1.608	-0.343	0.994	0.352	0.326	-0.965	-1.443	-1.028	0.612	-2.054	1.023	-0.149	-1.189	-1.353	-1.293	-1.483	-1.611	-1.626	0.824	-2.632	0.653	0.357	1.349	-0.200	-0.112	-2.004	-0.491	0.519	1.120	0.173	0.705	-0.875	0.540	-1.381
Dda3937	DDA3937_RS09795	DDA3937_RS09795		citrate lyase holo-[acyl-carrier protein] synthase	-0.025	1.734	1.970	-0.516	-0.510	0.795	2.481	0.209	0.854	-0.359	1.720	-0.492	-0.145	-1.433	0.595	0.174	-0.479	-0.192	-2.347	-0.195	0.620	0.552	-0.514	-0.383	0.083	-1.404	-0.862	-0.299	-0.929	-0.829	1.724	0.479	1.054	0.440	-0.060	0.091	-1.237	0.449	-0.238	0.583	-0.063	-0.303	0.024	-2.160	-1.062	0.263	-1.704	0.276	-2.519	-0.398	0.766	0.902	0.744	0.616	0.642	0.629	-0.370	1.118
Dda3937	DDA3937_RS09800	DDA3937_RS09800		triphosphoribosyl-dephospho-CoA synthase CitG	-0.529	-0.811	0.088	1.080	-0.036	1.603	-0.168	0.766	0.486	1.754	-0.205	0.038	-0.007	1.261	-0.231	0.435	1.033	0.507	1.217	2.135	0.343	1.487	1.548	1.327	1.176	1.301	0.081	-0.473	-0.340	-0.787	1.987	0.152	-1.960	0.966	0.612	-0.852	0.429	-0.204	0.162	-0.031	1.260	-0.278	-0.120	0.722	0.918	-0.061	1.044	1.831	0.515	0.882	-0.560	0.607	-1.241	-0.385	-1.425	0.020	-0.518	0.803
Dda3937	DDA3937_RS09805	DDA3937_RS09805		flagellar brake protein	2.419	2.215	0.441	1.949	0.624	2.564	1.780	2.554	3.786	1.187	0.443	0.013	-0.296	-3.711	-4.238	-2.450	0.688	-0.005	0.037	-2.164	-1.808	-2.652	-2.159	1.949	1.365	2.375	-2.105	-2.831	-2.860	-0.335	1.476	0.377	-2.184	1.216	0.215	1.499	-0.380	0.492	0.108	-0.761	-1.881	-2.255	0.187	0.145	-1.246	-0.033	0.202	0.707	0.345	-0.361	-0.113	0.701	1.749	-0.061	-1.621	2.941	-1.666	-0.444
Dda3937	DDA3937_RS09815	DDA3937_RS09815		APC family permease	-1.438	-0.038	0.435	-0.743	1.400	-1.418	0.107	1.677	1.761	0.132	0.083	-0.364	0.141	0.028	0.531	0.825	-0.071	0.371	0.307	0.004	0.159	-0.483	0.647	0.080	-0.181	0.052	-0.277	-0.476	-0.524	-1.107	-2.447	-2.118	-0.882	0.796	0.944	-2.321	1.868	0.476	0.499	1.036	0.591	1.856	1.353	-0.992	2.085	1.319	1.110	-0.112	1.094	1.554	-0.801	-0.389	-5.256	-2.520	-1.277	-0.756	0.373	-0.034
Dda3937	DDA3937_RS09820	DDA3937_RS09820		exodeoxyribonuclease I	-0.903	-0.342	0.349	0.131	-1.013	-0.617	-0.612	0.311	0.069	0.142	-1.611	-2.535	-0.042	-0.800	-2.648	-1.024	-1.529	-0.480	-1.440	-1.998	-2.500	-1.522	-1.401	-1.211	-1.070	0.186	-0.848	0.032	-1.066	-0.332	-0.299	-0.096	0.044	0.526	-2.344	0.090	-2.254	-0.334	-2.150	-1.110	-1.319	-1.017	-0.626	-2.252	-0.569	-0.585	-0.819	-1.002	-1.713	-0.626	-1.059	-1.013	0.274	-1.909	-2.080	-1.012	0.347	0.707
Dda3937	DDA3937_RS09825	DDA3937_RS09825		DUF496 family protein	-0.435	0.133	-0.943	-1.116	-1.131	-0.089	0.692	0.534	-0.608	-0.450	-7.346	-4.979	-4.301	0.090	-0.821	0.444	0.501	0.341	1.161	0.585	-0.465	-0.487	-1.812	-1.188	0.850	0.552	0.457	1.609	1.594	-5.151	-1.155	-3.683	0.502	1.160	1.713	0.629	-0.880	0.241	0.226	-0.923	0.656	-0.619	1.155	-0.279	-0.044	-0.078	0.386	-1.329	-0.337	-0.061	-0.604	-1.593	-2.666	-3.205	-4.071	-0.538	-0.073	-0.642
Dda3937	DDA3937_RS09830	DDA3937_RS09830		hypothetical protein	-0.105	0.464	1.334	1.306	0.460	1.618	-0.983	0.102	0.154	0.557	1.018	0.500	0.469	1.701	1.768	1.498	1.752	0.804	1.018	-0.219	-1.016	-2.030	0.323	0.790	0.879	-0.393	-0.645	-0.240	0.665	-2.280	0.549	0.460	1.132	1.375	0.770	1.237	-0.188	1.511	0.316	1.164	0.193	-0.008	1.072	0.747	1.159	0.675	0.123	-0.340	0.834	1.121	-0.066	-0.179	0.138	0.366	-1.346	0.082	-0.842	1.397
Dda3937	DDA3937_RS09835	DDA3937_RS09835		ComEC family protein	-0.303	0.177	1.131	-0.326	-0.052	1.064	0.784	0.821	-0.389	1.457	-0.010	0.362	-0.456	-0.201	1.353	1.087	-0.173	0.640	0.917	-0.144	-0.047	0.456	-0.462	0.146	0.840	-0.561	0.236	-0.591	-0.125	-0.300	-0.321	1.552	0.874	-0.023	0.275	0.775	0.728	0.880	1.448	1.202	-0.716	1.233	1.715	0.947	0.821	0.860	2.306	0.214	1.191	1.038	-0.650	0.729	-1.270	-2.349	0.447	-0.021	-0.969	-1.719
Dda3937	DDA3937_RS09860	DDA3937_RS09860		right-handed parallel beta-helix repeat-containing protein	-0.733	1.371	1.460	0.002	-0.934	0.584	-0.276	-0.271	-0.530	-0.372	-0.779	0.334	0.056	-0.806	0.713	1.022	0.921	-0.232	-0.651	1.626	-0.471	0.058	0.961	0.570	-1.046	-0.385	-0.413	0.437	0.475	-0.118	0.014	-1.483	0.702	1.787	0.948	-0.729	2.682	-0.070	1.424	-0.936	0.788	0.705	1.320	0.620	-0.024	1.840	1.514	0.529	1.278	0.296	-0.082	-1.095	-0.495	1.146	2.890	-0.625	-0.319	-1.224
Dda3937	DDA3937_RS09865	DDA3937_RS09865		YcbJ family phosphotransferase	0.267	1.434	0.115	2.427	0.234	-0.198	1.979	-0.171	-0.594	1.739	0.719	-0.570	-0.252	-0.243	0.378	0.167	-0.803	-0.917	-0.444	-0.782	0.122	0.559	-0.158	-0.129	-0.121	0.329	0.437	0.291	0.416	2.088	0.344	0.322	1.094	-0.902	0.902	-1.232	-1.025	0.200	-0.287	-1.290	-0.210	1.843	0.937	0.620	-1.862	-0.298	-1.586	0.413	-0.754	1.505	0.078	1.154	-0.868	1.798	0.257	1.766	0.100	0.552
Dda3937	DDA3937_RS09870	DDA3937_RS09870		envelope biogenesis factor ElyC	0.659	0.079	1.342	1.612	0.781	0.290	-0.277	-1.146	0.592	-1.145	0.264	0.526	1.882	0.605	1.256	0.921	1.405	1.350	1.511	1.098	-1.407	0.024	0.365	-0.612	-0.897	-0.272	-0.035	0.795	0.899	0.574	-0.304	-1.489	-0.910	-0.026	-0.197	0.842	0.673	0.346	-0.857	-1.049	0.645	1.350	1.337	0.763	1.864	0.704	0.201	0.704	0.096	0.625	0.011	0.103	-0.615	2.734	1.808	2.128	-0.060	0.675
Dda3937	DDA3937_RS09875	DDA3937_RS09875		tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM	0.101	0.551	1.207	-0.199	-0.094	0.079	0.207	1.250	0.533	1.994	2.336	1.171	2.409	1.132	0.670	0.422	0.660	-1.107	1.294	1.950	1.988	1.979	1.169	1.437	-0.023	0.147	2.458	1.056	1.971	1.770	1.558	0.327	-0.332	1.911	1.470	1.014	0.492	0.495	-0.071	1.188	1.228	1.557	-0.690	0.028	-0.142	0.217	1.755	-0.276	0.654	1.745	0.127	0.861	1.104	0.673	0.397	0.745	0.444	1.429
Dda3937	DDA3937_RS09895	DDA3937_RS09895		hypothetical protein	0.432	0.087	-0.461	0.763	-1.315	0.138	1.641	0.175	1.771	1.154	0.502	0.866	-0.402	-0.107	-0.105	-0.133	-0.360	-0.344	-0.558	-0.713	-0.593	-0.611	-0.590	0.165	-0.052	-0.533	0.258	-0.240	-0.236	0.032	1.508	-0.009	-2.131	-1.264	-0.214	0.392	-0.387	1.847	0.360	1.037	0.078	-1.389	0.225	0.424	0.616	0.206	-0.426	1.277	-0.600	0.358	0.394	-0.477	0.703	1.021	0.351	1.502	1.378	0.149
Dda3937	DDA3937_RS09900	DDA3937_RS09900		FAD-dependent oxidoreductase	-0.733	0.727	-0.617	-1.088	1.042	0.048	-0.470	-0.116	-0.217	-0.236	0.712	0.668	0.810	0.731	0.263	0.838	0.454	0.929	0.307	0.361	-0.494	-0.121	-0.262	-0.785	0.303	-0.163	-0.911	-1.368	-0.678	-0.009	-0.239	0.151	0.599	0.644	0.487	1.044	0.373	0.593	0.974	1.025	1.019	0.012	-0.210	0.633	-1.123	0.399	0.752	0.789	0.855	2.114	-0.767	0.209	-0.372	0.990	-0.397	-0.125	-0.609	-1.677
Dda3937	DDA3937_RS09905	DDA3937_RS09905		cyanophycin synthetase	-0.184	-0.138	0.274	0.703	-1.173	-0.363	0.169	-0.856	-0.629	0.166	-0.376	-2.303	-0.830	-0.556	-0.174	-0.542	1.208	0.055	-1.605	1.872	0.192	0.777	0.248	0.121	0.331	1.518	-0.084	-0.038	-0.573	-1.294	-0.245	0.653	1.786	0.084	2.580	0.430	0.172	0.804	-0.674	2.278	1.475	-0.010	1.327	-0.310	0.037	-0.773	0.614	-0.253	0.596	-0.452	-0.001	-1.818	-1.685	-0.685	1.226	0.622	2.006	0.269
Dda3937	DDA3937_RS09910	DDA3937_RS09910		multicopper oxidase CueO	-0.276	0.012	1.705	0.427	-0.364	1.222	0.268	1.607	1.475	2.077	-0.167	0.968	0.230	0.188	-0.275	0.350	0.100	1.519	0.619	-0.492	-0.915	-0.044	0.518	1.813	0.722	0.511	0.082	0.582	0.661	0.473	-1.003	0.524	0.650	0.349	0.488	1.656	0.813	-1.312	0.347	-0.758	1.221	0.998	-1.131	0.826	-0.351	2.828	-2.087	1.146	0.125	-0.036	0.704	0.602	-0.158	1.719	-0.168	0.104	-0.752	0.440
Dda3937	DDA3937_RS09915	DDA3937_RS09915		winged helix-turn-helix transcriptional regulator	1.187	-0.094	0.238	0.366	0.603	0.737	2.274	1.724	0.106	-0.411	0.631	-0.909	-1.523	-0.668	0.107	-0.153	0.599	0.123	1.111	-0.677	-1.144	-2.431	-0.729	0.368	0.272	0.014	1.100	-0.341	1.489	-0.458	-1.239	-1.131	0.659	0.116	0.750	0.735	2.166	-0.628	-0.315	0.458	0.372	2.163	1.886	-0.858	3.310	0.825	0.651	0.516	1.078	1.489	-1.028	0.455	0.981	0.690	-0.792	0.018	1.070	1.257
Dda3937	DDA3937_RS09920	DDA3937_RS09920		NADH:flavin oxidoreductase	1.426	-1.037	0.255	-0.283	0.032	0.025	-0.866	0.575	1.720	0.224	0.039	-0.986	-1.751	-2.069	-0.504	-0.806	-0.082	-1.066	-1.156	0.050	-0.390	0.483	-0.154	-0.995	-0.801	-1.704	0.461	1.051	-0.577	-0.028	-0.873	2.923	0.021	2.276	0.934	2.653	1.909	1.252	0.691	0.831	0.691	1.309	-0.850	1.174	0.528	1.770	0.704	1.000	0.043	-0.120	0.909	0.675	-0.077	0.328	-1.065	1.504	0.493	0.968
Dda3937	DDA3937_RS09925	DDA3937_RS09925		NUDIX domain-containing protein	-0.061	-1.009	-0.814	1.415	-1.096	-1.743	-1.258	-0.032	0.066	1.311	-0.168	0.221	0.394	-0.021	-1.289	0.213	-0.182	1.757	-0.840	-0.164	-0.594	-0.355	0.429	-0.246	0.485	1.009	-1.354	0.388	0.071	-1.457	1.989	-2.558	-2.426	-1.802	0.451	-0.832	0.217	-0.032	-0.070	-2.101	-0.319	0.766	-0.514	0.540	-0.655	0.110	-0.940	0.689	-0.360	-0.623	0.801	0.472	-0.535	-0.751	0.547	0.939	0.883	-1.041
Dda3937	DDA3937_RS09930	DDA3937_RS09930		ribonuclease T2	-1.279	0.990	-0.142	2.459	-0.157	-0.082	-0.093	-0.066	-0.586	-0.916	0.183	1.421	0.986	0.343	-0.207	-0.022	0.450	-1.102	0.677	1.662	1.626	2.268	2.221	1.194	-1.865	0.145	1.004	0.169	-0.297	0.654	0.618	3.326	0.851	0.120	1.696	0.600	1.366	1.275	0.365	0.105	0.885	0.239	1.731	0.198	-1.490	-0.244	2.890	1.382	0.173	-0.183	0.278	0.030	1.759	0.077	1.978	3.813	3.212	2.318
Dda3937	DDA3937_RS09935	DDA3937_RS09935		NUDIX domain-containing protein	0.876	-0.751	0.198	1.133	0.760	0.218	1.845	-0.481	0.222	-1.040	0.273	-0.601	0.223	-1.380	-0.907	1.611	1.720	-1.482	-0.216	-0.149	-1.360	-1.358	-0.190	1.194	1.332	1.331	1.593	0.578	-0.981	-2.765	-0.622	-0.237	-0.663	-0.474	0.470	0.723	0.585	1.412	1.376	1.028	1.558	-1.086	-1.836	1.766	2.484	1.495	-0.010	0.118	1.066	2.021	1.446	1.620	0.809	-0.345	0.731	0.272	-1.019	1.807
Dda3937	DDA3937_RS09940	DDA3937_RS09940		DeoR/GlpR transcriptional regulator	1.358	-1.186	0.334	0.491	-2.293	-3.291	1.785	1.466	2.053	0.462	-1.613	-1.861	-0.165	-0.658	-1.061	0.830	-0.718	-1.049	-1.372	0.201	-0.489	0.472	0.239	-1.291	-0.021	-0.835	-1.653	-1.356	-0.671	-1.786	-1.957	-2.095	0.594	-1.480	-0.150	0.021	0.580	0.510	-0.030	0.283	-0.620	-1.226	0.347	0.367	-0.286	-0.259	-1.849	0.792	0.021	0.501	0.844	-0.676	-3.091	-0.374	-3.140	2.005	0.432	-0.598
Dda3937	DDA3937_RS09945	DDA3937_RS09945		LysR family transcriptional regulator	-0.512	-0.310	0.781	-0.635	1.606	0.419	1.686	0.213	-0.200	-0.681	0.453	-0.060	-0.878	-1.004	-1.530	-0.783	-1.379	-0.732	0.389	0.023	-0.095	-0.712	-1.805	1.304	0.439	0.688	0.309	0.789	-0.207	-1.733	-1.854	-1.042	-0.275	-1.333	-0.476	-1.276	-1.177	0.937	-1.027	-0.493	-0.557	-1.545	-2.190	-1.453	0.170	-3.357	-0.212	-0.942	-1.400	1.015	-0.010	0.404	-0.496	1.583	2.093	0.026	-0.091	-0.493
Dda3937	DDA3937_RS09950	DDA3937_RS09950		carbon-nitrogen hydrolase family protein	0.707	-0.978	0.154	0.512	0.519	0.111	-0.635	0.825	-1.401	0.835	0.958	-0.396	-0.256	-0.495	0.369	0.562	0.072	0.037	0.469	-0.340	-0.502	0.173	0.198	1.586	1.206	0.550	2.312	2.366	2.378	2.696	-2.334	-0.222	0.034	-0.142	-1.359	-0.941	0.120	-0.892	0.087	0.778	-0.686	-1.074	-0.578	-2.000	-0.046	0.118	0.449	0.307	-1.548	-1.989	1.584	0.890	-0.429	0.344	1.723	1.486	4.216	2.130
Dda3937	DDA3937_RS09955	DDA3937_RS09955		hypothetical protein	-0.329	0.969	0.900	0.847	0.201	-1.085	1.422	0.756	1.099	0.502	-0.152	0.896	0.064	-1.178	-0.342	-0.380	-0.674	-0.188	-0.506	0.024	0.280	-0.144	0.029	-0.680	-0.457	0.461	0.325	-0.674	-0.925	-0.522	-1.478	-0.334	0.764	0.387	-0.201	0.565	-0.675	0.501	0.011	-0.548	1.566	1.022	3.110	-0.025	1.712	0.976	1.993	1.628	0.579	-0.207	-0.355	0.356	-0.465	-0.018	-0.455	-0.239	0.916	0.045
Dda3937	DDA3937_RS09960	DDA3937_RS09960		hypothetical protein	-1.673	0.807	0.096	-0.506	0.006	0.948	-1.654	-0.854	-0.742	0.598	-1.623	0.281	-0.697	-0.813	0.079	-0.363	-0.490	0.201	0.340	-0.134	0.292	-0.340	0.730	-1.388	-1.117	-1.996	-0.859	0.349	-0.116	-0.228	-1.255	-0.895	1.567	0.482	0.320	0.217	0.722	0.568	-1.939	0.824	1.267	0.372	2.248	1.126	-0.802	1.350	0.982	-1.883	1.796	0.885	-2.325	-2.006	-0.737	-0.944	-0.604	-0.427	0.754	0.347
Dda3937	DDA3937_RS09970	DDA3937_RS09970		phosphatase	1.015	0.547	0.744	-0.258	-0.544	0.077	0.703	-0.437	-1.399	-1.258	1.067	0.084	-0.170	0.511	0.873	1.002	0.754	0.738	0.713	1.925	0.129	1.458	0.502	0.010	0.667	0.077	1.576	0.240	0.963	-0.537	-0.006	0.092	1.411	1.054	1.810	0.914	-0.917	-0.925	0.988	1.028	0.596	1.871	1.324	-0.509	-0.374	1.144	0.883	0.474	0.888	1.053	0.905	-0.592	0.666	0.289	0.631	0.983	1.087	1.135
Dda3937	DDA3937_RS09975	DDA3937_RS09975		molecular chaperone	-1.821	-0.753	1.417	-0.227	-0.524	0.230	1.121	-0.037	-0.790	-1.547	0.129	-0.248	1.583	1.757	0.995	-0.486	1.969	1.688	1.274	0.366	1.140	1.069	0.416	0.081	1.626	0.153	-0.736	0.451	-0.309	1.077	0.650	-2.068	-0.345	0.517	1.003	0.626	0.166	0.849	-1.082	-0.276	0.869	0.347	1.813	0.908	-0.134	0.133	-0.485	-0.825	-0.689	-0.883	-3.121	0.580	0.330	-0.960	-0.780	-0.114	-0.681	-0.809
Dda3937	DDA3937_RS09980	DDA3937_RS09980		lipoprotein	-2.135	0.236	-0.883	-2.097	-0.643	0.672	-1.526	0.601	0.568	0.493	-0.818	-0.630	0.409	-1.915	-3.450	-0.866	-0.841	-0.720	-2.082	1.305	-1.438	-0.478	-0.778	-1.096	-0.132	-0.587	-1.537	0.473	0.170	-0.337	-1.435	-2.934	0.214	-0.069	-0.418	-1.272	0.125	0.800	-1.206	0.254	0.331	0.014	1.916	0.288	0.700	-0.623	-2.180	0.796	-0.644	1.592	0.325	0.052	0.618	1.193	-0.865	1.034	-1.497	0.049
Dda3937	DDA3937_RS09985	DDA3937_RS09985		glutaredoxin 2	-1.531	0.779	-0.591	-2.206	-0.323	-0.499	0.714	0.920	-0.197	-0.089	-1.496	0.112	-0.901	-2.227	-1.955	-1.199	-0.295	-1.538	-0.609	-0.449	-0.367	0.096	-0.443	0.950	-0.091	0.145	-0.278	0.130	1.315	0.124	0.071	-1.080	-0.380	-0.654	0.905	-1.387	0.239	-0.544	0.196	-0.189	0.889	1.498	1.246	1.222	-0.372	-0.355	0.096	0.639	0.797	0.666	1.017	0.246	-2.792	0.109	-1.120	1.321	0.482	2.027
Dda3937	DDA3937_RS09990	DDA3937_RS09990		multidrug efflux MFS transporter MdtH	0.715	-1.094	-1.925	-0.090	-1.272	-1.489	2.285	0.073	0.417	1.232	-1.024	-1.225	0.013	-0.218	-0.796	-0.195	-0.125	-1.775	0.679	-0.543	-0.320	0.794	0.766	-0.593	0.338	-1.697	0.351	1.523	0.004	-0.136	-1.602	-0.798	0.782	0.499	-2.655	-0.102	-0.407	-0.560	-0.963	-0.920	-0.126	-1.248	-0.539	-0.145	0.962	-0.426	-1.973	-0.919	-1.612	-0.985	0.422	1.625	0.485	-1.062	-1.236	0.362	-0.296	-1.769
Dda3937	DDA3937_RS09995	DDA3937_RS09995		ribosomal protein S5-alanine N-acetyltransferase	1.180	-2.147	-0.867	-0.105	-0.442	-1.522	-0.983	-0.490	1.078	0.801	0.124	1.023	0.533	0.613	1.661	1.406	-8.874	-6.992	-9.662	1.784	1.662	1.528	2.350	1.571	1.311	0.919	-0.005	2.160	1.611	7.519	7.168	6.803	1.577	0.827	1.054	1.831	0.138	2.154	1.378	0.705	0.872	-0.614	1.654	1.812	-1.257	0.012	1.520	1.300	-0.748	0.199	0.566	1.774	5.903	7.710	9.168	0.036	1.460	-0.686
Dda3937	DDA3937_RS10000	DDA3937_RS10000		YceH family protein	-0.091	-1.340	1.550	1.139	0.650	0.535	0.725	-0.454	0.489	-1.486	0.444	-0.359	0.389	-0.446	0.099	0.818	0.518	1.187	0.218	-1.154	-0.235	-1.901	-1.126	0.735	0.655	-0.182	-0.922	1.123	-0.684	-0.560	-2.077	1.247	-1.744	-0.251	1.327	-0.937	0.244	-0.217	-1.155	-0.053	-0.261	0.982	0.657	2.675	0.256	-1.069	1.614	-0.643	-0.112	0.891	0.101	-0.462	-1.511	0.305	-1.323	0.587	1.540	-0.049
Dda3937	DDA3937_RS10005	DDA3937_RS10005		Gfo/Idh/MocA family oxidoreductase	3.266	1.309	1.002	1.177	0.645	-1.061	0.161	-0.188	0.883	0.893	0.604	1.547	1.532	0.880	1.308	-0.355	1.496	2.167	1.471	0.875	0.574	1.578	1.377	0.634	0.797	-0.143	1.896	-0.015	0.003	0.762	0.689	0.775	-1.493	-0.789	0.425	1.058	1.116	-1.736	0.797	-0.213	0.951	-1.157	-0.098	1.275	-0.198	-1.178	0.294	-0.706	-1.171	1.237	-0.142	1.358	1.246	-0.017	0.123	0.279	0.940	0.256
Dda3937	DDA3937_RS10020	DDA3937_RS10020		VOC family protein	1.140	0.949	-0.210	0.443	0.375	0.400	-1.964	-0.508	-0.917	-0.590	-0.222	-0.676	-0.648	-1.426	-0.492	-1.471	-0.715	-1.704	0.517	-0.781	0.705	0.624	-0.276	0.213	-0.662	-0.588	-0.947	-1.546	-0.319	-0.096	-0.871	1.455	0.656	1.287	-0.504	-0.617	0.495	-0.066	1.297	0.880	0.618	-0.415	0.225	2.279	-0.517	0.889	0.179	1.627	0.009	1.118	-1.104	-0.703	-0.022	0.838	-1.120	0.992	0.412	0.140
Dda3937	DDA3937_RS10025	DDA3937_RS10025		copper homeostasis protein CutC	1.686	2.393	2.401	-0.089	-1.289	-0.099	1.225	0.364	1.854	0.482	0.182	0.568	0.417	1.660	0.483	1.605	0.545	1.451	0.917	-0.478	1.084	0.475	1.259	-0.042	0.457	-2.043	-0.378	-0.989	-0.488	0.845	-0.513	0.145	0.322	0.305	-0.377	-0.040	0.578	-0.813	0.688	0.301	1.891	-1.008	1.223	0.576	0.699	-1.035	1.795	1.878	-0.737	-0.709	1.469	1.408	2.707	3.258	1.968	-0.191	0.200	0.225
Dda3937	DDA3937_RS10030	DDA3937_RS10030		hypothetical protein	0.460	-1.271	-0.589	1.439	0.209	-0.075	0.157	-1.461	-0.933	-0.181	0.265	0.147	0.521	0.377	0.374	-0.576	-0.557	0.072	-1.047	-1.340	-0.072	-1.358	-0.460	2.072	0.510	1.339	-0.782	-1.986	1.863	-1.589	0.801	0.290	0.810	1.009	-0.340	2.183	-1.648	2.032	0.731	-2.245	1.296	-0.015	1.636	-0.451	-0.550	0.641	-0.552	1.095	1.859	0.350	-0.230	-0.477	2.504	-1.037	1.229	-0.398	0.096	-0.173
Dda3937	DDA3937_RS10035	DDA3937_RS10035		tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB	-1.167	-2.811	-2.005	-1.660	-0.851	-1.054	-2.542	-0.844	-1.163	0.556	1.259	0.267	1.236	1.219	1.942	3.174	0.877	1.706	1.344	-0.576	-0.833	-1.668	-0.418	0.561	0.156	-0.028	2.591	2.105	2.223	1.671	0.599	3.490	-2.174	-0.487	-0.002	0.255	-2.629	-1.781	-2.173	-1.913	-2.454	-2.303	-0.721	-2.243	-2.278	-0.416	-2.128	0.349	-1.104	-1.354	-0.890	-0.551	1.658	1.844	2.785	0.519	-1.840	0.972
Dda3937	DDA3937_RS10040	DDA3937_RS10040		carboxy-S-adenosyl-L-methionine synthase CmoA	-0.773	-0.408	-0.567	-2.011	1.044	0.122	1.952	-0.736	-0.297	1.336	1.157	0.435	0.563	1.081	0.778	2.074	1.777	1.484	0.880	0.585	-0.120	-1.483	-1.115	0.801	0.196	-1.343	0.326	1.505	1.706	2.074	2.962	1.418	-1.487	-0.020	1.196	1.479	-1.093	0.709	-1.284	1.270	0.210	0.167	0.577	-1.759	0.370	0.253	1.080	1.695	-0.149	-0.353	-0.734	-0.231	2.218	3.279	-0.513	0.263	1.502	1.447
