orgId	locusId	sysName	geneName	desc	set10IT030 Disodium Glutarate (C)	set10IT031 Disodium Glutarate (C)	set8IT063 Sebacic (C)	set8IT064 Dodecandioic (C)	set8IT065 Protocatechuic Acid (C)	set9IT064 D-Glucose (C)	set9IT065 acetate (C)	set9IT066 propionate (C)	set9IT067 butyrate (C)	set9IT068 Valeric (C)	set9IT069 Hexanoic (C)	set9IT070 Heptanoic (C)	set9IT071 Octanoic (C)	set9IT073 Lauric (C)	set9IT074 succinate (C)	set9IT075 adipate (C)	set9IT076 Pimelic (C)	set9IT077 Suberic (C)	set9IT078 Azelaic (C)	set9IT079 Sebacic (C)	set9IT080 Dodecandioic (C)	set9IT081 Protocatechuic Acid (C)	set9IT082 D-Glucose (C)	set9IT083 acetate (C)	set9IT084 propionate (C)	set9IT085 butyrate (C)	set9IT086 Valeric (C)	set9IT087 Hexanoic (C)	set9IT088 Heptanoic (C)	set9IT089 Octanoic (C)	set9IT091 Lauric (C)	set9IT092 succinate (C)	set9IT093 adipate (C)	set9IT094 Pimelic (C)
CL21	ABZR87_RS00415	ABZR87_RS00415		YdcF family protein	1.120	0.557	0.822	-0.663	-1.338	1.001	1.166	-0.989	0.199	1.837	1.436	-0.254	-2.255	0.603	0.497	0.309	0.855	0.600	0.335	1.257	2.076	1.184	1.983	2.029	1.502	0.726	0.787	0.344	1.360	-1.167	2.205	0.503	0.176	1.531
CL21	ABZR87_RS00425	ABZR87_RS00425		LLM class flavin-dependent oxidoreductase	1.155	0.506	-0.057	-0.670	-0.510	-0.515	-1.153	0.351	0.337	-1.142	1.239	0.269	-0.103	-0.053	-0.672	-1.442	-0.738	-1.045	-0.820	0.484	-0.926	-0.439	-0.330	-1.868	0.222	-1.318	0.218	-1.014	-0.336	1.072	0.263	-1.248	-0.110	-1.282
CL21	ABZR87_RS00435	ABZR87_RS00435		ATP-dependent Clp protease ATP-binding subunit ClpA	-3.125	-4.131	-3.748	-9.074	-5.049	-10.764	-5.847	-10.212	-10.454	-9.460	-10.340	-7.281	-3.660	-4.644	-10.998	-10.498	-10.054	-10.954	-8.368	-6.836	-7.136	-4.106	-10.689	-3.745	-8.884	-9.975	-11.362	-10.738	-6.747	-5.225	-4.872	-8.153	-10.316	-8.111
CL21	ABZR87_RS00440	ABZR87_RS00440		ATP-dependent Clp protease adapter ClpS	-4.503	-5.196	-4.625	0.252	-0.048	-2.521	-0.994	-4.514	-6.195	-1.744	-2.445	-1.171	-0.855	-1.754	-1.159	-5.417	-2.560	-1.330	-2.132	-0.548	-2.084	0.602	-1.510	-0.864	-4.679	-6.460	-3.454	-2.745	-2.052	2.363	-0.950	-0.339	-6.167	-3.305
CL21	ABZR87_RS00445	ABZR87_RS00445		cold-shock protein	-0.419	-1.149	-0.328	-1.201	-0.309	0.564	-0.607	1.225	0.253	-0.070	1.627	0.607	-1.338	0.395	0.616	-0.073	0.458	1.442	-0.574	2.644	0.530	0.795	1.314	-2.327	-0.089	0.396	-0.546	0.482	-0.901	-0.992	-1.025	0.398	0.250	0.739
CL21	ABZR87_RS00450	ABZR87_RS00450		DUF2501 domain-containing protein	1.862	0.697	1.427	0.985	1.083	1.617	0.551	0.592	1.890	-0.455	0.813	0.544	-0.383	1.019	1.119	2.317	0.097	1.026	-0.341	1.840	1.376	1.627	0.193	0.625	1.444	1.426	1.572	2.238	0.958	-1.007	1.063	0.770	1.620	1.684
CL21	ABZR87_RS00455	ABZR87_RS00455		DUF4126 domain-containing protein	0.920	1.225	-1.188	0.103	2.610	1.145	-0.700	1.025	-1.255	-0.573	0.278	0.883	-0.672	1.074	0.163	-0.076	-0.832	0.116	-0.033	-0.100	3.580	-0.178	-0.190	0.625	0.170	-0.244	1.146	1.260	0.620	2.053	-0.023	0.570	0.817	-0.113
CL21	ABZR87_RS00475	ABZR87_RS00475		metallophosphoesterase	-0.652	0.810	1.607	0.350	-0.471	1.074	1.477	0.444	0.861	0.344	-0.132	0.698	1.583	-0.996	0.802	0.495	0.496	0.675	1.485	1.265	0.878	-0.162	1.252	0.367	1.073	0.379	0.740	-0.213	0.388	0.370	1.449	0.311	0.384	-0.048
CL21	ABZR87_RS00480	ABZR87_RS00480		cytochrome-c peroxidase	-1.951	-0.131	0.295	0.635	1.105	0.080	0.593	1.037	1.448	1.392	0.059	0.248	0.177	1.912	1.364	-0.431	2.486	1.104	2.154	1.388	0.458	1.593	0.902	0.525	-0.046	0.972	1.598	1.078	0.436	1.499	1.642	0.808	1.754	0.977
CL21	ABZR87_RS00485	ABZR87_RS00485		DUF192 domain-containing protein	0.964	0.884	1.446	6.309	0.082	0.084	1.620	0.681	0.789	0.338	6.595	11.594	0.574	0.493	-0.317	2.458	0.612	-0.010	0.809	0.331	5.842	0.872	1.067	1.222	-0.260	2.079	0.810	6.063	11.177	1.021	1.198	0.390	3.181	2.420
CL21	ABZR87_RS00490	ABZR87_RS00490		MBL fold metallo-hydrolase	0.707	-0.867	1.138	-0.078	0.670	0.871	0.998	0.429	-0.182	-0.598	0.110	0.127	0.787	0.845	0.842	-0.325	1.350	0.753	1.371	0.437	1.401	-0.463	1.953	0.446	0.807	0.057	0.377	0.091	1.289	-0.780	0.739	0.807	0.691	-0.396
CL21	ABZR87_RS00495	ABZR87_RS00495		MliC family protein	-0.418	1.371	0.849	0.512	0.535	1.466	0.959	0.697	1.241	-0.502	-0.763	0.055	-1.349	0.249	0.137	0.109	0.580	0.925	-2.384	0.082	0.355	0.307	0.059	-0.620	1.416	1.361	0.560	0.399	0.666	-2.868	1.121	0.433	-0.044	1.314
CL21	ABZR87_RS00500	ABZR87_RS00500		LysR substrate-binding domain-containing protein	3.398	4.943	0.273	-1.376	0.391	0.763	2.160	-0.209	0.421	1.627	0.147	0.888	-0.253	1.686	1.109	3.471	1.540	1.126	0.590	0.119	-0.567	-0.171	-0.213	1.343	0.490	1.168	-0.654	2.148	-0.116	-0.685	1.373	0.854	3.124	2.168
CL21	ABZR87_RS00505	ABZR87_RS00505		LysR family transcriptional regulator	-0.020	0.431	-0.718	-2.562	0.250	-0.401	-1.005	0.727	0.897	0.801	-2.279	-6.527	-8.222	1.575	0.283	0.086	-0.699	-0.087	0.344	0.590	-2.346	-1.406	0.294	0.672	-0.199	-0.916	1.503	-3.395	-10.148	-9.638	0.801	0.580	0.830	-0.341
CL21	ABZR87_RS00510	ABZR87_RS00510		MFS transporter	0.764	0.721	1.659	3.400	0.323	0.996	0.731	0.505	2.055	2.745	3.458	-6.478	-16.855	0.591	1.160	0.345	0.410	1.047	-0.265	0.099	2.544	1.015	0.551	0.429	0.645	1.201	2.457	2.563	-7.638	-16.052	0.336	0.750	-0.271	0.299
CL21	ABZR87_RS00515	ABZR87_RS00515		DoxX family protein	-0.851	-1.373	2.026	1.562	-0.517	0.744	0.967	-0.462	-0.469	-0.877	0.159	0.403	-2.527	-0.102	-1.090	-0.566	0.425	0.634	0.269	0.783	1.258	0.196	-0.691	0.232	-0.131	-1.259	-0.808	-0.343	-0.802	-1.403	-0.347	0.120	-1.127	-0.045
CL21	ABZR87_RS00520	ABZR87_RS00520		LysR family transcriptional regulator	1.326	0.498	-0.129	1.439	1.359	0.590	0.008	0.329	0.405	0.878	0.128	0.283	1.452	2.388	0.633	1.905	0.370	0.179	1.423	0.938	0.949	3.528	1.520	-0.333	-0.320	-0.294	1.615	2.368	0.708	-0.432	0.695	2.691	-1.993	2.057
CL21	ABZR87_RS00525	ABZR87_RS00525		gamma-glutamyltransferase family protein	0.214	-0.117	0.455	0.317	0.742	-0.050	-0.057	1.024	-0.056	-0.883	0.313	-0.071	0.608	0.008	0.915	-0.239	0.450	0.972	0.966	1.374	1.457	0.624	0.223	0.988	-0.052	0.950	0.147	1.173	0.057	0.175	0.130	0.134	1.282	0.106
CL21	ABZR87_RS00530	ABZR87_RS00530		MFS transporter	0.474	0.158	1.178	1.885	0.366	0.199	-0.069	0.769	1.576	0.775	0.550	-0.415	0.740	0.301	0.643	0.569	-0.545	0.217	-0.021	0.143	0.779	-0.393	-0.235	0.385	1.301	-0.322	0.466	0.405	0.807	1.324	-0.554	0.026	0.706	0.795
CL21	ABZR87_RS00535	ABZR87_RS00535		hypothetical protein	0.542	0.958	0.228	1.406	-0.286	1.601	1.538	1.260	0.265	-0.780	0.796	0.698	-0.612	0.075	1.911	1.417	1.373	1.785	0.491	1.462	0.936	2.607	0.129	0.464	1.149	1.325	0.541	1.233	0.443	0.372	0.286	1.992	0.568	0.961
CL21	ABZR87_RS00540	ABZR87_RS00540		4-hydroxy-tetrahydrodipicolinate synthase	0.525	-0.713	1.825	1.985	0.534	-0.892	0.045	-0.589	-0.494	-1.573	-0.837	-0.721	-0.236	-0.879	-0.785	-0.737	-0.289	0.142	0.488	-0.310	0.938	0.014	-0.551	-1.319	-1.694	0.148	-1.257	-1.079	-0.912	-1.684	1.459	-0.196	-0.513	-0.508
CL21	ABZR87_RS00545	ABZR87_RS00545		hypothetical protein	1.137	-0.661	1.966	-1.271	0.092	-0.645	-1.247	-0.497	-0.403	0.000	0.256	0.446	-1.924	-0.330	-0.004	-0.027	0.161	0.146	-0.945	-1.172	0.557	0.930	-0.634	-0.869	-0.841	0.161	0.964	-0.106	-0.553	0.726	1.201	0.815	-0.451	-0.069
CL21	ABZR87_RS00550	ABZR87_RS00550		neutral zinc metallopeptidase	-0.009	0.190	0.783	-0.336	-0.843	0.151	0.412	1.024	1.408	-0.135	-0.323	0.178	-0.720	-0.143	0.385	0.411	0.965	0.435	0.069	0.052	1.203	-0.017	0.067	0.603	1.241	0.323	-1.055	0.918	0.007	0.181	0.446	0.119	0.185	0.557
CL21	ABZR87_RS00555	ABZR87_RS00555		SDR family oxidoreductase	1.025	0.253	-0.008	0.801	0.925	0.292	0.350	0.300	1.466	-0.043	0.475	0.832	-0.067	1.672	0.067	0.968	1.296	0.341	1.623	0.727	1.708	0.406	-0.618	-0.290	0.010	1.151	0.118	0.166	0.697	0.045	0.067	0.512	0.682	1.384
CL21	ABZR87_RS00560	ABZR87_RS00560		DNA-3-methyladenine glycosylase 2	-0.373	0.552	1.782	0.175	1.039	-0.162	0.288	0.558	0.297	0.638	-0.073	-1.120	0.773	0.530	0.616	1.567	0.456	0.886	0.431	1.065	-1.120	1.003	-0.404	0.043	0.334	0.862	0.025	-0.049	-0.506	-0.487	0.179	0.040	0.306	1.363
CL21	ABZR87_RS00565	ABZR87_RS00565		methylated-DNA--[protein]-cysteine S-methyltransferase	0.774	0.660	0.731	1.760	-0.264	0.756	-1.077	-0.400	-0.888	1.490	1.604	-0.011	2.074	-0.445	0.109	0.974	1.334	0.415	-0.778	-0.704	0.855	2.201	0.837	-0.375	0.185	0.912	0.118	0.474	-1.475	-0.365	-0.126	-0.337	1.798	0.375
CL21	ABZR87_RS00570	ABZR87_RS00570		DMT family transporter	0.974	0.559	2.357	0.829	1.360	0.601	1.210	1.670	2.108	0.652	1.527	1.066	2.034	1.649	1.397	3.069	3.577	1.966	1.271	1.461	0.634	1.992	-0.139	1.017	1.350	1.119	1.480	2.502	1.238	0.942	0.513	1.213	2.251	3.476
CL21	ABZR87_RS00575	ABZR87_RS00575		HipA N-terminal domain-containing protein	3.065	3.296	3.701	6.050	7.811	0.093	0.957	1.583	4.528	0.733	3.319	-1.061	1.847	1.415	1.329	8.832	10.235	5.778	3.557	3.164	4.811	5.362	-0.799	-0.562	3.261	4.949	0.457	3.174	-0.641	2.292	-0.342	1.534	10.156	11.451
CL21	ABZR87_RS00580	ABZR87_RS00580		hypothetical protein	-2.217	-1.072	-0.860	-0.866	-1.970	-0.065	-1.632	-2.949	-3.704	-0.651	-1.903	-1.493	-2.653	0.528	-2.993	-3.503	-2.537	-0.073	-0.915	-0.537	-1.051	-0.506	-0.864	-0.775	-0.698	-1.439	-1.549	-2.206	-1.654	-1.619	-0.863	-1.202	-2.716	-3.249
CL21	ABZR87_RS00585	ABZR87_RS00585		M20 family metallopeptidase	0.523	-1.353	1.062	1.000	0.843	0.357	0.100	0.327	0.835	-0.232	1.587	-0.502	0.841	0.411	0.497	1.135	2.678	2.197	0.667	1.597	2.005	1.663	0.559	-0.408	1.416	1.896	1.560	1.737	-1.367	0.942	0.643	1.366	1.013	2.646
CL21	ABZR87_RS00590	ABZR87_RS00590		transporter substrate-binding domain-containing protein	-0.191	0.689	1.836	1.185	-0.248	0.596	0.501	0.651	0.202	0.420	1.053	-0.455	-1.863	0.857	1.575	1.307	1.315	1.720	-2.071	1.146	-0.019	0.542	0.416	0.665	0.190	0.563	-0.447	1.091	-1.575	-1.667	1.510	0.662	0.757	1.216
CL21	ABZR87_RS00595	ABZR87_RS00595		Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	-1.087	0.307	-0.723	0.869	0.346	-1.365	-0.587	-0.611	-0.307	-1.429	-0.646	-0.994	1.120	0.047	-0.179	0.166	-0.783	0.235	0.181	-0.670	1.122	-0.079	-0.233	-1.682	-0.804	-0.808	-2.196	-0.457	-1.176	-0.451	-0.666	-0.443	-0.852	0.038
CL21	ABZR87_RS00600	ABZR87_RS00600		hypothetical protein	1.571	-0.028	-0.223	-0.300	-0.358	0.065	0.845	1.407	0.963	-0.133	0.390	-0.055	-1.699	0.348	0.513	0.087	-0.495	0.342	1.504	1.594	1.959	1.069	-0.526	0.763	0.784	1.011	1.177	0.128	0.422	0.678	-0.532	1.574	0.960	-0.056
CL21	ABZR87_RS00605	ABZR87_RS00605		hypothetical protein	-0.182	0.073	-9.923	-10.025	-0.735	-0.550	-0.281	-0.155	1.606	-2.712	-5.879	-7.681	-7.684	0.668	-1.260	0.575	-0.510	0.517	0.662	0.653	-10.266	0.126	0.022	-0.454	-0.382	1.099	-0.162	-6.843	-9.306	-9.975	1.212	-0.002	1.128	1.205
CL21	ABZR87_RS00610	ABZR87_RS00610		HD-GYP domain-containing protein	-0.395	1.407	0.137	-1.267	-0.348	0.176	0.019	0.105	-0.486	0.990	-0.553	-0.547	-1.057	-0.907	0.464	1.279	0.569	1.280	0.464	-0.050	0.950	1.257	0.056	-0.057	0.191	0.738	0.774	0.390	-0.391	-0.619	0.724	-0.162	0.712	0.748
CL21	ABZR87_RS00615	ABZR87_RS00615		glycine betaine ABC transporter substrate-binding protein	-0.025	0.831	0.133	2.078	0.763	-0.132	-0.575	0.337	0.424	-0.641	-0.572	0.124	-0.390	0.714	0.636	-0.713	0.203	0.255	-0.772	-1.012	0.117	0.139	-1.345	0.328	-0.375	0.590	0.945	0.271	0.257	-0.195	-0.187	0.075	0.441	0.727
CL21	ABZR87_RS00620	ABZR87_RS00620		sulfite exporter TauE/SafE family protein	-0.111	-1.134	1.212	-0.017	1.226	0.471	1.896	0.601	0.924	-0.261	0.933	0.563	0.365	0.355	-0.214	1.187	-0.675	0.881	-0.155	0.017	0.523	-0.217	-0.159	-0.708	-0.432	0.551	1.133	0.485	0.418	-1.261	0.370	0.446	0.610	0.744
CL21	ABZR87_RS00625	ABZR87_RS00625		hypothetical protein	-0.377	-1.429	1.318	-0.737	0.039	-0.901	-1.709	-0.927	-1.103	-0.636	-0.138	-0.758	-0.471	-0.919	0.658	0.896	0.341	-1.313	-0.744	0.613	-0.152	-0.399	0.105	-0.283	-2.138	-0.120	-0.272	-0.329	-0.882	0.199	-0.403	-0.347	-0.083	-1.529
CL21	ABZR87_RS00630	ABZR87_RS00630		GntP family permease	0.243	0.015	-4.679	-1.847	-0.782	0.414	0.190	0.198	-0.789	-0.138	-1.074	-0.140	-0.571	-0.652	0.026	-0.352	-0.734	-1.712	-1.290	-2.062	-1.023	-1.042	0.280	1.790	-0.219	-0.523	-0.139	-0.217	-2.637	-0.514	0.035	1.899	-1.116	-1.428
CL21	ABZR87_RS00635	ABZR87_RS00635		hypothetical protein	0.136	-0.453	1.407	1.135	0.228	0.866	1.043	-0.160	0.329	0.652	0.695	1.583	3.205	1.078	0.107	0.395	0.513	0.322	2.271	2.133	0.914	0.719	1.518	0.854	0.463	0.351	1.304	1.615	1.237	1.816	0.740	0.607	0.276	0.104
CL21	ABZR87_RS00640	ABZR87_RS00640		MFS transporter	-0.891	0.595	1.685	2.345	0.164	0.960	-0.424	0.337	0.854	0.059	0.894	1.403	3.452	1.196	0.907	1.370	0.445	-0.430	1.506	2.272	0.620	0.190	-0.600	0.448	0.187	0.583	0.757	1.325	1.377	1.045	1.435	0.516	0.055	0.650
CL21	ABZR87_RS00645	ABZR87_RS00645		oxidoreductase	-1.034	0.659	-0.032	1.318	0.382	-0.183	0.795	0.227	-2.112	-0.375	0.719	2.043	0.354	0.727	0.673	-0.055	0.089	1.194	0.028	0.300	1.123	1.235	-0.103	0.156	0.137	0.901	-0.101	0.706	0.770	0.984	-0.395	1.765	3.094	0.962
CL21	ABZR87_RS00655	ABZR87_RS00655		HutD family protein	-0.015	0.492	1.360	0.925	0.455	0.231	0.918	-0.208	-0.542	-0.523	0.962	-0.107	2.050	0.053	-0.149	-0.127	-0.114	0.475	-0.377	1.711	0.907	0.614	-0.474	-0.835	0.116	0.077	0.795	0.102	-1.598	0.921	-0.047	0.381	0.259	-1.121
CL21	ABZR87_RS00660	ABZR87_RS00660		formimidoylglutamase	-0.551	0.012	-0.448	0.792	1.585	-0.744	-1.931	-1.053	0.200	0.173	0.483	-0.286	1.696	-0.717	-0.290	0.226	-0.720	-0.194	-0.120	-1.231	-0.021	-1.237	-0.283	-0.560	-2.019	-1.436	-0.532	-0.222	1.236	1.932	-0.747	-0.719	-0.273	-0.671
CL21	ABZR87_RS00665	ABZR87_RS00665		amino acid ABC transporter ATP-binding protein	-0.014	-0.872	0.154	-0.589	0.373	0.192	0.395	0.110	-0.767	-1.968	0.318	-1.053	2.162	-0.122	-0.949	-2.172	-1.177	-1.202	-1.106	-0.872	-2.041	-0.554	0.146	0.099	-0.542	0.099	-0.164	-0.600	0.918	-1.749	-0.838	-0.854	-1.240	-0.303
CL21	ABZR87_RS00670	ABZR87_RS00670		amino acid ABC transporter permease	-0.379	-0.481	0.401	1.097	0.436	-0.023	-0.932	-1.572	-1.399	-0.662	0.490	0.476	-0.466	0.289	0.235	-0.533	0.133	-0.091	1.768	0.609	1.052	-0.099	0.924	0.374	0.392	-0.574	-0.207	-0.653	1.751	2.028	0.439	1.031	-0.162	-0.290
CL21	ABZR87_RS00675	ABZR87_RS00675		glutamine ABC transporter substrate-binding protein	-0.654	0.061	0.309	0.026	0.414	-0.555	0.066	-0.347	-0.823	-1.486	0.261	0.234	0.587	-0.012	-0.762	-0.558	-1.074	-0.710	-1.115	-1.098	0.051	-2.571	-1.220	-1.820	-0.839	-0.176	-0.341	-0.155	0.358	-0.286	-0.459	-0.746	-1.803	-0.333
CL21	ABZR87_RS00680	ABZR87_RS00680		IclR family transcriptional regulator	-1.290	-0.686	0.255	-1.221	-2.313	-0.198	0.831	-0.529	0.149	-1.355	-0.230	0.013	0.239	0.477	0.392	-0.760	0.198	0.661	-1.271	-1.041	-0.576	0.202	-1.245	1.204	-0.922	0.035	0.331	0.384	-0.660	-1.028	-0.328	-0.349	-0.264	0.807
CL21	ABZR87_RS00685	ABZR87_RS00685		hypothetical protein	0.270	0.178	-1.621	0.018	0.776	0.643	1.546	1.193	-0.383	1.889	1.552	1.646	1.562	-0.177	-0.418	0.692	-0.505	0.356	-0.339	2.612	1.417	0.268	0.097	1.868	-0.383	-0.482	0.147	2.161	1.200	0.698	-1.005	-0.962	1.063	-0.326
CL21	ABZR87_RS00690	ABZR87_RS00690		ester cyclase	0.656	1.422	0.962	0.351	0.670	1.506	-0.632	0.714	-0.478	2.519	1.716	1.734	1.370	0.879	1.150	1.242	0.963	-0.518	0.537	0.057	1.876	1.796	0.553	0.468	0.872	2.111	0.750	0.658	0.098	-0.167	-0.191	1.176	0.830	1.255
CL21	ABZR87_RS00695	ABZR87_RS00695		DUF2167 domain-containing protein	0.084	-0.576	-1.990	-0.087	-0.594	0.657	-0.248	0.432	-0.005	-0.289	0.343	0.115	0.324	-0.017	0.740	0.252	0.886	0.993	-1.265	0.331	0.627	-0.907	0.477	0.205	0.178	0.259	1.013	0.119	0.404	0.921	0.009	2.106	1.055	0.489
CL21	ABZR87_RS00700	ABZR87_RS00700		site-2 protease family protein	0.862	-0.107	0.374	0.325	-0.579	0.470	0.858	0.651	0.426	0.683	0.962	-0.309	0.354	0.465	0.497	0.781	0.927	0.500	0.775	0.377	0.568	0.418	1.380	0.201	-0.252	0.667	1.173	0.567	0.556	0.550	1.357	1.186	0.665	0.570
CL21	ABZR87_RS00710	ABZR87_RS00710		exodeoxyribonuclease VII large subunit	0.464	0.630	0.509	0.448	0.982	-0.289	-0.417	0.776	0.309	-0.569	0.279	-1.528	-1.289	-0.532	-1.018	-0.310	-0.312	0.192	0.751	0.138	0.981	0.355	0.383	1.451	0.754	0.561	-0.406	-0.429	-1.300	-0.907	-0.280	0.364	0.014	0.551
CL21	ABZR87_RS00715	ABZR87_RS00715		MotA/TolQ/ExbB proton channel family protein	-0.048	-1.563	0.864	0.939	-1.000	0.470	-1.160	-0.079	1.480	1.114	-0.585	-0.679	1.087	0.843	-0.361	0.944	0.666	-0.484	1.142	-1.408	-0.027	0.719	0.261	-0.333	0.056	-0.416	-1.950	0.150	0.496	-0.133	-0.163	-0.594	-0.491	-0.548
CL21	ABZR87_RS00720	ABZR87_RS00720		biopolymer transporter ExbD	-0.843	-1.261	-0.487	0.954	-0.621	1.572	0.946	0.924	1.313	0.486	0.391	0.146	1.896	2.248	0.251	-1.154	-0.739	0.856	0.986	0.558	2.133	-0.417	0.681	1.731	1.171	1.789	1.105	0.105	2.215	2.263	0.778	0.454	0.367	0.367
CL21	ABZR87_RS00745	ABZR87_RS00745		3-hydroxyacyl-CoA dehydrogenase	-1.375	-0.575	-1.467	-0.150	-2.191	-1.145	0.461	-2.179	-0.153	0.201	-0.354	-1.270	-1.252	1.088	-0.334	0.354	-0.118	0.910	-0.016	-1.069	-0.421	1.315	-0.108	-0.258	1.656	-0.035	0.596	0.267	-1.311	0.284	0.943	1.965	0.722	0.365
CL21	ABZR87_RS00750	ABZR87_RS00750		LysR family transcriptional regulator	0.940	0.004	1.828	-0.035	0.448	-1.212	-1.268	-1.503	-1.150	0.518	-0.531	-0.859	-1.783	0.669	0.748	0.659	-0.967	0.209	1.113	-1.177	0.593	0.247	0.437	0.497	-0.980	0.236	-2.048	-0.882	0.167	-0.909	0.235	-0.152	-0.273	-0.420
CL21	ABZR87_RS00755	ABZR87_RS00755		bile acid:sodium symporter family protein	0.696	-0.466	-0.871	0.484	-0.638	-0.692	-1.022	-0.423	-0.324	0.749	0.764	0.277	1.131	0.111	0.038	0.149	0.809	0.301	-0.607	0.746	1.260	1.116	-0.826	1.441	-0.085	-0.076	0.627	-0.131	0.835	3.457	0.512	0.847	1.158	0.111
CL21	ABZR87_RS00760	ABZR87_RS00760		GNAT family N-acetyltransferase	0.063	-0.051	0.462	-0.179	-0.120	-1.878	-0.712	-0.149	0.828	-2.198	-0.406	-1.556	-0.125	-0.932	0.395	-1.255	-0.224	-2.193	-0.898	0.397	-1.217	-1.282	-0.482	0.106	-0.913	-0.473	-1.030	0.885	-0.877	1.449	-0.892	-1.725	-1.597	-1.259
CL21	ABZR87_RS00765	ABZR87_RS00765		N-acetylmuramoyl-L-alanine amidase	1.104	3.464	-6.575	-4.739	4.534	2.467	0.609	1.438	0.174	0.048	-0.736	-4.242	-6.263	1.640	0.656	-0.036	1.807	-0.630	-1.282	-0.432	-4.924	3.686	1.462	1.224	0.119	1.649	1.300	-0.180	-5.017	-4.893	0.922	0.311	-0.518	1.357
CL21	ABZR87_RS00775	ABZR87_RS00775		tRNA epoxyqueuosine(34) reductase QueG	0.323	0.331	0.037	-0.071	0.490	0.932	-0.604	0.868	0.440	0.058	-0.340	-0.110	-2.600	-0.337	-0.009	0.487	-0.497	-0.210	1.021	1.660	0.453	0.751	0.590	0.441	0.535	-0.576	0.272	-0.926	0.139	-3.158	0.190	-0.785	0.267	-1.013
CL21	ABZR87_RS00780	ABZR87_RS00780		chalcone isomerase family protein	0.715	0.309	0.357	-1.644	-0.286	-1.137	0.232	0.679	0.382	-1.180	-1.202	-2.436	-1.043	-1.456	-0.851	-0.534	0.518	0.780	-0.576	-2.704	-2.238	0.725	1.090	-0.548	0.598	-0.089	-0.201	-0.135	-3.151	-0.674	-0.035	0.141	0.706	1.232
CL21	ABZR87_RS00785	ABZR87_RS00785		tripartite tricarboxylate transporter substrate binding protein BugE	-1.505	-0.549	-1.430	0.191	-1.220	-0.706	0.682	0.155	1.353	-0.244	-0.209	-0.200	-1.566	-0.234	0.841	-0.653	0.021	0.333	-0.298	-1.096	-0.070	-0.589	-0.319	-1.179	-1.084	-0.847	-0.270	-0.338	-1.480	-0.820	-0.092	-1.233	-0.171	0.103
CL21	ABZR87_RS00790	ABZR87_RS00790		methylated-DNA--[protein]-cysteine S-methyltransferase	1.255	0.614	-0.376	1.576	0.914	0.772	0.641	0.775	0.663	-0.925	0.325	1.663	0.357	-0.024	0.409	0.095	-0.412	0.627	-0.415	0.849	0.493	-0.217	-1.106	0.459	0.920	-0.298	-1.247	0.112	-0.293	-1.729	-0.601	-0.644	-0.341	-0.089
CL21	ABZR87_RS00795	ABZR87_RS00795		site-specific tyrosine recombinase XerD	-1.053	-0.402	-5.491	-4.041	-3.827	-1.823	-3.513	-2.472	-2.095	-1.860	-1.335	-2.690	-1.692	-3.542	-2.648	-1.110	-1.744	-1.265	-2.478	-2.518	-2.640	-1.536	-2.148	-2.580	-3.396	-1.784	-2.732	-2.403	-4.038	-3.885	-2.739	-2.104	-1.834	-2.280
CL21	ABZR87_RS00800	ABZR87_RS00800		Cys-tRNA(Pro) deacylase	0.314	-0.353	1.147	1.005	-0.843	0.030	-0.753	-1.360	-1.206	-1.886	0.869	0.496	0.042	-1.008	-0.105	-1.506	0.069	0.453	-0.575	-0.093	0.585	-0.703	-0.032	-0.342	0.081	-0.357	0.564	-0.215	0.823	1.165	0.230	-0.686	-1.324	-1.284
CL21	ABZR87_RS00810	ABZR87_RS00810		helix-turn-helix domain-containing protein	-1.228	-0.641	2.305	0.371	0.289	1.366	0.365	-1.499	-1.517	0.391	-2.553	0.909	0.559	-1.039	-0.104	-0.506	1.222	-0.132	-0.022	0.052	-0.180	0.277	-0.438	0.323	0.160	-0.669	0.221	0.391	0.185	0.073	0.161	1.103	-0.641	-1.019
CL21	ABZR87_RS00815	ABZR87_RS00815		acylase	-0.951	-0.274	0.913	-0.014	0.350	0.467	0.157	0.684	0.435	0.150	0.510	0.121	-1.515	0.127	0.443	0.603	0.580	-0.938	0.059	0.674	0.139	0.306	0.261	-0.018	0.379	0.471	0.388	-0.580	0.002	-0.256	-0.527	0.738	0.131	0.611
CL21	ABZR87_RS00820	ABZR87_RS00820		YajQ family cyclic di-GMP-binding protein	-0.204	0.397	1.094	1.673	2.123	0.330	-0.691	0.043	-0.331	0.146	-0.860	-1.171	0.243	0.775	-0.210	-0.201	0.695	1.442	0.794	-0.629	0.657	1.033	0.091	-1.205	-1.577	-0.574	-1.061	-0.326	0.792	-1.754	0.427	0.343	-1.728	0.595
CL21	ABZR87_RS00830	ABZR87_RS00830		pyrimidine/purine nucleoside phosphorylase	0.803	-0.988	-1.717	-3.482	-3.300	-2.081	-1.723	-1.154	-0.838	-1.407	-1.271	-1.130	-1.353	-2.170	-1.510	-1.030	-1.713	-2.329	-1.864	-1.866	-1.424	-1.540	-2.025	-0.887	-1.789	-1.409	-2.671	-1.435	-1.158	0.059	-2.213	-1.911	-0.478	-1.813
