orgId	locusId	sysName	geneName	desc	set10IT030 Disodium Glutarate (C)	set10IT031 Disodium Glutarate (C)	set8IT063 Sebacic (C)	set8IT064 Dodecandioic (C)	set8IT065 Protocatechuic Acid (C)	set9IT064 D-Glucose (C)	set9IT065 acetate (C)	set9IT066 propionate (C)	set9IT067 butyrate (C)	set9IT068 Valeric (C)	set9IT069 Hexanoic (C)	set9IT070 Heptanoic (C)	set9IT071 Octanoic (C)	set9IT073 Lauric (C)	set9IT074 succinate (C)	set9IT075 adipate (C)	set9IT076 Pimelic (C)	set9IT077 Suberic (C)	set9IT078 Azelaic (C)	set9IT079 Sebacic (C)	set9IT080 Dodecandioic (C)	set9IT081 Protocatechuic Acid (C)	set9IT082 D-Glucose (C)	set9IT083 acetate (C)	set9IT084 propionate (C)	set9IT085 butyrate (C)	set9IT086 Valeric (C)	set9IT087 Hexanoic (C)	set9IT088 Heptanoic (C)	set9IT089 Octanoic (C)	set9IT091 Lauric (C)	set9IT092 succinate (C)	set9IT093 adipate (C)	set9IT094 Pimelic (C)
CL21	ABZR87_RS12820	ABZR87_RS12820		IucA/IucC family siderophore biosynthesis protein	-0.806	-1.120	-0.152	1.415	-0.010	-0.615	-1.429	-0.097	-0.336	-0.941	-1.454	-0.267	-0.112	-1.176	-0.510	-0.207	-1.926	-0.529	-0.348	-1.275	-0.798	-1.878	0.226	-1.170	-0.485	-1.124	-1.775	-0.480	-0.215	-0.891	-1.176	-0.796	-0.796	-1.503
CL21	ABZR87_RS12825	ABZR87_RS12825		GNAT family N-acetyltransferase	-0.669	0.077	1.992	3.308	2.927	0.530	-1.109	-0.739	1.081	-1.670	-0.809	-0.049	-0.513	-1.622	0.117	-1.669	-0.499	-0.935	0.768	0.113	2.655	0.147	1.370	-0.703	-0.355	-0.076	-0.541	-0.468	-0.048	-0.472	-1.039	0.789	-0.493	-1.369
CL21	ABZR87_RS12830	ABZR87_RS12830		MFS transporter	1.000	0.887	-2.007	1.606	1.014	-0.012	-1.250	1.252	0.165	-0.352	-0.572	0.151	-0.723	-0.820	0.323	-0.387	-0.972	0.060	-0.554	0.538	1.877	-1.586	1.137	-0.362	-0.087	0.243	0.482	-0.806	1.241	-1.023	0.517	-0.499	-0.607	-0.907
CL21	ABZR87_RS12835	ABZR87_RS12835		SidA/IucD/PvdA family monooxygenase	0.084	1.230	1.844	1.581	0.490	0.840	0.534	0.370	-0.336	0.448	0.194	0.890	0.021	-0.112	0.779	-0.019	-1.295	1.149	0.530	1.425	0.895	0.507	0.527	1.044	0.782	0.647	0.910	0.597	0.446	1.166	1.433	0.899	0.850	0.407
CL21	ABZR87_RS12840	ABZR87_RS12840		TonB-dependent siderophore receptor	1.708	1.657	1.421	1.263	0.130	-0.704	-0.185	-0.313	-1.000	-0.820	-0.801	-0.740	0.241	-0.370	-0.882	-0.018	-1.010	0.478	0.234	-0.527	0.435	0.226	0.584	-0.323	-0.529	-0.284	0.039	-1.689	-0.258	-0.954	-1.011	-1.439	-1.350	-0.728
CL21	ABZR87_RS12845	ABZR87_RS12845		sigma-70 family RNA polymerase sigma factor	-0.784	0.281	-0.987	1.211	0.443	0.497	-0.202	0.630	-0.571	-0.612	0.491	0.501	-1.819	0.454	-0.312	-1.436	-1.132	0.301	0.215	-0.798	0.671	-0.064	0.429	0.497	0.795	-0.470	-0.452	-0.615	-0.546	1.302	-1.470	-0.985	-0.575	0.056
CL21	ABZR87_RS12855	ABZR87_RS12855		MFS transporter	1.047	-0.497	0.217	1.623	-0.310	0.728	0.021	0.475	-0.605	-0.496	0.440	-0.347	-0.904	0.142	0.295	0.383	-0.315	0.008	0.266	0.725	-0.213	-1.382	-0.693	0.128	-0.153	0.443	0.375	0.158	0.869	0.760	-1.446	-0.009	0.283	-0.094
CL21	ABZR87_RS12860	ABZR87_RS12860		CaiB/BaiF CoA-transferase family protein	-4.352	-3.634	-0.252	0.117	-0.335	0.986	0.421	0.161	0.628	0.057	0.351	0.473	0.121	1.431	-0.090	1.225	1.560	0.998	0.416	1.490	0.579	1.791	0.955	-0.245	0.266	-0.175	0.950	0.235	1.597	-0.447	0.194	0.099	0.985	2.089
CL21	ABZR87_RS12865	ABZR87_RS12865		acyl-CoA dehydrogenase family protein	-1.522	-4.231	1.338	0.466	0.317	0.870	-1.054	1.142	1.672	0.283	-0.739	-0.454	0.552	0.268	-0.663	0.950	1.342	0.905	-0.148	-0.277	0.181	0.096	0.324	0.028	-0.075	0.904	0.435	-1.091	-0.033	1.351	-0.315	-0.218	1.356	0.885
CL21	ABZR87_RS12870	ABZR87_RS12870		LysR family transcriptional regulator	-2.393	-2.836	1.056	-0.393	-0.315	1.199	3.546	1.632	1.138	1.069	2.117	1.038	1.696	0.671	2.068	2.579	1.860	3.784	-0.059	1.291	0.124	1.208	2.302	2.839	1.661	1.408	1.906	2.256	1.254	0.813	1.148	-0.507	2.060	2.455
CL21	ABZR87_RS12875	ABZR87_RS12875		GNAT family N-acetyltransferase	-0.824	-0.247	-0.601	-2.098	-1.675	-0.115	-0.218	-0.876	0.726	1.160	-0.863	-3.561	-0.029	-0.225	1.110	0.059	-1.630	-1.453	0.192	-0.439	-0.594	-0.720	-0.052	-2.331	-2.655	-0.394	-0.354	-0.299	0.440	0.656	0.221	-1.211	-1.404	0.248
CL21	ABZR87_RS12880	ABZR87_RS12880		cytochrome o ubiquinol oxidase subunit IV	-1.404	-0.497	-0.308	-1.868	-1.571	-0.635	0.129	-0.596	-0.002	1.295	-0.837	-0.827	-3.546	0.387	-0.866	0.500	2.035	-0.740	-0.691	0.069	-2.302	-0.807	-0.535	-1.038	0.051	-0.933	-1.604	-0.127	-0.496	0.728	0.538	0.866	0.212	0.705
CL21	ABZR87_RS12885	ABZR87_RS12885		cytochrome o ubiquinol oxidase subunit III	-1.889	-0.801	-1.779	-0.408	-0.758	-0.023	-0.647	0.359	-1.429	-1.724	-1.053	-1.087	-1.488	-0.431	-0.055	-1.425	-0.604	-0.879	-0.909	0.193	-0.115	-0.878	1.733	-0.327	0.876	-1.216	0.086	-1.353	-1.343	-1.105	0.007	0.568	-0.037	0.472
CL21	ABZR87_RS12890	ABZR87_RS12890		cytochrome o ubiquinol oxidase subunit I	-1.650	-2.014	-0.281	-0.995	-0.092	-0.021	0.239	0.034	0.366	-0.294	-2.480	-1.548	-0.349	0.215	-0.756	0.960	0.237	-0.554	-0.963	-0.423	0.031	0.186	0.618	-0.088	-0.099	0.326	-1.148	-2.145	-1.086	-0.289	-0.208	0.438	0.319	0.846
CL21	ABZR87_RS12895	ABZR87_RS12895		ubiquinol oxidase subunit II	-1.902	-1.743	1.288	0.051	-0.483	-1.248	-1.133	-0.598	-0.825	-2.059	-2.211	-1.749	-2.862	-0.749	-1.238	0.133	-0.998	-2.019	-2.234	-1.696	-1.031	-1.208	-0.732	-0.728	-0.828	-1.811	-3.332	-2.310	-1.980	-0.579	-2.045	-1.285	-0.315	-0.632
CL21	ABZR87_RS12900	ABZR87_RS12900		MFS transporter	-1.987	-1.021	0.550	1.086	-1.219	1.113	0.878	1.589	-1.895	0.934	0.024	1.780	-0.634	0.585	0.370	-3.455	-1.063	0.396	0.602	1.370	-0.167	-0.601	0.390	1.597	1.037	-1.142	1.430	0.397	0.804	-0.948	0.158	0.407	-2.976	-0.978
CL21	ABZR87_RS12905	ABZR87_RS12905		CsbD family protein	-2.690	0.085	-2.008	-0.824	0.180	-0.729	0.834	0.305	0.809	-0.789	0.874	0.626	-0.403	-0.964	-1.398	1.148	-2.044	0.036	0.136	-0.654	0.435	-0.209	-1.485	0.423	-0.157	0.431	-0.936	-0.587	0.187	-0.751	0.434	-0.182	-1.253	-0.379
CL21	ABZR87_RS12910	ABZR87_RS12910		hypothetical protein	-0.469	0.063	-0.219	-0.288	-0.419	0.564	-0.244	0.445	-0.109	0.184	-0.003	0.622	0.692	0.211	0.362	0.310	0.705	-0.455	0.706	0.894	-0.305	1.091	1.253	-0.377	-0.356	0.188	0.882	-0.052	-0.244	1.414	-0.754	0.306	0.055	-0.403
CL21	ABZR87_RS12915	ABZR87_RS12915		hypothetical protein	-0.226	-0.311	1.353	-0.170	-0.148	-0.196	-0.599	-0.119	-0.841	0.961	0.848	-0.552	0.658	0.340	-0.491	0.223	-0.716	0.705	0.066	0.130	-0.129	-0.323	-0.347	-0.587	-1.186	0.053	-0.606	-0.679	-0.167	-1.947	0.014	0.151	-1.220	-0.118
CL21	ABZR87_RS12920	ABZR87_RS12920		SOS response-associated peptidase family protein	0.792	2.058	-0.223	1.642	0.937	-0.507	0.361	-0.829	-0.795	0.011	0.332	1.085	-0.325	-0.244	1.462	1.096	-0.561	-0.002	-0.165	0.566	0.086	0.878	-0.315	1.445	0.603	0.224	0.290	-0.100	-0.129	2.626	-0.383	0.634	0.210	0.507
CL21	ABZR87_RS12925	ABZR87_RS12925		gamma-glutamylcyclotransferase family protein	-0.510	1.384	-0.462	-0.758	-1.788	0.023	-0.089	0.306	0.484	-0.053	0.645	-0.746	0.410	-0.578	-0.582	-0.456	-0.934	-0.574	-1.724	-0.290	0.402	-0.160	-0.139	-0.172	0.053	-0.081	0.045	-0.450	-0.460	-1.489	-0.810	-1.147	-0.756	-0.511
CL21	ABZR87_RS12930	ABZR87_RS12930		hypothetical protein	-1.811	-1.227	-2.400	-0.807	-0.838	0.819	0.286	0.029	-0.187	0.593	0.426	0.815	-0.864	-0.296	-0.718	0.328	0.237	-0.516	-0.458	0.812	0.101	1.338	0.321	-0.435	0.970	0.729	0.830	-0.599	-0.600	-0.466	1.186	0.331	0.113	0.618
CL21	ABZR87_RS12935	ABZR87_RS12935		phage portal protein	-0.201	0.061	-1.174	-1.033	-1.942	-0.668	0.208	0.128	-0.175	1.004	0.094	-0.389	-0.035	-0.445	-0.863	-0.637	0.083	0.167	0.720	-0.893	0.437	1.237	0.214	-0.048	0.252	-0.607	-0.614	-0.406	-0.212	-0.211	-0.395	-0.277	-0.245	-0.959
CL21	ABZR87_RS12940	ABZR87_RS12940		terminase ATPase subunit family protein	-1.370	-2.294	0.311	-0.924	-0.866	-2.100	-0.757	-1.956	-2.405	-1.260	-1.713	-1.155	1.101	-0.782	-2.328	-1.698	-2.328	-1.774	-2.572	-2.418	-0.970	-1.243	-1.208	-1.235	-1.446	-1.579	-2.368	-1.256	-1.879	-1.479	-0.996	-1.429	-0.765	-2.007
CL21	ABZR87_RS12945	ABZR87_RS12945		GPO family capsid scaffolding protein	-0.758	-0.400	0.237	1.045	0.972	-0.072	-1.245	-1.022	-0.959	-0.351	-0.355	-1.461	-1.340	0.071	-1.248	-0.589	-0.586	-1.367	0.486	-0.825	-1.092	-2.793	-0.823	-0.878	-0.644	-0.032	-0.530	-0.585	-0.539	0.135	-1.251	0.055	-0.216	-1.066
CL21	ABZR87_RS12950	ABZR87_RS12950		phage major capsid protein, P2 family	-0.826	-1.342	-0.704	-1.231	-0.890	-1.111	-1.267	-2.089	-1.312	-0.421	-0.367	-1.444	-0.623	-2.180	-1.527	-1.102	0.423	-0.147	-0.127	-2.492	-2.098	-0.435	0.411	-1.086	-0.519	-1.213	-0.888	-0.454	-1.529	1.140	-1.067	-0.805	-1.425	0.552
CL21	ABZR87_RS12955	ABZR87_RS12955		terminase endonuclease subunit	-0.632	-0.150	-1.514	-0.500	-1.167	-2.383	-1.102	-1.696	-0.504	-1.894	-1.118	-1.254	-0.499	-0.862	-0.661	-1.564	-1.325	-1.116	-0.454	-2.174	-1.228	-2.737	-1.047	-1.953	-0.990	-3.494	-2.457	-1.592	-1.519	-1.479	-1.664	-1.157	-2.376	-0.108
CL21	ABZR87_RS12960	ABZR87_RS12960		head completion/stabilization protein	0.669	0.019	0.061	0.247	0.242	-0.222	-0.109	-0.339	-0.382	-0.698	0.638	0.469	-0.848	0.078	0.181	-0.484	-0.725	-0.583	-0.253	-0.193	-0.457	0.575	0.166	1.173	-0.751	0.824	-0.514	0.300	0.156	-0.566	-1.009	-0.890	-0.463	0.207
CL21	ABZR87_RS12965	ABZR87_RS12965		tail protein X	-2.648	-0.376	-1.104	-0.635	0.232	-1.811	-3.357	-2.104	-0.425	-1.800	-1.626	-1.720	-0.824	-0.683	-2.156	-1.732	-0.965	-2.742	-1.922	-1.882	-0.343	-1.648	-1.998	-1.044	-2.254	-1.931	-1.776	-1.859	-0.837	0.077	-3.121	-2.762	-1.145	-0.891
CL21	ABZR87_RS12970	ABZR87_RS12970		putative holin	0.230	-0.621	0.654	-0.635	-0.947	-2.079	-0.928	-1.328	-0.414	-1.844	-0.717	-0.663	-1.044	-1.491	-1.842	-1.566	-0.069	-1.597	0.271	-0.661	-0.654	0.205	-1.880	-1.289	-1.908	-2.948	-0.927	-0.305	-1.184	-1.164	-1.084	-1.096	-1.813	-0.016
CL21	ABZR87_RS12975	ABZR87_RS12975		phage holin family protein	-0.027	-0.959	-2.654	0.728	-1.212	-1.275	-0.274	0.064	-1.756	0.244	-1.524	-1.803	1.881	-1.179	-0.068	-1.451	-0.702	0.335	-2.252	-0.473	-1.267	-0.696	0.165	-1.052	0.116	-0.779	-2.354	0.255	0.698	-1.576	-2.424	-0.267	-1.737	-0.955
CL21	ABZR87_RS12980	ABZR87_RS12980		N-acetylmuramidase family protein	0.095	0.943	-2.024	-1.446	-0.808	1.150	1.066	1.103	0.090	0.475	1.507	1.165	0.814	0.535	0.805	-0.219	0.975	-0.118	-0.309	2.856	1.893	1.402	1.599	2.575	1.557	0.363	0.617	1.716	1.781	0.046	0.692	1.418	1.492	0.605
CL21	ABZR87_RS12985	ABZR87_RS12985		hypothetical protein	0.313	1.163	0.280	1.961	0.738	-0.989	0.822	-0.419	-1.290	0.527	0.880	0.305	-0.291	0.409	-0.321	0.576	0.231	1.094	1.090	0.934	0.462	-0.169	-0.410	0.511	0.351	-0.657	-0.232	-0.036	-0.038	0.735	-0.106	-0.997	0.151	0.330
CL21	ABZR87_RS12990	ABZR87_RS12990		phage tail protein	-0.791	-0.979	0.192	1.434	0.223	1.039	1.899	0.669	0.614	0.503	0.656	2.324	1.521	0.503	-0.227	0.241	0.820	0.974	0.579	1.130	0.451	1.688	0.667	0.599	0.729	2.338	0.670	1.706	0.030	-0.292	0.633	0.711	2.878	0.993
CL21	ABZR87_RS12995	ABZR87_RS12995		phage virion morphogenesis protein	0.604	0.428	1.154	-2.090	0.371	0.044	-0.193	1.207	0.801	-0.646	0.880	1.684	-0.302	0.993	1.337	1.834	0.486	1.235	1.477	-1.638	1.216	1.232	1.483	0.750	1.432	1.392	0.015	2.360	-0.108	-1.131	2.793	0.155	0.089	-0.142
CL21	ABZR87_RS13000	ABZR87_RS13000		HEPN domain-containing protein	-0.350	-0.764	-0.936	-0.140	-0.070	-0.209	-0.792	0.103	-0.621	-0.226	-0.286	0.409	-0.421	0.522	-0.250	-0.199	-0.240	-0.025	-0.625	-0.073	0.846	0.080	0.117	-0.231	0.137	0.392	0.027	-0.569	-0.072	-1.098	-0.187	-0.197	0.856	0.164
CL21	ABZR87_RS13005	ABZR87_RS13005		phage baseplate assembly protein V	-0.007	-0.445	0.803	-0.431	-1.760	0.382	1.127	0.584	0.009	0.070	1.157	-0.486	0.650	1.017	-0.374	-0.394	0.769	0.292	-0.063	-0.006	1.029	-0.005	0.110	1.399	-0.056	0.167	0.883	0.712	0.979	0.607	0.820	1.241	0.951	1.010
CL21	ABZR87_RS13010	ABZR87_RS13010		GPW/gp25 family protein	0.716	0.295	0.408	-0.460	-1.363	-1.093	0.249	-0.193	-1.036	-1.588	0.397	-1.489	-0.651	0.680	-1.597	-0.117	-0.334	-1.556	-1.064	-1.766	-0.779	-0.030	-0.705	-0.321	0.451	-0.291	-0.077	0.253	-1.188	1.249	0.230	0.239	-0.963	0.382
CL21	ABZR87_RS13015	ABZR87_RS13015		baseplate J/gp47 family protein	1.190	0.992	1.029	1.193	0.969	-1.467	-0.574	-1.153	0.531	0.978	-0.992	0.093	-1.411	-0.320	-0.188	-1.100	-0.658	-2.268	-0.594	-1.888	-1.196	0.010	-0.650	-1.198	-1.177	-1.882	-1.078	-1.707	-0.150	-0.288	-1.254	-0.719	-1.103	-0.608
CL21	ABZR87_RS13020	ABZR87_RS13020		phage tail protein I	0.704	0.889	-0.950	0.562	-0.637	-0.600	0.285	0.123	-0.870	-0.177	-0.593	0.052	0.311	0.517	-0.795	0.040	-1.309	-0.684	-0.878	-0.339	-0.851	-0.695	-0.420	0.653	-0.853	-0.270	0.300	-0.364	-1.119	0.834	-0.006	-0.645	-0.802	0.289
CL21	ABZR87_RS13025	ABZR87_RS13025		hypothetical protein	0.167	0.285	1.570	0.749	0.186	0.285	0.152	0.755	0.543	0.994	0.354	-0.102	-1.406	0.872	-0.029	0.500	0.672	0.258	0.571	0.178	-0.104	0.208	0.917	-0.862	-0.278	0.137	0.100	-0.151	0.173	-0.685	0.062	0.657	0.644	-0.048
CL21	ABZR87_RS13030	ABZR87_RS13030		phage tail assembly chaperone	-1.223	-0.683	0.100	-0.911	-1.033	0.163	-1.173	0.224	0.017	0.916	0.096	-1.069	-0.827	-0.810	1.805	-0.383	-1.127	-1.054	0.110	-0.228	-0.928	0.724	-0.825	-1.310	-1.977	0.313	0.123	0.296	-0.897	-0.724	-0.256	-0.192	-0.563	0.252
CL21	ABZR87_RS13035	ABZR87_RS13035		phage tail sheath protein	0.893	0.151	-0.719	0.501	0.055	-0.305	-0.138	-1.040	-0.252	0.336	-0.348	-0.329	-2.461	-0.427	0.664	0.206	-0.020	0.872	0.291	-0.618	-0.880	-0.605	0.487	-0.287	-1.583	-1.011	-0.511	-0.393	0.158	-0.447	-0.589	-0.887	0.029	-1.410
CL21	ABZR87_RS13040	ABZR87_RS13040		phage major tail tube protein	0.751	-0.227	1.012	-0.285	-0.419	1.332	0.233	-0.544	-0.492	1.154	-0.349	-0.206	-2.290	1.023	0.755	-0.214	0.400	0.059	-0.707	-0.231	-3.158	-0.593	0.879	-1.745	-0.598	0.265	-0.764	0.546	-0.116	-0.523	0.461	-0.054	-0.466	0.071
CL21	ABZR87_RS13045	ABZR87_RS13045		phage tail assembly protein	0.731	0.008	-0.283	0.546	1.633	-0.797	-0.578	0.182	-0.277	-1.414	-1.314	-0.649	-1.306	-0.478	-0.210	-1.472	-0.648	-2.413	-0.695	-1.914	0.023	0.978	-0.005	-0.861	-1.226	0.427	0.096	-0.810	-0.278	0.497	-0.609	-0.314	-0.919	-1.229
CL21	ABZR87_RS13050	ABZR87_RS13050		GpE family phage tail protein	0.630	-0.578	-0.824	-0.453	0.026	-0.330	1.047	0.128	0.589	-1.296	0.788	1.278	0.666	-0.157	-0.158	0.185	-0.688	-0.730	-1.067	1.575	0.320	0.425	0.525	0.181	1.388	0.437	-0.499	-0.217	-0.280	-0.612	1.013	1.033	-0.222	0.195
CL21	ABZR87_RS13055	ABZR87_RS13055		hypothetical protein	0.681	0.490	0.247	-1.543	-0.395	-0.261	0.667	-0.641	0.576	0.390	0.670	0.452	0.517	0.760	-0.435	0.214	0.699	-0.308	-0.772	-1.232	0.828	-1.276	0.614	0.136	0.042	-0.602	0.147	-0.100	0.486	-0.483	0.450	0.048	0.292	0.186
CL21	ABZR87_RS13060	ABZR87_RS13060		phage tail protein	1.109	0.194	1.070	-0.001	-0.853	-0.467	-0.861	-1.005	-0.206	0.944	-1.348	0.857	-0.138	-0.781	-1.850	-0.603	0.768	-1.639	-0.700	0.062	0.186	-2.303	-0.074	-0.809	-2.576	-1.401	-0.062	-0.679	-1.471	-0.446	-0.357	-0.204	-1.016	-0.595
CL21	ABZR87_RS13065	ABZR87_RS13065		phage late control D family protein	0.209	0.132	-0.054	0.415	0.912	0.930	0.634	0.473	0.047	-0.941	1.093	1.446	0.395	0.705	-0.247	0.426	0.087	-0.407	-0.589	0.369	-0.919	-0.762	-0.974	-0.025	0.479	0.543	0.186	0.319	1.028	-0.544	-0.119	0.578	1.548	0.338
CL21	ABZR87_RS13070	ABZR87_RS13070		hypothetical protein	0.043	0.641	-0.148	-0.607	0.239	0.538	-0.078	0.937	0.091	0.770	-0.108	0.377	0.124	0.117	0.897	0.496	0.055	-0.414	-0.706	0.546	-0.435	0.328	0.912	0.602	1.296	-0.238	0.980	0.950	0.615	1.384	0.408	0.795	0.450	0.890
CL21	ABZR87_RS13075	ABZR87_RS13075		hypothetical protein	0.282	0.526	-0.420	0.632	0.651	-0.086	-0.024	0.405	0.211	1.724	0.148	1.043	-0.258	-0.382	0.356	-1.220	0.287	0.699	0.432	0.727	0.787	1.518	0.427	0.215	0.055	0.069	-0.707	1.141	0.444	1.071	0.642	-0.386	0.742	-0.149
CL21	ABZR87_RS13080	ABZR87_RS13080		hypothetical protein	0.344	-0.347	-1.638	0.434	0.324	-0.059	-0.196	1.035	-0.855	-1.185	0.396	0.298	-0.006	0.136	-0.114	-0.184	-0.170	0.271	0.190	-0.304	0.467	-1.179	-0.603	0.028	0.208	-1.071	0.907	-0.216	0.035	-0.433	0.408	0.069	-0.141	0.091
CL21	ABZR87_RS13085	ABZR87_RS13085		hypothetical protein	-0.136	-0.155	1.609	1.718	-0.221	0.641	-0.519	-0.685	-0.916	-0.725	-0.804	2.212	0.853	-0.718	-0.063	-0.417	0.139	-1.152	0.169	0.694	0.639	0.347	0.346	-0.690	0.194	-0.447	0.402	1.085	2.274	2.913	1.154	-0.650	-0.370	-0.086
CL21	ABZR87_RS13090	ABZR87_RS13090		hypothetical protein	1.534	1.604	-1.249	-0.990	0.333	1.534	2.012	1.845	2.480	1.350	1.936	3.142	0.489	1.446	2.158	1.546	0.950	3.585	2.281	2.386	2.148	0.180	1.718	2.091	2.807	2.671	1.437	2.282	3.152	0.081	2.085	2.509	1.244	2.189
CL21	ABZR87_RS13095	ABZR87_RS13095		hypothetical protein	0.471	0.325	-1.822	0.459	0.549	1.119	-0.014	1.986	0.500	1.326	-2.184	-0.473	1.616	0.063	-0.524	0.435	1.114	0.315	0.391	-0.825	0.736	-0.510	0.523	1.403	0.374	-0.797	-0.277	0.312	0.006	0.515	0.039	-0.642	0.864	-0.227
CL21	ABZR87_RS13100	ABZR87_RS13100		WYL domain-containing protein	0.192	1.101	-0.496	1.145	0.659	1.069	0.595	-0.084	-0.175	-0.519	0.759	1.207	-0.136	0.535	0.911	1.209	-0.424	0.045	0.735	1.165	-0.488	-0.755	0.387	0.748	-0.146	1.199	1.215	0.620	0.357	-1.282	-0.664	-0.175	-0.951	0.190
CL21	ABZR87_RS13105	ABZR87_RS13105		hypothetical protein	1.044	0.770	0.692	0.380	1.293	1.024	-0.232	1.565	0.196	0.696	0.960	1.546	0.844	1.244	0.262	0.357	0.829	0.176	-1.278	1.554	-0.502	2.049	0.528	-0.693	1.397	0.679	1.815	1.609	-0.409	2.089	1.143	-0.001	0.829	0.768
CL21	ABZR87_RS13110	ABZR87_RS13110		hypothetical protein	0.724	-1.219	1.222	1.244	-0.902	0.768	0.722	0.360	-0.826	1.340	-0.593	-0.221	-0.842	0.346	-1.561	-0.766	0.106	1.494	0.421	1.261	0.406	0.513	0.752	0.360	1.021	0.031	0.134	0.612	0.687	-1.347	0.690	-1.518	-0.374	0.876
CL21	ABZR87_RS13115	ABZR87_RS13115		hypothetical protein	0.319	1.910	-0.715	-0.112	0.500	1.690	1.210	1.062	1.503	0.964	0.800	1.575	1.365	2.429	0.665	0.922	1.251	0.931	-0.364	0.770	0.365	-0.244	0.805	1.599	0.711	0.672	1.658	0.580	1.863	1.586	1.478	1.282	0.561	1.574
CL21	ABZR87_RS13120	ABZR87_RS13120		helix-turn-helix transcriptional regulator	1.609	1.060	6.272	5.544	4.638	2.422	2.056	3.056	0.974	3.152	2.130	6.928	4.979	2.236	0.979	-2.016	2.973	3.596	6.751	4.956	5.291	5.182	2.542	-0.193	3.123	2.601	1.968	2.579	7.174	4.612	1.022	2.249	-0.630	2.952
CL21	ABZR87_RS13125	ABZR87_RS13125		hypothetical protein	-0.183	-0.373	1.941	3.648	2.254	0.997	-0.593	0.647	-1.002	0.056	-0.121	4.394	2.213	0.342	0.838	0.029	1.995	-0.705	1.648	3.316	2.144	1.524	0.767	-0.593	0.005	0.334	0.154	1.172	3.945	3.891	0.530	1.238	-1.452	-0.014
CL21	ABZR87_RS13130	ABZR87_RS13130		ogr/Delta-like zinc finger family protein	-0.733	-1.430	2.796	4.849	3.119	1.004	0.660	0.673	0.583	0.065	2.019	4.600	3.460	0.484	1.217	-0.203	-0.543	0.444	3.880	3.919	2.364	1.506	1.426	0.173	1.948	0.589	0.058	1.114	3.916	6.241	0.769	1.737	0.773	1.246
CL21	ABZR87_RS13135	ABZR87_RS13135		Bro-N domain-containing protein	0.224	-0.259	-0.430	2.309	0.751	-0.504	-0.829	-0.381	0.504	0.930	-1.668	1.077	-2.255	-0.412	-0.459	-0.301	-0.689	0.843	1.118	0.524	0.218	-0.962	0.613	0.311	0.269	-0.032	1.062	-0.320	0.524	-0.165	-1.540	1.053	-0.612	0.208
CL21	ABZR87_RS13145	ABZR87_RS13145		hypothetical protein	0.038	-0.182	0.401	-0.431	1.564	-1.281	1.034	1.747	0.194	2.235	0.086	-2.598	-1.935	1.142	1.530	0.498	1.746	1.542	1.066	1.429	-0.456	0.069	0.141	-0.232	0.726	0.012	1.275	0.105	-2.498	-0.802	0.539	1.410	0.594	1.061
CL21	ABZR87_RS13150	ABZR87_RS13150		hypothetical protein	-0.127	-1.559	-2.942	-1.364	-1.264	-1.783	-0.762	-0.601	1.073	-0.133	-1.062	0.445	-0.344	-0.296	1.445	-1.614	0.842	-0.845	-1.430	0.114	-0.017	-0.893	-0.518	0.765	0.061	0.115	0.209	-0.670	-1.563	-0.184	-0.618	-0.681	-1.310	-1.004
CL21	ABZR87_RS13160	ABZR87_RS13160		toprim domain-containing protein	-0.334	0.097	-1.037	0.374	-0.218	0.232	-0.496	-0.245	-0.355	0.213	0.373	-0.378	-0.741	0.811	0.014	-0.663	-0.003	-0.566	-0.532	-0.276	-1.119	0.467	0.055	-0.012	-0.135	0.041	-0.166	-0.196	-0.516	-1.455	0.081	-0.414	-0.598	-0.332
CL21	ABZR87_RS13165	ABZR87_RS13165		hypothetical protein	-1.737	-0.865	0.766	0.094	-0.274	0.242	0.568	-0.630	1.688	-1.139	0.212	0.840	-1.251	0.033	0.319	0.305	0.004	1.059	1.055	0.484	0.952	0.995	0.552	0.599	0.090	1.282	0.416	0.106	1.215	1.513	-0.112	0.682	-0.015	1.392
CL21	ABZR87_RS13170	ABZR87_RS13170		site-specific integrase	0.802	1.155	0.907	-0.911	1.003	0.081	-1.155	0.164	-0.083	0.791	-1.020	-0.011	-1.276	0.681	-0.418	0.351	0.893	0.787	-0.972	-0.711	-0.382	0.834	-0.447	-0.329	-0.206	0.456	0.619	-0.067	0.974	-0.053	-1.082	-1.287	-0.041	-0.255
CL21	ABZR87_RS13175	ABZR87_RS13175		tRNA-Leu	2.453	0.658	-0.839	-0.115	-0.920	-0.647	-1.119	-1.627	-1.087	-0.518	-0.378	-0.635	0.535	-1.276	-1.982	-2.487	-0.732	-0.781	0.937	-1.898	0.353	0.608	-0.533	-0.235	-1.717	-2.678	-1.478	-1.267	-1.214	-0.708	-1.284	-0.618	-2.079	-0.296
CL21	ABZR87_RS13180	ABZR87_RS13180		efflux RND transporter permease subunit	0.450	-0.511	-0.070	-1.628	-1.199	-0.035	-0.851	-0.979	-0.302	0.048	-0.078	0.350	-4.668	-0.610	0.519	-0.050	-0.530	0.710	-0.022	-1.666	0.051	-0.377	-0.545	-0.112	-0.704	-0.526	1.322	-0.298	-0.424	-3.190	-0.071	0.210	-0.076	-1.266
