species_id,nutrient_group,nutrient_core,nutrient_noncore,metal_core,metal_noncore,odds_ratio,fisher_p
s__Streptomyces_sioyaensis--RS_GCF_004122735.1,Phz_genes,1,3,6,0,0.0,0.03333333333333333
s__Streptomyces_sp018614095--RS_GCF_018614095.1,Phz_genes,3,0,7,1,inf,1.0
s__Stenotrophomonas_chelatiphaga--RS_GCF_001431535.1,Phz_genes,2,0,2,0,,1.0
s__Georgenia_thermotolerans--RS_GCF_009193185.1,Phz_genes,3,0,4,0,,1.0
s__Bradyrhizobium_sp005884855--GB_GCA_005884855.1,Phz_genes,2,0,1,3,inf,0.4000000000000001
s__Scandinavium_sp902706205--GB_GCA_902706205.1,Phz_genes,2,0,2,0,,1.0
s__CAG-791_sp900101015--RS_GCF_900101015.1,Phz_genes,0,3,2,16,0.0,1.0
s__CAINDZ01_sp903847545--GB_GCA_903847545.1,Phz_genes,1,1,0,5,inf,0.2857142857142857
s__CAIYPH01_sp903928045--GB_GCA_903928045.1,Phz_genes,1,1,2,1,0.5,1.0
s__Stenotrophomonas_maltophilia_Z--RS_GCF_003651185.1,Phz_genes,2,0,1,4,inf,0.14285714285714288
s__Corynebacterium_mucifaciens--RS_GCF_012396315.1,Phz_genes,0,2,0,3,,1.0
s__Micromonospora_oceanensis--RS_GCF_000383575.1,Phz_genes,3,0,2,0,,1.0
s__Pseudomonas_E_mucidolens--RS_GCF_900106045.1,Phz_genes,2,0,2,0,,1.0
s__Pseudoduganella_plicata--RS_GCF_004421005.1,Phz_genes,2,0,4,0,,1.0
s__Tatumella_citrea--RS_GCF_002163585.1,Phz_genes,3,0,3,0,,1.0
s__Pseudomonas_E_arsenicoxydans--RS_GCF_900103875.1,Phz_genes,2,1,3,3,2.0,1.0
s__Cytobacillus_oceanisediminis_D--RS_GCF_022811925.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Neptunomonas_antarctica--RS_GCF_001305295.1,Phz_genes,2,0,3,0,,1.0
s__Paenibacillus_B_apiarius--RS_GCF_017052585.1,Phz_genes,1,1,2,2,1.0,1.0
s__Ochrobactrum_oryzae--GB_GCA_012103035.1,Phz_genes,2,0,1,2,inf,0.4000000000000001
s__Nocardia_sp023740735--RS_GCF_023740735.1,Phz_genes,2,0,3,0,,1.0
s__BMS3Bbin11_sp002897635--GB_GCA_002897635.1,Phz_genes,0,2,1,9,0.0,1.0
s__Enterococcus_faecalis--RS_GCF_000392875.1,Phz_genes,1,4,2,45,5.625,0.266289592760181
s__Pseudomonas_E_palmensis--RS_GCF_017848315.1,Phz_genes,2,1,2,2,2.0,1.0
s__Klebsiella_planticola--RS_GCF_000735435.1,Phz_genes,3,0,3,2,inf,0.4642857142857143
s__Ochrobactrum_pseudintermedium--RS_GCF_008932435.1,Phz_genes,3,0,2,1,inf,1.0
s__Acetobacter_oryzoeni--RS_GCF_004014775.2,Phz_genes,0,2,3,0,0.0,0.10000000000000002
s__Acidovorax_sp001633105--RS_GCF_001633105.1,Phz_genes,1,3,3,4,0.444,1.0
s__Sulfitobacter_sp001635605--RS_GCF_017743885.1,Phz_genes,1,1,2,6,3.0,1.0
s__JAKASW01_sp021845665--GB_GCA_021845665.1,Phz_genes,1,1,1,3,3.0,1.0
s__Acidovorax_A_citrulli--RS_GCF_900100305.1,Phz_genes,2,0,2,0,,1.0
s__Gottfriedia_sp002564465--GB_GCA_002564465.1,Phz_genes,1,2,4,3,0.375,1.0
s__Nocardiopsis_exhalans--RS_GCF_024134545.1,Phz_genes,1,2,1,2,1.0,1.0
s__Mesorhizobium_sp003952485--RS_GCF_003952485.1,Phz_genes,2,1,4,6,3.0,0.5594405594405595
s__SZUA-287_sp003251275--GB_GCA_003251275.1,Phz_genes,3,1,3,4,4.0,0.5454545454545454
s__Duganella_sp003416895--GB_GCA_003416895.1,Phz_genes,2,0,3,0,,1.0
s__Celeribacter_ethanolicus--RS_GCF_001550095.1,Phz_genes,1,1,1,3,3.0,1.0
s__Prevotella_sp900314655--GB_GCA_900314655.1,Phz_genes,0,2,0,3,,1.0
s__Rhodoferax_sp903839085--GB_GCA_903839085.1,Phz_genes,1,1,3,1,0.333,1.0
s__UBA964_sp903885195--GB_GCA_903885195.1,Phz_genes,1,2,1,3,1.5,1.0
s__Pseudomonas_aeruginosa--RS_GCF_001457615.1,Phz_genes,6,116,2,114,2.948,0.28194967073701505
s__Desulfosporosinus_nitroreducens--RS_GCF_023897015.1,Phz_genes,0,3,1,9,0.0,1.0
s__Actinoalloteichus_cyanogriseus--RS_GCF_000429185.2,Phz_genes,2,1,2,0,0.0,1.0
s__Aminobacterium_colombiense--RS_GCF_000025885.1,Phz_genes,0,3,1,8,0.0,1.0
s__UBA1546_sp001805105--GB_GCA_001805105.1,Phz_genes,0,2,0,6,,1.0
s__Waterburya_sp012034765--GB_GCA_012034765.1,Phz_genes,0,2,3,5,0.0,1.0
s__Moritella_sp013215705--GB_GCA_013215705.1,Phz_genes,1,2,0,2,inf,1.0
s__PH2015_sp014654705--GB_GCA_014654705.1,Phz_genes,1,2,3,2,0.333,1.0
s__JADJLQ01_sp016709995--GB_GCA_016709995.1,Phz_genes,1,1,2,8,4.0,0.4545454545454546
s__Syntrophosphaera_sp002070045--GB_GCA_002070045.1,Phz_genes,0,2,2,2,0.0,0.4666666666666667
s__Ralstonia_mannitolilytica--RS_GCF_905397375.1,Phz_genes,1,2,3,7,1.167,1.0
s__Roseovarius_sp000152845--RS_GCF_000152845.1,Phz_genes,3,2,2,6,4.5,0.29292929292929293
s__Pseudomonas_E_marginalis_C--RS_GCF_008692035.1,Phz_genes,2,1,2,1,1.0,1.0
s__Burkholderia_sp902833045--RS_GCF_902833045.1,Phz_genes,2,3,2,2,0.667,1.0
s__Pseudovibrio_axinellae--RS_GCF_900110875.1,Phz_genes,2,0,3,0,,1.0
s__Spirillospora_litoris--RS_GCF_009733595.1,Phz_genes,2,0,3,0,,1.0
s__Calidithermus_chliarophilus--RS_GCF_000430045.1,Phz_genes,2,0,1,5,inf,0.10714285714285716
s__Streptomyces_longwoodensis--RS_GCF_001514125.1,Phz_genes,1,1,6,0,0.0,0.25
s__Pseudomonas_E_sp009908285--RS_GCF_009908285.1,Phz_genes,3,0,3,0,,1.0
s__Rothia_koreensis--RS_GCF_004136575.1,Phz_genes,1,1,0,3,inf,0.4000000000000001
s__UBA1711_sp900319865--GB_GCA_900319865.1,Phz_genes,1,2,1,1,0.5,1.0
s__Clostridium_R_sp003445895--GB_GCA_003445895.1,Phz_genes,1,1,0,8,inf,0.19999999999999998
s__Rhodoferax_sp903896425--GB_GCA_903896425.1,Phz_genes,0,2,1,11,0.0,1.0
s__Streptomyces_bacillaris--GB_GCA_003268675.1,Phz_genes,2,0,2,13,inf,0.04411764705882353
s__Vibrio_navarrensis--RS_GCF_000764325.1,Phz_genes,0,3,1,3,0.0,1.0
s__Lysinibacillus_sp002340205--GB_GCA_015999545.1,Phz_genes,2,0,2,0,,1.0
s__Stenotrophomonas_sepilia--RS_GCF_003244875.1,Phz_genes,2,5,2,7,1.4,1.0
s__Demequina_sp002384765--GB_GCA_002384765.1,Phz_genes,1,1,1,4,4.0,1.0
s__Clostridium_B_tyrobutyricum--RS_GCF_000359585.1,Phz_genes,0,4,3,3,0.0,0.19999999999999998
s__Streptomyces_yunnanensis--RS_GCF_016917755.1,Phz_genes,2,0,5,1,inf,1.0
s__JAGQXC01_sp020636135--GB_GCA_020636135.1,Phz_genes,2,0,2,1,inf,1.0
s__Roseomonas_B_sp020249775--GB_GCA_020249775.1,Phz_genes,1,1,2,1,0.5,1.0
s__Rhodoferax_C_sp016705575--GB_GCA_016705575.1,Phz_genes,0,2,3,3,0.0,0.46428571428571436
s__AWTP1-13_sp019747815--GB_GCA_019747815.1,Phz_genes,2,1,2,5,5.0,0.5
s__JAHDBV01_sp020629695--GB_GCA_020629695.1,Phz_genes,2,0,2,0,,1.0
s__Agrobacterium_fabrum--RS_GCF_000092025.1,Phz_genes,2,1,3,4,2.667,1.0
s__Burkholderia_cepacia--RS_GCF_001411495.1,Phz_genes,2,9,2,18,2.0,0.6014619418401398
s__Pseudomonas_E_tremae--RS_GCF_001401155.1,Phz_genes,2,1,4,1,0.5,1.0
s__Streptomyces_sp001426585--RS_GCF_001426585.1,Phz_genes,1,2,4,2,0.25,0.5238095238095238
s__Paenibacillus_phytohabitans--RS_GCF_013141775.1,Phz_genes,0,2,3,0,0.0,0.10000000000000002
s__Mycobacterium_saopaulense--RS_GCF_001456355.1,Phz_genes,2,0,2,1,inf,1.0
s__RHBSTW-00994_sp013782625--RS_GCF_013782625.1,Phz_genes,1,1,2,1,0.5,1.0
s__Streptomyces_yatensis--RS_GCF_018069625.1,Phz_genes,3,1,5,0,0.0,0.4444444444444444
s__Pseudomonas_E_foliumensis--RS_GCF_014357575.1,Phz_genes,4,0,1,1,inf,0.3333333333333333
s__Streptosporangium_becharense--RS_GCF_014204985.1,Phz_genes,6,0,2,0,,1.0
s__Rhizobium_sp001657485--RS_GCF_001657485.1,Phz_genes,2,0,5,1,inf,1.0
s__Rufibacter_ruber--RS_GCF_001647275.1,Phz_genes,1,1,4,0,0.0,0.3333333333333333
s__Nocardia_sp009829325--RS_GCF_009829325.1,Phz_genes,2,1,3,2,1.333,1.0
s__Enterococcus_sp017377505--RS_GCF_017377505.1,Phz_genes,2,0,2,0,,1.0
s__Frankia_saprophytica--RS_GCF_000235425.2,Phz_genes,2,0,6,0,,1.0
s__Mycobacterium_sp009729415--RS_GCF_009729415.1,Phz_genes,2,2,5,2,0.4,0.5757575757575757
s__Actinoplanes_ferrugineus_A--RS_GCF_003002065.1,Phz_genes,3,0,2,0,,1.0
s__UBA830_sp905479125--GB_GCA_905479125.1,Phz_genes,1,2,0,3,inf,1.0
s__Lysinibacillus_xylanilyticus--RS_GCF_001183605.1,Phz_genes,0,5,2,2,0.0,0.16666666666666669
s__Alcanivorax_venustensis--RS_GCF_015356855.1,Phz_genes,0,2,2,4,0.0,1.0
s__Sedimentibacter_sp002331025--GB_GCA_002331025.1,Phz_genes,1,1,1,1,1.0,1.0
s__Bordetella_hinzii--RS_GCF_001548475.1,Phz_genes,1,2,3,0,0.0,0.4000000000000001
s__66-474_sp001899805--GB_GCA_001899805.1,Phz_genes,3,0,2,1,inf,1.0
s__Saccharopolyspora_C_sp016526145--RS_GCF_016526145.1,Phz_genes,1,2,3,3,0.5,1.0
s__Acidithiobacillus_ferrooxidans--RS_GCF_000021485.1,Phz_genes,0,2,5,3,0.0,0.44444444444444453
s__Paraburkholderia_terrae--RS_GCF_002902925.1,Phz_genes,3,3,3,2,0.667,1.0
s__Streptomyces_sp019090105--RS_GCF_022846655.1,Phz_genes,4,0,4,0,,1.0
s__Serratia_A_fonticola--RS_GCF_001006005.1,Phz_genes,2,2,2,1,0.5,1.0
s__Mycobacterium_immunogenum--RS_GCF_001605725.1,Phz_genes,2,0,2,0,,1.0
s__Prauserella_A_marina--RS_GCF_002240355.1,Phz_genes,2,0,3,0,,1.0
s__Metabacillus_litoralis_A--RS_GCF_014217835.1,Phz_genes,2,0,3,0,,1.0
s__Micromonospora_profundi--RS_GCF_011927785.1,Phz_genes,3,0,3,0,,1.0
s__Actinophytocola_algeriensis--RS_GCF_014203735.1,Phz_genes,2,0,4,0,,1.0
s__Acidovorax_delafieldii--RS_GCF_007993815.1,Phz_genes,4,1,2,4,8.0,0.24242424242424238
s__Streptomyces_sporangiiformans--RS_GCF_005768555.2,Phz_genes,1,6,6,1,0.028,0.02913752913752914
s__Spirillospora_syzygii--RS_GCF_008085905.1,Phz_genes,0,2,5,0,0.0,0.04761904761904761
s__Sphingobacterium_siyangense--RS_GCF_007830445.1,Phz_genes,0,2,3,6,0.0,1.0
s__UBA3470_sp018665815--GB_GCA_018665815.1,Phz_genes,0,3,1,4,0.0,1.0
s__Thioclava_marina--RS_GCF_002020135.1,Phz_genes,1,1,2,7,3.5,0.49090909090909096
s__Zhengella_sp020637755--GB_GCA_020637755.1,Phz_genes,2,0,1,1,inf,1.0
s__OLB15_sp016717205--GB_GCA_016717205.1,Phz_genes,1,1,1,4,4.0,1.0
s__Streptomyces_samsunensis--RS_GCF_024519315.1,Phz_genes,3,2,6,2,0.5,1.0
s__Phil1_sp002069725--GB_GCA_002069725.1,Phz_genes,2,0,2,0,,1.0
s__Chania_oryzae--RS_GCF_001976145.1,Phz_genes,1,1,2,0,0.0,1.0
s__Mesorhizobium_sp013170825--RS_GCF_013170825.1,Phz_genes,2,1,5,0,0.0,0.375
s__Arthrobacter_humicola--RS_GCF_022803015.1,Phz_genes,0,2,1,3,0.0,1.0
s__Vitreoscilla_massiliensis--RS_GCF_001457815.1,Phz_genes,2,0,2,0,,1.0
s__Chryseobacterium_sp918698085--RS_GCF_918698085.1,Phz_genes,2,0,3,0,,1.0
s__Streptomyces_pristinaespiralis--RS_GCF_001278075.1,Phz_genes,1,1,1,1,1.0,1.0
s__Staphylococcus_agnetis--RS_GCF_002901865.1,Phz_genes,1,1,2,1,0.5,1.0
s__Coprocola_sp000364165--RS_GCF_000364165.2,Phz_genes,2,0,2,0,,1.0
s__Geodermatophilus_amargosae--RS_GCF_900116515.1,Phz_genes,2,0,0,6,inf,0.03571428571428571
s__Arthrobacter_K_bambusae--RS_GCF_022606295.1,Phz_genes,2,0,3,1,inf,1.0
s__Stenotrophomonas_daejeonensis--RS_GCF_001431505.1,Phz_genes,2,0,1,1,inf,1.0
s__Burkholderia_sp000949135--RS_GCF_000949135.2,Phz_genes,2,2,3,1,0.333,1.0
s__Enterococcus_sp002148425--RS_GCF_002148425.1,Phz_genes,2,0,3,0,,1.0
s__Pseudomonas_E_asiatica--RS_GCF_009932335.1,Phz_genes,1,1,4,12,3.0,0.4901960784313726
s__Planktomarina_sp002683685--GB_GCA_002683685.1,Phz_genes,0,2,1,1,0.0,1.0
s__Limnohabitans_A_sp903870145--GB_GCA_903870145.1,Phz_genes,1,2,2,5,1.25,1.0
s__Sulfuritalea_sp903932755--GB_GCA_903932755.1,Phz_genes,1,1,2,6,3.0,1.0
s__Ga0077523_sp020248405--GB_GCA_020248405.1,Phz_genes,2,0,3,0,,1.0
s__Kaistia_hirudinis--RS_GCF_014196455.1,Phz_genes,2,0,2,0,,1.0
s__CAG-238_sp017436705--GB_GCA_017436705.1,Phz_genes,2,2,1,3,3.0,1.0
s__Leptolyngbya_tanganyikae--GB_GCA_019359175.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Chiayiivirga_sp022647565--GB_GCA_022647565.1,Phz_genes,2,0,1,3,inf,0.4000000000000001
s__Streptomyces_acidiscabies--RS_GCF_020010905.1,Phz_genes,3,1,5,1,0.6,1.0
s__Paenibacillus_B_profundus--RS_GCF_021369635.1,Phz_genes,1,1,4,0,0.0,0.3333333333333333
s__Pontibacter_actiniarum--RS_GCF_003585765.1,Phz_genes,2,0,4,0,,1.0
s__Paraburkholderia_phenazinium--RS_GCF_900100735.1,Phz_genes,4,0,2,1,inf,0.42857142857142855
s__Vibrio_sp014596725--RS_GCF_014596725.1,Phz_genes,2,0,1,1,inf,1.0
s__Bacillus_A_sp013314535--RS_GCF_013314535.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Proteus_alimentorum--RS_GCF_002607735.1,Phz_genes,2,0,1,1,inf,1.0
s__Tissierella_carlieri--RS_GCF_002266425.1,Phz_genes,1,1,2,4,2.0,1.0
s__Variovorax_sp003952185--RS_GCF_003952185.1,Phz_genes,3,0,6,1,inf,1.0
s__Limnohabitans_A_sp903953985--GB_GCA_903953985.1,Phz_genes,2,0,3,1,inf,1.0
s__Enterococcus_A_avium--RS_GCF_000406965.1,Phz_genes,0,4,2,3,0.0,0.44444444444444453
s__JAEWAH01_sp023415145--GB_GCA_023415145.1,Phz_genes,1,1,4,2,0.5,1.0
s__CAJCJG01_sp021808185--GB_GCA_021808185.1,Phz_genes,0,2,0,3,,1.0
s__Janibacter_hoylei--RS_GCF_000297495.1,Phz_genes,0,2,2,2,0.0,0.4666666666666667
s__Limnothrix_sp001693275--RS_GCF_001693275.1,Phz_genes,1,1,2,2,1.0,1.0
s__Achromobacter_marplatensis--RS_GCF_002209535.1,Phz_genes,3,0,2,1,inf,1.0
s__Pseudooceanicola_nanhaiensis--RS_GCF_000688295.1,Phz_genes,3,0,4,0,,1.0
s__Legionella_C_rubrilucens--RS_GCF_001468125.1,Phz_genes,2,0,5,0,,1.0
s__Burkholderia_lata_B--RS_GCF_902499335.1,Phz_genes,2,4,3,2,0.333,0.5670995670995672
s__Pseudomonas_E_wadenswilerensis--RS_GCF_900497695.1,Phz_genes,2,0,3,0,,1.0
s__Mesorhizobium_qingshengii--RS_GCF_900103325.1,Phz_genes,2,2,5,2,0.4,0.5757575757575757
s__Flavobacterium_sp900129795--RS_GCF_900129795.1,Phz_genes,3,0,3,0,,1.0
s__Epibacterium_sp022348185--RS_GCF_022348185.1,Phz_genes,2,0,0,3,inf,0.10000000000000002
s__Methylobacterium_platani--RS_GCF_001653715.1,Phz_genes,2,0,3,0,,1.0
s__Xenorhabdus_innexi--RS_GCF_002632485.1,Phz_genes,2,0,1,2,inf,0.4000000000000001
s__Specibacter_glacialis--RS_GCF_002909445.1,Phz_genes,3,0,2,1,inf,1.0
s__Marinitenerispora_sediminis--RS_GCF_003336425.1,Phz_genes,2,0,3,0,,1.0
s__Vescimonas_sp934574095--GB_GCA_934574095.1,Phz_genes,2,1,0,2,inf,0.4000000000000001
s__GAS188_sp019247605--GB_GCA_019247605.1,Phz_genes,2,3,0,3,inf,0.4642857142857143
s__GAS188_sp019247795--GB_GCA_019247795.1,Phz_genes,0,6,1,5,0.0,1.0
s__Streptomyces_humi--RS_GCF_001005085.2,Phz_genes,2,3,7,0,0.0,0.04545454545454545
s__Vibrio_crassostreae_C--RS_GCF_000272045.2,Phz_genes,1,1,1,2,2.0,1.0
s__Rhizobium_favelukesii--RS_GCF_000577275.2,Phz_genes,2,0,2,0,,1.0
s__Cupriavidus_sp000426345--RS_GCF_000426345.1,Phz_genes,2,0,4,2,inf,1.0
s__Halomonas_F_pacifica--RS_GCF_007989625.1,Phz_genes,0,2,3,0,0.0,0.10000000000000002
s__Emticicia_sp002855535--RS_GCF_024138715.1,Phz_genes,2,0,3,4,inf,0.4444444444444444
s__Maribacter_sedimenticola--RS_GCF_900188415.1,Phz_genes,1,2,2,0,0.0,0.4000000000000001
s__Nocardioides_sp001425025--RS_GCF_001425025.1,Phz_genes,2,0,5,0,,1.0
s__Streptomyces_caelestis_A--RS_GCF_001279005.1,Phz_genes,3,0,3,0,,1.0
s__Micromonospora_globispora--RS_GCF_003857015.1,Phz_genes,2,1,3,0,0.0,1.0
s__Nordella_sp005502925--GB_GCA_005502925.1,Phz_genes,3,0,5,1,inf,1.0
s__JABFXX01_sp005887925--GB_GCA_005887925.1,Phz_genes,1,1,0,4,inf,0.3333333333333333
s__Neorhizobium_wenxiniae--RS_GCF_014201355.1,Phz_genes,2,2,2,2,1.0,1.0
s__Brevibacillus_B_laterosporus--RS_GCF_002706795.1,Phz_genes,2,2,3,2,0.667,1.0
s__JACKAQ01_sp020634975--GB_GCA_020634975.1,Phz_genes,0,2,1,4,0.0,1.0
s__Sediminibacterium_sp004297075--GB_GCA_004297075.1,Phz_genes,1,2,2,2,0.5,1.0
s__Mycobacterium_hassiacum--RS_GCF_900603025.1,Phz_genes,1,1,0,2,inf,1.0
s__Cohnella_sp023460795--GB_GCA_023460795.1,Phz_genes,1,2,2,1,0.25,1.0
s__Methylobacterium_sp008039875--RS_GCF_008039875.1,Phz_genes,1,1,2,6,3.0,1.0
s__Pseudomonas_E_viciae--RS_GCF_004786035.1,Phz_genes,2,0,4,0,,1.0
s__Nocardia_neocaledoniensis--RS_GCF_003182135.1,Phz_genes,2,0,1,2,inf,0.4000000000000001
s__Oceanithermus_desulfurans--RS_GCF_014201675.1,Phz_genes,2,0,0,2,inf,0.3333333333333333
s__Sphaerisporangium_siamense--RS_GCF_014205275.1,Phz_genes,2,0,2,0,,1.0
s__Streptosporangium_subroseum--RS_GCF_900188345.1,Phz_genes,4,0,4,0,,1.0
s__Rhizobium_sp017948245--RS_GCF_017948245.1,Phz_genes,2,0,5,0,,1.0
s__Proteus_sp003144375--RS_GCF_023100685.1,Phz_genes,2,0,1,1,inf,1.0
s__Chitinophaga_sp012726295--RS_GCF_012726295.1,Phz_genes,2,0,2,0,,1.0
s__Spirillospora_luteofluorescens--RS_GCF_013409365.1,Phz_genes,4,0,3,0,,1.0
s__Stenotrophomonas_sp004348115--RS_GCF_004348115.1,Phz_genes,3,0,2,0,,1.0
s__Pseudomonas_E_graminis_B--RS_GCF_001705435.1,Phz_genes,1,1,2,2,1.0,1.0
s__Aquitalea_magnusonii--RS_GCF_003202035.1,Phz_genes,0,3,1,3,0.0,1.0
s__Allokutzneria_albata--RS_GCF_900103775.1,Phz_genes,2,0,3,0,,1.0
s__Paracraurococcus_ruber--RS_GCF_004353985.1,Phz_genes,3,5,1,3,1.8,1.0
s__Salinicola_endophyticus--RS_GCF_003206575.1,Phz_genes,2,0,3,0,,1.0
s__Dokdonella_A_sp003142815--GB_GCA_003142815.1,Phz_genes,2,0,2,2,inf,0.4666666666666667
s__SCMT01_sp005502915--GB_GCA_005502915.1,Phz_genes,2,0,2,0,,1.0
s__Pararhizobium_sp900473795--GB_GCA_900473795.1,Phz_genes,2,0,3,0,,1.0
s__Streptomyces_platensis--RS_GCF_008704855.1,Phz_genes,1,3,5,3,0.2,0.5454545454545454
s__Enterocloster_aldenensis--RS_GCF_003434055.1,Phz_genes,1,1,3,1,0.333,1.0
s__Aquabacterium_A_sp945878355--GB_GCA_945878355.1,Phz_genes,1,1,3,4,1.333,1.0
s__Cupriavidus_sp000379565--GB_GCA_022041995.1,Phz_genes,2,0,5,0,,1.0
s__Chryseobacterium_arthrosphaerae--RS_GCF_001684965.1,Phz_genes,2,0,2,3,inf,0.4285714285714286
s__Sedimentibacter_sp003483345--GB_GCA_003483345.1,Phz_genes,0,3,0,9,,1.0
s__Halomonas_venusta--RS_GCF_007989605.1,Phz_genes,2,1,2,0,0.0,1.0
s__JAFDYH01_sp018267535--GB_GCA_018267535.1,Phz_genes,2,1,3,1,0.667,1.0
s__Streptomyces_fimicarius--GB_GCA_002154345.1,Phz_genes,2,2,2,4,2.0,1.0
s__Serratia_J_plymuthica--RS_GCF_001590925.1,Phz_genes,1,2,3,0,0.0,0.4000000000000001
s__Rhizobium_tropici--RS_GCF_000330885.1,Phz_genes,2,0,2,0,,1.0
s__Clostridium_AM_carboxidivorans--RS_GCF_001038625.1,Phz_genes,2,1,3,4,2.667,1.0
s__Bradyrhizobium_japonicum_D--RS_GCF_015291725.1,Phz_genes,2,2,3,1,0.333,1.0
s__Rhodococcus_koreensis--RS_GCF_900105905.1,Phz_genes,2,0,5,3,inf,1.0
s__Streptomyces_diastaticus--RS_GCF_011170125.1,Phz_genes,2,1,3,1,0.667,1.0
s__Rhizobium_gallicum--RS_GCF_000816845.1,Phz_genes,2,1,2,0,0.0,1.0
s__Sphingomonas_yabuuchiae--RS_GCF_014199595.1,Phz_genes,1,1,1,1,1.0,1.0
s__Symmachiella_dynata--RS_GCF_007747995.1,Phz_genes,0,2,4,0,0.0,0.06666666666666667
s__Pararhizobium_oryzae--RS_GCF_900109605.1,Phz_genes,2,0,2,0,,1.0
s__Allorhizobium_sp900466005--GB_GCA_900466005.1,Phz_genes,3,1,4,0,0.0,1.0
s__Frankia_soli--RS_GCF_001854695.1,Phz_genes,1,3,3,5,0.556,1.0
s__Streptomyces_clavifer--GB_GCA_014651175.1,Phz_genes,1,1,5,1,0.2,0.46428571428571425
s__CAG-791_sp900318375--GB_GCA_900318375.1,Phz_genes,1,1,0,3,inf,0.4000000000000001
s__CAIKMD01_sp903828515--GB_GCA_903828515.1,Phz_genes,2,0,2,0,,1.0
s__Marinobacter_nauticus--RS_GCF_003634635.1,Phz_genes,1,2,1,14,7.0,0.31372549019607837
s__Pseudacidovorax_intermedius_A--RS_GCF_001476815.1,Phz_genes,2,0,3,5,inf,0.44444444444444453
s__Methylobacterium_ajmalii--RS_GCF_016613415.1,Phz_genes,2,3,4,4,0.667,1.0
s__Rhizobium_leguminosarum_I--GB_GCA_025152745.1,Phz_genes,2,0,4,0,,1.0
s__Casp-actino5_sp002501485--GB_GCA_002501485.1,Phz_genes,0,3,1,2,0.0,1.0
s__JAEYRA01_sp023410875--GB_GCA_023410875.1,Phz_genes,1,1,4,3,0.75,1.0
s__Qipengyuania_sp001635685--RS_GCF_001635685.1,Phz_genes,1,1,0,2,inf,1.0
s__13-2-20CM-66-19_sp021843755--GB_GCA_021843755.1,Phz_genes,1,2,2,3,0.75,1.0
s__Teredinibacter_turnerae_B--RS_GCF_000023025.1,Phz_genes,2,0,1,1,inf,1.0
s__Actinoplanes_ianthinogenes--RS_GCF_018324205.1,Phz_genes,2,0,7,0,,1.0
s__Streptomyces_atratus--RS_GCF_014648655.1,Phz_genes,2,0,4,1,inf,1.0
s__Pseudomonas_E_fluorescens_AA--RS_GCF_001307275.1,Phz_genes,2,0,3,1,inf,1.0
s__FACHB-T130_sp014695375--RS_GCF_014695375.1,Phz_genes,1,1,3,2,0.667,1.0
s__Microbacterium_azadirachtae_A--RS_GCF_000956505.1,Phz_genes,2,0,3,0,,1.0
s__Micromonospora_sp004348325--RS_GCF_004348325.1,Phz_genes,2,1,3,1,0.667,1.0
s__Allorhizobium_sp900466945--GB_GCA_900466945.1,Phz_genes,2,0,3,0,,1.0
s__Kluyvera_ascorbata_B--RS_GCF_014168815.1,Phz_genes,1,1,2,0,0.0,1.0
s__Fusobacterium_A_sp900015295--RS_GCF_014337255.1,Phz_genes,0,3,2,1,0.0,0.4000000000000001
s__Marinobacter_A_sp002717955--GB_GCA_025153445.1,Phz_genes,2,0,1,2,inf,0.4000000000000001
s__JADJCH01_sp016703325--GB_GCA_016703325.1,Phz_genes,1,1,2,6,3.0,1.0
s__RCIO01_sp023435335--GB_GCA_023435335.1,Phz_genes,2,0,0,4,inf,0.06666666666666667
s__Bifidobacterium_psychraerophilum--RS_GCF_000741705.1,Phz_genes,2,0,2,0,,1.0
s__Vibrio_mediterranei--RS_GCF_900088415.1,Phz_genes,1,4,1,1,0.25,1.0
s__Mycobacterium_shigaense--RS_GCF_002356315.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Micromonospora_pacifica--RS_GCF_000514775.1,Phz_genes,2,0,2,0,,1.0
s__Nocardia_carnea--RS_GCF_000308515.1,Phz_genes,2,0,2,0,,1.0
s__Cedecea_davisae--RS_GCF_000412335.2,Phz_genes,2,0,2,0,,1.0
s__Paraburkholderia_tropica--RS_GCF_900109265.1,Phz_genes,2,0,2,1,inf,1.0
s__Streptomyces_lunaelactis--RS_GCF_003054555.1,Phz_genes,2,0,7,2,inf,1.0
s__Lysobacter_C_maris--RS_GCF_006546735.2,Phz_genes,2,0,2,4,inf,0.4285714285714286
s__Roseomonas_D_haemaphysalidis--RS_GCF_017355405.1,Phz_genes,2,0,3,0,,1.0
s__Pseudoxanthomonas_A_sp900116385--RS_GCF_900116385.1,Phz_genes,3,0,2,1,inf,1.0
s__Flavobacterium_hydatis--RS_GCF_000737695.1,Phz_genes,3,0,5,0,,1.0
s__Muricauda_olearia--RS_GCF_009184425.1,Phz_genes,1,2,2,1,0.25,1.0
s__Flavobacterium_sp002150205--RS_GCF_918731615.1,Phz_genes,1,1,1,2,2.0,1.0
s__Roseomonas_D_wenyumeiae--RS_GCF_003696345.1,Phz_genes,4,0,2,0,,1.0
s__Kocuria_sp025149945--GB_GCA_025149945.1,Phz_genes,3,0,3,0,,1.0
