genus	genus_norm	gtdb_species_clade_id	species_name	mapping_tier
Campylobacter	campylobacter	s__Campylobacter_A_sp012978815--RS_GCF_012978815.1	s__Campylobacter_A_sp012978815	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_pinnipediorum--RS_GCF_002021925.1	s__Campylobacter_A_pinnipediorum	genus_exact
Campylobacter	campylobacter	s__Campylobacter_B_ureolyticus--RS_GCF_013372225.1	s__Campylobacter_B_ureolyticus	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_volucris--RS_GCF_008245045.1	s__Campylobacter_D_volucris	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_sp900539255--GB_GCA_900539255.1	s__Campylobacter_D_sp900539255	genus_exact
Campylobacter	campylobacter	s__Campylobacter_sp900753405--GB_GCA_900753405.1	s__Campylobacter_sp900753405	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_concisus_N--RS_GCF_002914005.1	s__Campylobacter_A_concisus_N	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_concisus_AB--GB_GCA_018375265.1	s__Campylobacter_A_concisus_AB	genus_exact
Campylobacter	campylobacter	s__Campylobacter_E_sp018501205--RS_GCF_022369475.1	s__Campylobacter_E_sp018501205	genus_exact
Campylobacter	campylobacter	s__Campylobacter_hyointestinalis--RS_GCF_013372145.1	s__Campylobacter_hyointestinalis	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_concisus_J--RS_GCF_002913225.1	s__Campylobacter_A_concisus_J	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_concisus_Z--RS_GCF_902460705.1	s__Campylobacter_A_concisus_Z	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_sp003627915--RS_GCF_014931215.1	s__Campylobacter_D_sp003627915	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_caledonicus--RS_GCF_002022005.1	s__Campylobacter_A_caledonicus	genus_exact
Campylobacter	campylobacter	s__Campylobacter_E_sp022369455--RS_GCF_022369455.1	s__Campylobacter_E_sp022369455	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_showae_D--RS_GCF_900699785.1	s__Campylobacter_A_showae_D	genus_exact
Campylobacter	campylobacter	s__Campylobacter_sp945873855--GB_GCA_945873855.1	s__Campylobacter_sp945873855	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_taeniopygiae--RS_GCF_005406225.1	s__Campylobacter_D_taeniopygiae	genus_exact
Campylobacter	campylobacter	s__Campylobacter_B_sp017469645--GB_GCA_017469645.1	s__Campylobacter_B_sp017469645	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_sp004803835--RS_GCF_004803835.1	s__Campylobacter_A_sp004803835	genus_exact
Campylobacter	campylobacter	s__Campylobacter_testudinum--GB_GCA_000495505.1	s__Campylobacter_testudinum	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_armoricus--RS_GCF_013372105.1	s__Campylobacter_D_armoricus	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_concisus_AE--RS_GCF_902460545.1	s__Campylobacter_A_concisus_AE	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_mucosalis--RS_GCF_013372205.1	s__Campylobacter_A_mucosalis	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_concisus_AC--RS_GCF_015679985.1	s__Campylobacter_A_concisus_AC	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_showae--RS_GCF_004803815.1	s__Campylobacter_A_showae	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_jejuni--RS_GCF_001457695.1	s__Campylobacter_D_jejuni	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_concisus_B--RS_GCF_000466745.1	s__Campylobacter_A_concisus_B	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_concisus_A--RS_GCF_000466685.1	s__Campylobacter_A_concisus_A	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_upsaliensis--RS_GCF_900637395.1	s__Campylobacter_D_upsaliensis	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_sp020135845--GB_GCA_020135845.1	s__Campylobacter_D_sp020135845	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_sp016599045--RS_GCF_016599045.1	s__Campylobacter_D_sp016599045	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_concisus_C--RS_GCF_003048615.2	s__Campylobacter_A_concisus_C	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_concisus_D--RS_GCF_003048835.2	s__Campylobacter_A_concisus_D	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_hepaticus--RS_GCF_001687475.2	s__Campylobacter_D_hepaticus	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_sp016598935--RS_GCF_022369435.1	s__Campylobacter_D_sp016598935	genus_exact
Campylobacter	campylobacter	s__Campylobacter_B_hominis--RS_GCF_000017585.1	s__Campylobacter_B_hominis	genus_exact
Campylobacter	campylobacter	s__Campylobacter_fetus--RS_GCF_900475935.1	s__Campylobacter_fetus	genus_exact
Campylobacter	campylobacter	s__Campylobacter_sp017506845--GB_GCA_017506845.1	s__Campylobacter_sp017506845	genus_exact
Campylobacter	campylobacter	s__Campylobacter_B_sp900539505--GB_GCA_900539505.1	s__Campylobacter_B_sp900539505	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_vulpis--RS_GCF_002738305.1	s__Campylobacter_D_vulpis	genus_exact
Campylobacter	campylobacter	s__Campylobacter_B_gracilis--RS_GCF_001190745.1	s__Campylobacter_B_gracilis	genus_exact
Campylobacter	campylobacter	s__Campylobacter_sp002139855--RS_GCF_002139855.1	s__Campylobacter_sp002139855	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_concisus_G--RS_GCF_002912895.1	s__Campylobacter_A_concisus_G	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_concisus_T--RS_GCF_003048375.1	s__Campylobacter_A_concisus_T	genus_exact
Campylobacter	campylobacter	s__Campylobacter_lawsonii--RS_GCF_013372165.1	s__Campylobacter_lawsonii	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_sp008633915--RS_GCF_008633915.1	s__Campylobacter_D_sp008633915	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_lari--RS_GCF_013372185.1	s__Campylobacter_D_lari	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_novaezeelandiae--RS_GCF_004323845.1	s__Campylobacter_D_novaezeelandiae	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_curvus--RS_GCF_013372125.1	s__Campylobacter_A_curvus	genus_exact
Campylobacter	campylobacter	s__Campylobacter_D_subantarcticus--RS_GCF_000816305.1	s__Campylobacter_D_subantarcticus	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_concisus_M--RS_GCF_002914195.1	s__Campylobacter_A_concisus_M	genus_exact
Campylobacter	campylobacter	s__Campylobacter_sp002139875--RS_GCF_002139875.1	s__Campylobacter_sp002139875	genus_exact
Campylobacter	campylobacter	s__Campylobacter_B_geochelonis--RS_GCF_013201685.1	s__Campylobacter_B_geochelonis	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_concisus_R--RS_GCF_002913745.1	s__Campylobacter_A_concisus_R	genus_exact
Campylobacter	campylobacter	s__Campylobacter_infans--GB_GCA_009827235.1	s__Campylobacter_infans	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_concisus_L--RS_GCF_003048595.2	s__Campylobacter_A_concisus_L	genus_exact
Campylobacter	campylobacter	s__Campylobacter_B_blaseri--RS_GCF_013201895.1	s__Campylobacter_B_blaseri	genus_exact
Campylobacter	campylobacter	s__Campylobacter_A_sp013201975--RS_GCF_013201975.1	s__Campylobacter_A_sp013201975	genus_exact
Actinophytocola	actinophytocola	s__Actinophytocola_algeriensis--RS_GCF_014203735.1	s__Actinophytocola_algeriensis	genus_exact
Thermotoga	thermotoga	s__Thermotoga_maritima--RS_GCF_000008545.1	s__Thermotoga_maritima	genus_exact
Thermotoga	thermotoga	s__Thermotoga_neapolitana--RS_GCF_000018945.1	s__Thermotoga_neapolitana	genus_exact
Thermotoga	thermotoga	s__Thermotoga_petrophila--RS_GCF_000016785.1	s__Thermotoga_petrophila	genus_exact
Thermotoga	thermotoga	s__Thermotoga_sp000784835--RS_GCF_000784835.1	s__Thermotoga_sp000784835	genus_exact
Sinomonas	sinomonas	s__Sinomonas_atrocyanea--RS_GCF_001577305.1	s__Sinomonas_atrocyanea	genus_exact
MIZ17	miz17			unmapped
Roseimarinus	roseimarinus			unmapped
Gracilibacter	gracilibacter			unmapped
Phycisphaera	phycisphaera	s__Phycisphaera_mikurensis--RS_GCF_000284115.1	s__Phycisphaera_mikurensis	genus_exact
1013-28-CG33	1013_28_cg33			unmapped
Enhydrobacter	enhydrobacter			unmapped
Collimonas	collimonas	s__Collimonas_sp002325825--GB_GCA_002325825.1	s__Collimonas_sp002325825	genus_exact
Collimonas	collimonas	s__Collimonas_arenae--RS_GCF_001584165.1	s__Collimonas_arenae	genus_exact
Collimonas	collimonas	s__Collimonas_pratensis--RS_GCF_001584185.1	s__Collimonas_pratensis	genus_exact
Collimonas	collimonas	s__Collimonas_humicola--RS_GCF_018304945.1	s__Collimonas_humicola	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_pretoriensis--RS_GCF_900107925.1	s__Amycolatopsis_pretoriensis	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_lexingtonensis--RS_GCF_014873755.1	s__Amycolatopsis_lexingtonensis	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_nivea--RS_GCF_004522235.1	s__Amycolatopsis_nivea	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_echigonensis--RS_GCF_014174495.1	s__Amycolatopsis_echigonensis	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_acidiphila--RS_GCF_021391495.1	s__Amycolatopsis_acidiphila	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_thermoflava--RS_GCF_000473265.1	s__Amycolatopsis_thermoflava	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_vancoresmycina--RS_GCF_000716785.1	s__Amycolatopsis_vancoresmycina	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_methanolica--RS_GCF_000739085.1	s__Amycolatopsis_methanolica	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_sulphurea--RS_GCF_002564045.1	s__Amycolatopsis_sulphurea	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_sp002849735--RS_GCF_002849735.1	s__Amycolatopsis_sp002849735	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_regifaucium--RS_GCF_001613935.1	s__Amycolatopsis_regifaucium	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_mediterranei--RS_GCF_000220945.1	s__Amycolatopsis_mediterranei	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_bartoniae--RS_GCF_014191255.1	s__Amycolatopsis_bartoniae	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_alba--RS_GCF_000384215.1	s__Amycolatopsis_alba	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_keratiniphila--RS_GCF_001620365.2	s__Amycolatopsis_keratiniphila	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_lurida--RS_GCF_900105055.1	s__Amycolatopsis_lurida	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_sp003947415--RS_GCF_003947415.1	s__Amycolatopsis_sp003947415	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_orientalis--RS_GCF_000478275.1	s__Amycolatopsis_orientalis	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_thermalba--RS_GCF_003385215.1	s__Amycolatopsis_thermalba	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_dendrobii--RS_GCF_014145675.1	s__Amycolatopsis_dendrobii	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_tucumanensis--RS_GCF_021654135.1	s__Amycolatopsis_tucumanensis	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_magusensis--RS_GCF_017875555.1	s__Amycolatopsis_magusensis	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_azurea--RS_GCF_001995215.1	s__Amycolatopsis_azurea	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_roodepoortensis--RS_GCF_014873915.1	s__Amycolatopsis_roodepoortensis	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_sp002796545--RS_GCF_002796545.1	s__Amycolatopsis_sp002796545	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_rubida--RS_GCF_900115345.1	s__Amycolatopsis_rubida	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_eburnea--RS_GCF_003937945.1	s__Amycolatopsis_eburnea	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_balhimycina--RS_GCF_000384295.1	s__Amycolatopsis_balhimycina	genus_exact
Amycolatopsis	amycolatopsis	s__Amycolatopsis_japonica--RS_GCF_000732925.1	s__Amycolatopsis_japonica	genus_exact
Chitinophagaceae	chitinophagaceae			unmapped
Thermoflexus	thermoflexus	s__Thermoflexus_sp025055495--GB_GCA_025055495.1	s__Thermoflexus_sp025055495	genus_exact
Thermoflexus	thermoflexus	s__Thermoflexus_sinensis--GB_GCA_016842045.1	s__Thermoflexus_sinensis	genus_exact
Thermoflexus	thermoflexus	s__Thermoflexus_hugenholtzii--RS_GCF_900187885.1	s__Thermoflexus_hugenholtzii	genus_exact
Desulfitobacterium	desulfitobacterium	s__Desulfitobacterium_dehalogenans--RS_GCF_000243155.2	s__Desulfitobacterium_dehalogenans	genus_exact
Desulfitobacterium	desulfitobacterium	s__Desulfitobacterium_hafniense--RS_GCF_000021925.1	s__Desulfitobacterium_hafniense	genus_exact
Zymobacter	zymobacter	s__Zymobacter_palmae--RS_GCF_003610015.1	s__Zymobacter_palmae	genus_exact
Oxobacter	oxobacter			unmapped
Aureispira	aureispira	s__Aureispira_sp000724545--RS_GCF_000724545.1	s__Aureispira_sp000724545	genus_exact
Candidatus_Nealsonbacteria	candidatus_nealsonbacteria			unmapped
MSB-5B2	msb_5b2			unmapped
Brocadiales	brocadiales			unmapped
Runella	runella	s__Runella_limosa--RS_GCF_000482465.1	s__Runella_limosa	genus_exact
Runella	runella	s__Runella_zeae--RS_GCF_000423565.1	s__Runella_zeae	genus_exact
Runella	runella	s__Runella_defluvii--RS_GCF_014195535.1	s__Runella_defluvii	genus_exact
Runella	runella	s__Runella_sp009905605--RS_GCF_009905605.1	s__Runella_sp009905605	genus_exact
Cerasicoccus	cerasicoccus	s__Cerasicoccus_arenae--RS_GCF_014651635.1	s__Cerasicoccus_arenae	genus_exact
Coprococcus	coprococcus	s__Coprococcus_sp000154245--GB_GCA_020735665.1	s__Coprococcus_sp000154245	genus_exact
Coprococcus	coprococcus	s__Coprococcus_sp900548315--GB_GCA_900548315.1	s__Coprococcus_sp900548315	genus_exact
Coprococcus	coprococcus	s__Coprococcus_A_catus--RS_GCF_019734885.1	s__Coprococcus_A_catus	genus_exact
Coprococcus	coprococcus	s__Coprococcus_sp900767685--GB_GCA_900767685.1	s__Coprococcus_sp900767685	genus_exact
Coprococcus	coprococcus	s__Coprococcus_sp900548215--GB_GCA_900548215.1	s__Coprococcus_sp900548215	genus_exact
Coprococcus	coprococcus	s__Coprococcus_eutactus--GB_GCA_025149915.1	s__Coprococcus_eutactus	genus_exact
Coprococcus	coprococcus	s__Coprococcus_eutactus_A--RS_GCF_001404675.1	s__Coprococcus_eutactus_A	genus_exact
Coprococcus	coprococcus	s__Coprococcus_sp934277375--GB_GCA_934277375.1	s__Coprococcus_sp934277375	genus_exact
Coprococcus	coprococcus	s__Coprococcus_A_catus_A--RS_GCF_902381825.1	s__Coprococcus_A_catus_A	genus_exact
Coprococcus	coprococcus	s__Coprococcus_sp000433075--RS_GCF_003482105.1	s__Coprococcus_sp000433075	genus_exact
Coprococcus	coprococcus	s__Coprococcus_sp900066115--RS_GCF_003461625.1	s__Coprococcus_sp900066115	genus_exact
Coprococcus	coprococcus	s__Coprococcus_sp016297325--GB_GCA_016297325.1	s__Coprococcus_sp016297325	genus_exact
Nitrospina	nitrospina	s__Nitrospina_gracilis--RS_GCF_000341545.2	s__Nitrospina_gracilis	genus_exact
Gelria	gelria			unmapped
RBG-16-58-14	rbg_16_58_14			unmapped
Beggiatoa	beggiatoa	s__Beggiatoa_leptomitoformis--RS_GCF_001305575.3	s__Beggiatoa_leptomitoformis	genus_exact
Chthonobacter	chthonobacter			unmapped
Smaragdicoccus	smaragdicoccus	s__Smaragdicoccus_niigatensis--RS_GCF_000380645.1	s__Smaragdicoccus_niigatensis	genus_exact
Niveispirillum	niveispirillum	s__Niveispirillum_cyanobacteriorum--RS_GCF_002868735.1	s__Niveispirillum_cyanobacteriorum	genus_exact
Niveispirillum	niveispirillum	s__Niveispirillum_sp900188385--RS_GCF_900188385.1	s__Niveispirillum_sp900188385	genus_exact
Derxia	derxia			unmapped
Clostridium_sensu_stricto_10	clostridium_sensu_stricto_10			unmapped
Cryptanaerobacter	cryptanaerobacter			unmapped
Anaerofustis	anaerofustis	s__Anaerofustis_sp900549875--RS_GCF_024623185.1	s__Anaerofustis_sp900549875	genus_exact
Anaerofustis	anaerofustis	s__Anaerofustis_stercorihominis_A--RS_GCF_005844425.1	s__Anaerofustis_stercorihominis_A	genus_exact
Anaerofustis	anaerofustis	s__Anaerofustis_stercorihominis--RS_GCF_000154825.1	s__Anaerofustis_stercorihominis	genus_exact
Persephonella	persephonella	s__Persephonella_marina--RS_GCF_000021565.1	s__Persephonella_marina	genus_exact
Persephonella	persephonella	s__Persephonella_sp015487465--GB_GCA_015487465.1	s__Persephonella_sp015487465	genus_exact
Methanosaeta	methanosaeta			unmapped
Tepidamorphus	tepidamorphus			unmapped
Thermaerobacter	thermaerobacter	s__Thermaerobacter_subterraneus--RS_GCF_000183545.2	s__Thermaerobacter_subterraneus	genus_exact
SCGC_AAA164-E04	scgc_aaa164_e04			unmapped
Carnobacterium	carnobacterium	s__Carnobacterium_A_mobile--RS_GCF_000744825.1	s__Carnobacterium_A_mobile	genus_exact
Carnobacterium	carnobacterium	s__Carnobacterium_A_jeotgali--RS_GCF_000745125.1	s__Carnobacterium_A_jeotgali	genus_exact
Carnobacterium	carnobacterium	s__Carnobacterium_A_iners--RS_GCF_900177385.1	s__Carnobacterium_A_iners	genus_exact
Carnobacterium	carnobacterium	s__Carnobacterium_divergens--RS_GCF_000744255.1	s__Carnobacterium_divergens	genus_exact
Carnobacterium	carnobacterium	s__Carnobacterium_A_inhibens--RS_GCF_000746825.1	s__Carnobacterium_A_inhibens	genus_exact
Carnobacterium	carnobacterium	s__Carnobacterium_maltaromaticum--RS_GCF_000744945.1	s__Carnobacterium_maltaromaticum	genus_exact
Carnobacterium	carnobacterium	s__Carnobacterium_A_alterfunditum--RS_GCF_000744115.1	s__Carnobacterium_A_alterfunditum	genus_exact
Carnobacterium	carnobacterium	s__Carnobacterium_A_sp001483965--RS_GCF_001483965.1	s__Carnobacterium_A_sp001483965	genus_exact
Carnobacterium	carnobacterium	s__Carnobacterium_divergens_A--RS_GCF_900258435.1	s__Carnobacterium_divergens_A	genus_exact
Carnobacterium	carnobacterium	s__Carnobacterium_A_viridans--RS_GCF_900102725.1	s__Carnobacterium_A_viridans	genus_exact
Pannonibacter	pannonibacter	s__Pannonibacter_sp009915765--RS_GCF_009915765.1	s__Pannonibacter_sp009915765	genus_exact
Pannonibacter	pannonibacter	s__Pannonibacter_phragmitetus--RS_GCF_000382365.1	s__Pannonibacter_phragmitetus	genus_exact
Pannonibacter	pannonibacter	s__Pannonibacter_indicus--RS_GCF_001418225.1	s__Pannonibacter_indicus	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_carrageenovora--RS_GCF_900239935.1	s__Pseudoalteromonas_carrageenovora	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_sp001974875--RS_GCF_001974875.1	s__Pseudoalteromonas_sp001974875	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_lipolytica_A--RS_GCF_001306915.1	s__Pseudoalteromonas_lipolytica_A	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_luteoviolacea_F--RS_GCF_001625565.1	s__Pseudoalteromonas_luteoviolacea_F	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_spongiae--RS_GCF_000238255.3	s__Pseudoalteromonas_spongiae	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_sp003590335--RS_GCF_003590335.1	s__Pseudoalteromonas_sp003590335	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_luteoviolacea_G--RS_GCF_001750165.1	s__Pseudoalteromonas_luteoviolacea_G	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_arabiensis--RS_GCF_001550155.1	s__Pseudoalteromonas_arabiensis	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_lipolytica_C--RS_GCF_004792295.1	s__Pseudoalteromonas_lipolytica_C	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_sp002591815--RS_GCF_016695175.1	s__Pseudoalteromonas_sp002591815	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_aurantia--RS_GCF_014858725.1	s__Pseudoalteromonas_aurantia	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_galatheae--RS_GCF_005886105.2	s__Pseudoalteromonas_galatheae	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_gelatinilytica--RS_GCF_001641615.1	s__Pseudoalteromonas_gelatinilytica	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_sp002684115--RS_GCF_022398475.1	s__Pseudoalteromonas_sp002684115	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_sp002685175--RS_GCF_013391845.1	s__Pseudoalteromonas_sp002685175	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_sp001269985--RS_GCF_001269985.1	s__Pseudoalteromonas_sp001269985	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_arctica--RS_GCF_000238395.3	s__Pseudoalteromonas_arctica	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_tetraodonis--RS_GCF_002310835.1	s__Pseudoalteromonas_tetraodonis	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_sp011378855--RS_GCF_011378855.1	s__Pseudoalteromonas_sp011378855	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_sp001974855--RS_GCF_004328665.1	s__Pseudoalteromonas_sp001974855	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_ruthenica--RS_GCF_008808095.1	s__Pseudoalteromonas_ruthenica	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_aliena--RS_GCF_014905615.1	s__Pseudoalteromonas_aliena	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_sp000498095--RS_GCF_000498095.1	s__Pseudoalteromonas_sp000498095	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_prydzensis--RS_GCF_001661495.1	s__Pseudoalteromonas_prydzensis	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_espejiana--RS_GCF_002221525.1	s__Pseudoalteromonas_espejiana	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_sp001468485--RS_GCF_001468485.1	s__Pseudoalteromonas_sp001468485	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_haloplanktis--RS_GCF_000238355.1	s__Pseudoalteromonas_haloplanktis	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_aurantia_A--RS_GCF_005886875.1	s__Pseudoalteromonas_aurantia_A	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_fuliginea--RS_GCF_000690055.1	s__Pseudoalteromonas_fuliginea	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_luteoviolacea_H--RS_GCF_000814765.1	s__Pseudoalteromonas_luteoviolacea_H	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_rubra_A--RS_GCF_000967655.1	s__Pseudoalteromonas_rubra_A	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_marina--RS_GCF_000238335.3	s__Pseudoalteromonas_marina	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_atlantica--GB_GCA_007988745.1	s__Pseudoalteromonas_atlantica	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_undina--RS_GCF_000238275.3	s__Pseudoalteromonas_undina	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_luteoviolacea--RS_GCF_001625655.1	s__Pseudoalteromonas_luteoviolacea	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_sp002964765--RS_GCF_002964765.1	s__Pseudoalteromonas_sp002964765	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_rhizosphaerae--RS_GCF_902498845.1	s__Pseudoalteromonas_rhizosphaerae	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_distincta--RS_GCF_000814675.1	s__Pseudoalteromonas_distincta	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_elyakovii--GB_GCA_000814665.1	s__Pseudoalteromonas_elyakovii	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_sp002850255--RS_GCF_002850255.1	s__Pseudoalteromonas_sp002850255	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_rubra_E--RS_GCF_005887095.1	s__Pseudoalteromonas_rubra_E	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_tunicata--RS_GCF_002310815.1	s__Pseudoalteromonas_tunicata	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_luteoviolacea_C--RS_GCF_001696455.1	s__Pseudoalteromonas_luteoviolacea_C	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_phenolica--RS_GCF_001444405.1	s__Pseudoalteromonas_phenolica	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_lipolytica--RS_GCF_900116435.1	s__Pseudoalteromonas_lipolytica	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_sp002723455--RS_GCF_002723455.1	s__Pseudoalteromonas_sp002723455	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_phenolica_A--RS_GCF_005886345.1	s__Pseudoalteromonas_phenolica_A	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_nigrifaciens--RS_GCF_002221505.1	s__Pseudoalteromonas_nigrifaciens	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_viridis--RS_GCF_017742995.1	s__Pseudoalteromonas_viridis	genus_exact
Pseudoalteromonas	pseudoalteromonas	s__Pseudoalteromonas_piscicida--RS_GCF_000238315.3	s__Pseudoalteromonas_piscicida	genus_exact
