sdt_sample_name	sdt_community_name	genus	phylum	read_count
GW754-40-1-7-13	GW754-40-1-7-13 10 micron filter	Saccharimonadales	Patescibacteria	7.0
GW098-57-1-22-13	GW098-57-1-22-13 10 micron filter	Margulisbacteria	Margulisbacteria	9.0
FW109-40-92-11-14-12	FW109-40-92-11-14-12 0.2 micron filter	Terrabacter	Actinobacteriota	25.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	Sh765B-TzT-20	Chloroflexi	15.0
GW715-65-2-12-13	GW715-65-2-12-13 10 micron filter	Methylocystis	Proteobacteria	57.0
GW057-10-1-8-13	GW057-10-1-8-13 0.2 micron filter	Holophagaceae	Acidobacteriota	21.0
GW705-9-2-21-13	GW705-9-2-21-13 0.2 micron filter	Kapabacteriales	Bacteroidota	11.0
GW526-15-11-27-12	GW526-15-11-27-12 10 micron filter	Spirochaeta	Spirochaetota	740.0
GW800-12-12-12	GW800-12-12-12 10 micron filter	Chitinophaga	Bacteroidota	15.0
FW301-7-25-12	FW301-7-25-12 0.2 micron filter	AKAU3564_sediment_group	Planctomycetota	7.0
GW921-86-1-28-13	GW921-86-1-28-13 0.2 micron filter	Aenigmarchaeales	Aenigmarchaeota	8.0
GW694-33-12-3-12	GW694-33-12-3-12 0.2 micron filter	uncultured	Actinobacteriota	11.0
GW755-69-1-8-13	GW755-69-1-8-13 10 micron filter	BD2-11_terrestrial_group	Gemmatimonadota	13.0
GW122-78-11-14-12	GW122-78-11-14-12 0.2 micron filter	Geothrix	Acidobacteriota	54.0
FW104-67-11-14-12	FW104-67-11-14-12 10 micron filter	Candidatus_Peregrinibacteria	Patescibacteria	203.0
GW779-8-2-18-13	GW779-8-2-18-13 10 micron filter	Reyranella	Proteobacteria	514.0
GW220-50-12-12-12	GW220-50-12-12-12 10 micron filter	Lineage_IV	Elusimicrobiota	91.0
GW066-71-2-20-13	GW066-71-2-20-13 0.2 micron filter	Undibacterium	Proteobacteria	23.0
GW526-15-11-27-12	GW526-15-11-27-12 10 micron filter	Sphingomonas	Proteobacteria	4.0
GW127-16-11-26-12	GW127-16-11-26-12 10 micron filter	Pseudomonas	Proteobacteria	18.0
GW754-40-1-7-13	GW754-40-1-7-13 0.2 micron filter	possible_genus_04	Fibrobacterota	64.0
GW101-7-26-12	GW101-7-26-12 0.2 micron filter	Acetothermiia	Acetothermia	5.0
GW761-29-1-28-13	GW761-29-1-28-13 0.2 micron filter	Candidatus_Amesbacteria	Patescibacteria	11.0
FW301-81-2-20-13	FW301-81-2-20-13 0.2 micron filter	Pla4_lineage	Planctomycetota	14.0
GW533-48-11-28-12	GW533-48-11-28-12 10 micron filter	Abditibacterium	Abditibacteriota	2.0
GW089-62-1-7-13	GW089-62-1-7-13 10 micron filter	mle1-27	Myxococcota	28.0
GW683-53-2-18-13	GW683-53-2-18-13 10 micron filter	IMCC26256	Actinobacteriota	22.0
PTMW02-4-12-11-12	PTMW02-4-12-11-12 10 micron filter	Subgroup_7	Acidobacteriota	91.0
GW151-12-12-12	GW151-12-12-12 10 micron filter	966-1	Proteobacteria	32.0
GW123-93-11-14-12	GW123-93-11-14-12 10 micron filter	Kapabacteriales	Bacteroidota	4.0
FW109-35-61-11-14-12	FW109-35-61-11-14-12 10 micron filter	Polaromonas	Proteobacteria	238.0
GW925-68-1-28-13	GW925-68-1-28-13 10 micron filter	Bryobacter	Acidobacteriota	4.0
FW106-11-13-12	FW106-11-13-12 10 micron filter	Hungateiclostridium	Firmicutes	4.0
GW736-14-12-3-12	GW736-14-12-3-12 0.2 micron filter	B1-7BS	Proteobacteria	18.0
FW109-2-7-25-12	FW109-2-7-25-12 0.2 micron filter	Bacillus	Firmicutes	5.0
GW314-97-2-19-13	GW314-97-2-19-13 0.2 micron filter	Candidatus_Methanoperedens	Halobacterota	21.0
GW314-97-2-19-13	GW314-97-2-19-13 10 micron filter	Cytophaga	Bacteroidota	5.0
GW101-7-26-12	GW101-7-26-12 0.2 micron filter	Subgroup_2	Acidobacteriota	179.0
GW750-28-12-12-12	GW750-28-12-12-12 0.2 micron filter	GOUTB8	Acidobacteriota	44.0
GW715-65-2-12-13	GW715-65-2-12-13 10 micron filter	Oligoflexus	Bdellovibrionota	36.0
FW301-81-2-20-13	FW301-81-2-20-13 0.2 micron filter	Candidatus_Giovannonibacteria	Patescibacteria	55.0
GW779-8-2-18-13	GW779-8-2-18-13 10 micron filter	Phaeodactylibacter	Bacteroidota	355.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	Candidatus_Portnoybacteria	Patescibacteria	14.0
DP16D-67-11-27-12	DP16D-67-11-27-12 0.2 micron filter	Rhodanobacteraceae	Proteobacteria	167.0
GW086-25-12-3-12	GW086-25-12-3-12 0.2 micron filter	Methylobacterium-Methylorubrum	Proteobacteria	99.0
FW510-26-11-26-12	FW510-26-11-26-12 0.2 micron filter	Parcubacteria	Patescibacteria	15.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	Pseudarcicella	Bacteroidota	937.0
GW715-65-2-12-13	GW715-65-2-12-13 10 micron filter	WX65	Methylomirabilota	7.0
GW533-48-11-28-12	GW533-48-11-28-12 0.2 micron filter	NS11-12_marine_group	Bacteroidota	48.0
FW126-7-25-12	FW126-7-25-12 10 micron filter	Berkelbacteria	Patescibacteria	40.0
GW085-58-12-3-12	GW085-58-12-3-12 0.2 micron filter	Candidatus_Yanofskybacteria	Patescibacteria	2.0
GW755-69-1-8-13	GW755-69-1-8-13 10 micron filter	Sediminibacterium	Bacteroidota	22.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	BD7-11	Planctomycetota	30.0
DP16D-67-11-27-12	DP16D-67-11-27-12 10 micron filter	Sva0485	Sva0485	102.0
GW804-13-2-11-13	GW804-13-2-11-13 10 micron filter	Candidatus_Spechtbacteria	Patescibacteria	6.0
GW098-57-1-22-13	GW098-57-1-22-13 10 micron filter	CG1-02-32-21	Micrarchaeota	5.0
GW764-23-1-11-13	GW764-23-1-11-13 0.2 micron filter	PAUC34f	PAUC34f	31.0
GW246-1-11-26-12	GW246-1-11-26-12 10 micron filter	uncultured	Bdellovibrionota	11.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	DEV114	Verrucomicrobiota	12.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	Enterococcus	Firmicutes	9.0
FW109-2-7-25-12	FW109-2-7-25-12 10 micron filter	Candidatus_Tenderia	Proteobacteria	35.0
GW085-58-12-3-12	GW085-58-12-3-12 10 micron filter	Vicinamibacteraceae	Acidobacteriota	233.0
FW106-11-13-12	FW106-11-13-12 10 micron filter	PLTA13	Proteobacteria	61.0
GW804-13-2-11-13	GW804-13-2-11-13 0.2 micron filter	AKYH767	Bacteroidota	3.0
GW773-35-2-4-13	GW773-35-2-4-13 0.2 micron filter	Candidatus_Kerfeldbacteria	Patescibacteria	15.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 10 micron filter	S-70	Planctomycetota	10.0
GW704-5-12-17-12	GW704-5-12-17-12 10 micron filter	Neisseria	Proteobacteria	391.0
GW737-12-12-12	GW737-12-12-12 0.2 micron filter	GAL15	GAL15	13.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	VHS-B3-70	Myxococcota	96.0
GW773-35-2-4-13	GW773-35-2-4-13 0.2 micron filter	Methylobacter	Proteobacteria	365.0
GW754-40-1-7-13	GW754-40-1-7-13 10 micron filter	RBG-13-54-9	Chloroflexi	9.0
FW301-7-25-12	FW301-7-25-12 0.2 micron filter	FW22	Chloroflexi	6.0
GW631-98-12-11-12	GW631-98-12-11-12 10 micron filter	oc32	Proteobacteria	28.0
DP16D-67-11-27-12	DP16D-67-11-27-12 10 micron filter	Sandaracinus	Myxococcota	10.0
GW537-24-11-26-12	GW537-24-11-26-12 0.2 micron filter	Sediminibacterium	Bacteroidota	5.0
GW765-77-1-11-13	GW765-77-1-11-13 10 micron filter	DEV114	Verrucomicrobiota	10.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	Reyranella	Proteobacteria	77.0
FW410-28-46-11-13-12	FW410-28-46-11-13-12 10 micron filter	Parvibaculum	Proteobacteria	171.0
FW301-81-10-19-12	FW301-81-10-19-12 0.2 micron filter	Chthoniobacter	Verrucomicrobiota	4.0
GW220-50-12-12-12	GW220-50-12-12-12 0.2 micron filter	JG36-GS-52	Proteobacteria	15.0
GW247-7-11-14-12	GW247-7-11-14-12 0.2 micron filter	Nocardioides	Actinobacteriota	302.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	PS-B29	Myxococcota	59.0
GW705-9-2-21-13	GW705-9-2-21-13 10 micron filter	Desulfatirhabdium	Desulfobacterota	263.0
GW803-31-1-23-13	GW803-31-1-23-13 10 micron filter	Sulfuritalea	Proteobacteria	46.0
GW198-41-2-11-13	GW198-41-2-11-13 0.2 micron filter	Leptospirillum	Nitrospirota	12.0
GW127-16-11-26-12	GW127-16-11-26-12 0.2 micron filter	SPG12-343-353-B75	Chloroflexi	3.0
FW109-40-92-11-14-12	FW109-40-92-11-14-12 0.2 micron filter	4-29-1	Nitrospirota	130.0
GW385-80-2-18-13	GW385-80-2-18-13 10 micron filter	Pedobacter	Bacteroidota	4.0
GW089-62-1-7-13	GW089-62-1-7-13 10 micron filter	OM27_clade	Bdellovibrionota	57.0
DP16D-67-11-27-12	DP16D-67-11-27-12 10 micron filter	Clostridium_sensu_stricto_9	Firmicutes	2.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	Ruminiclostridium	Firmicutes	19.0
GW763-23-1-22-13	GW763-23-1-22-13 0.2 micron filter	Candidatus_Yanofskybacteria	Patescibacteria	19.0
GW654-0-1-7-13	GW654-0-1-7-13 0.2 micron filter	Sphingomonas	Proteobacteria	67.0
GW148-12-17-12	GW148-12-17-12 0.2 micron filter	uncultured	Euryarchaeota	15.0
GW654-0-1-7-13	GW654-0-1-7-13 0.2 micron filter	Sh765B-TzT-35	Methylomirabilota	6.0
GW929-2-11-13	GW929-2-11-13 10 micron filter	Pseudonocardia	Actinobacteriota	76.0
GW765-77-1-11-13	GW765-77-1-11-13 10 micron filter	BIrii41	Myxococcota	10.0
GW084-56-11-28-12	GW084-56-11-28-12 0.2 micron filter	Propionivibrio	Proteobacteria	19.0
GW533-48-11-28-12	GW533-48-11-28-12 0.2 micron filter	Paenarthrobacter	Actinobacteriota	11.0
GW715-65-2-12-13	GW715-65-2-12-13 0.2 micron filter	Planctopirus	Planctomycetota	3.0
GW750-28-12-12-12	GW750-28-12-12-12 0.2 micron filter	WOR-1	WOR-1	114.0
GW750-28-12-12-12	GW750-28-12-12-12 0.2 micron filter	Thermomonas	Proteobacteria	90.0
GW929-2-11-13	GW929-2-11-13 10 micron filter	Group_1.1c	Crenarchaeota	3.0
GW750-28-12-12-12	GW750-28-12-12-12 10 micron filter	IS-44	Proteobacteria	19.0
GW694-33-12-3-12	GW694-33-12-3-12 0.2 micron filter	661239	Chloroflexi	32.0
GW533-48-11-28-12	GW533-48-11-28-12 10 micron filter	Truepera	Deinococcota	3.0
GW775-88-1-29-13	GW775-88-1-29-13 10 micron filter	FCPU426	FCPU426	12.0
FW301-7-25-12	FW301-7-25-12 0.2 micron filter	FCPU426	FCPU426	14.0
GW753-79-1-7-13	GW753-79-1-7-13 10 micron filter	Cavicella	Proteobacteria	4.0
FW301-81-2-20-13	FW301-81-2-20-13 10 micron filter	PAUC26f	Acidobacteriota	5.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	Methylobacterium-Methylorubrum	Proteobacteria	77.0
GW101-7-26-12	GW101-7-26-12 0.2 micron filter	Pedosphaeraceae	Verrucomicrobiota	61.0
GW773-35-2-4-13	GW773-35-2-4-13 0.2 micron filter	Edaphobaculum	Bacteroidota	4.0
GW526-15-11-27-12	GW526-15-11-27-12 10 micron filter	Candidatus_Falkowbacteria	Patescibacteria	18.0
GW246-1-11-26-12	GW246-1-11-26-12 10 micron filter	Woesearchaeales	Nanoarchaeota	2.0
FW126-7-25-12	FW126-7-25-12 0.2 micron filter	Aquicella	Proteobacteria	155.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	UBA12409	Dependentiae	3.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	Pedobacter	Bacteroidota	234.0
FW300-59-10-19-12	FW300-59-10-19-12 0.2 micron filter	Caulobacter	Proteobacteria	11.0
GW706-96-12-17-12	GW706-96-12-17-12 0.2 micron filter	uncultured	Acidobacteriota	45.0
GW750-28-12-12-12	GW750-28-12-12-12 10 micron filter	GOUTB8	Acidobacteriota	51.0
TPB16-7-26-12	TPB16-7-26-12 0.2 micron filter	Nitrospira	Nitrospirota	58.0
GW928-54-2-11-13	GW928-54-2-11-13 0.2 micron filter	Subgroup_5	Acidobacteriota	3.0
FW301-81-10-19-12	FW301-81-10-19-12 10 micron filter	Candidatus_Campbellbacteria	Patescibacteria	16.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	Babeliales	Dependentiae	175.0
GW283-43-1-29-13	GW283-43-1-29-13 10 micron filter	NKB15	NKB15	27.0
GW704-5-12-17-12	GW704-5-12-17-12 10 micron filter	Proteiniphilum	Bacteroidota	435.0
GW636-32-1-28-13	GW636-32-1-28-13 0.2 micron filter	GAL15	GAL15	10.0
GW122-78-11-14-12	GW122-78-11-14-12 0.2 micron filter	Desulfurivibrio	Desulfobacterota	7.0
GW127-16-11-26-12	GW127-16-11-26-12 0.2 micron filter	CCM11a	Planctomycetota	42.0
GW066-71-2-20-13	GW066-71-2-20-13 10 micron filter	GWD2-49-16	Chloroflexi	11.0
FW301-81-10-19-12	FW301-81-10-19-12 10 micron filter	Desulfomonile	Desulfobacterota	242.0
GW122-78-11-14-12	GW122-78-11-14-12 0.2 micron filter	SM1A02	Planctomycetota	11.0
GW084-56-11-28-12	GW084-56-11-28-12 0.2 micron filter	HDB-SIOI1093	Nitrospirota	43.0
GW775-88-1-29-13	GW775-88-1-29-13 10 micron filter	PLTA13	Proteobacteria	231.0
GW928-54-2-11-13	GW928-54-2-11-13 10 micron filter	SH3-11	Verrucomicrobiota	53.0
GW658-63-1-23-13	GW658-63-1-23-13 10 micron filter	OPB41	Actinobacteriota	53.0
GW705-9-2-21-13	GW705-9-2-21-13 10 micron filter	Thermomonas	Proteobacteria	19.0
GW228-12-2-4-13	GW228-12-2-4-13 10 micron filter	Soehngenia	Firmicutes	27.0
GW101-11-13-12	GW101-11-13-12 0.2 micron filter	Methylogaea	Proteobacteria	246.0
FW511-61-11-26-12	FW511-61-11-26-12 10 micron filter	Bacillus	Firmicutes	46.0
GW764-23-1-11-13	GW764-23-1-11-13 10 micron filter	Pelagibacterium	Proteobacteria	4.0
GW089-62-1-7-13	GW089-62-1-7-13 10 micron filter	Legionella	Proteobacteria	57.0
FW300-59-10-19-12	FW300-59-10-19-12 10 micron filter	PLTA13	Proteobacteria	46.0
TPB16-81-11-28-12	TPB16-81-11-28-12 10 micron filter	Citrifermentans	Desulfobacterota	244.0
GW350-74-2-12-13	GW350-74-2-12-13 0.2 micron filter	Lineage_IIa	Elusimicrobiota	4.0
FW301-81-2-20-13	FW301-81-2-20-13 0.2 micron filter	MND1	Proteobacteria	209.0
GW531-83-11-28-12	GW531-83-11-28-12 10 micron filter	S-BQ2-57_soil_group	Verrucomicrobiota	110.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	Kapabacteriales	Bacteroidota	8.0
GW085-58-12-3-12	GW085-58-12-3-12 10 micron filter	S-70	Planctomycetota	766.0
GW773-35-2-4-13	GW773-35-2-4-13 0.2 micron filter	Sideroxydans	Proteobacteria	49.0
GW929-2-11-13	GW929-2-11-13 10 micron filter	Vermiphilaceae	Dependentiae	21.0
GW925-68-1-28-13	GW925-68-1-28-13 10 micron filter	Leptolinea	Chloroflexi	4.0
GW537-24-11-26-12	GW537-24-11-26-12 10 micron filter	4-29-1	Nitrospirota	90.0
GW101-11-13-12	GW101-11-13-12 0.2 micron filter	OM190	Planctomycetota	50.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	TPD-58	Acidobacteriota	170.0
GW921-86-1-28-13	GW921-86-1-28-13 10 micron filter	Legionella	Proteobacteria	115.0
TPB16-7-26-12	TPB16-7-26-12 0.2 micron filter	Saccharimonadales	Patescibacteria	2.0
GW148-12-17-12	GW148-12-17-12 10 micron filter	Entotheonellaceae	Entotheonellaeota	67.0
GW056-87-1-8-13	GW056-87-1-8-13 10 micron filter	Lineage_IIc	Elusimicrobiota	57.0
GW314-97-2-19-13	GW314-97-2-19-13 0.2 micron filter	cvE6	Verrucomicrobiota	44.0
GW804-13-2-11-13	GW804-13-2-11-13 10 micron filter	Panacagrimonas	Proteobacteria	5.0
GW803-31-1-23-13	GW803-31-1-23-13 0.2 micron filter	Phenylobacterium	Proteobacteria	86.0
FW215-84-11-27-12	FW215-84-11-27-12 0.2 micron filter	Methylobacter	Proteobacteria	21.0
GW127-16-11-26-12	GW127-16-11-26-12 10 micron filter	Candidatus_Methylomirabilis	Methylomirabilota	351.0
GW220-50-12-12-12	GW220-50-12-12-12 10 micron filter	MND1	Proteobacteria	465.0
FW106-7-25-12	FW106-7-25-12 0.2 micron filter	vadinHA49	Planctomycetota	2.0
GW085-58-12-3-12	GW085-58-12-3-12 0.2 micron filter	IS-44	Proteobacteria	20.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	Legionella	Proteobacteria	15.0
PTMW02-4-12-11-12	PTMW02-4-12-11-12 10 micron filter	SR-FBR-L83	Bacteroidota	502.0
GW706-96-12-17-12	GW706-96-12-17-12 0.2 micron filter	Pla4_lineage	Planctomycetota	150.0
GW122-78-11-14-12	GW122-78-11-14-12 0.2 micron filter	HDB-SIOI1093	Nitrospirota	1610.0
GW148-12-17-12	GW148-12-17-12 10 micron filter	Hyphomicrobium	Proteobacteria	11.0
FW602-2-26-2-11-28-12	FW602-2-26-2-11-28-12 0.2 micron filter	Hirschia	Proteobacteria	4.0
FW106-11-13-12	FW106-11-13-12 0.2 micron filter	Thiopseudomonas	Proteobacteria	24.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	4-29-1	Nitrospirota	157.0
GW754-40-1-7-13	GW754-40-1-7-13 10 micron filter	NKB15	NKB15	20.0
GW704-5-12-17-12	GW704-5-12-17-12 10 micron filter	Ellin6067	Proteobacteria	25.0
GW641-30-1-23-13	GW641-30-1-23-13 10 micron filter	Candidatus_Ovatusbacter	Proteobacteria	8.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	LiUU-11-161	Bacteroidota	10.0
FW603-55-12-3-12	FW603-55-12-3-12 10 micron filter	Paenibacillus	Firmicutes	14.0
GW800-12-12-12	GW800-12-12-12 10 micron filter	Vulgatibacter	Myxococcota	3.0
FW301-81-10-19-12	FW301-81-10-19-12 0.2 micron filter	Polycyclovorans	Proteobacteria	35.0
GW921-86-1-28-13	GW921-86-1-28-13 0.2 micron filter	0319-6G20	Bdellovibrionota	222.0
GW350-74-2-12-13	GW350-74-2-12-13 10 micron filter	Gluconacetobacter	Proteobacteria	4.0
GW694-33-12-3-12	GW694-33-12-3-12 0.2 micron filter	Candidatus_Omnitrophus	Verrucomicrobiota	40.0
GW098-57-1-22-13	GW098-57-1-22-13 10 micron filter	Desulfomonile	Desulfobacterota	279.0
FW511-61-11-26-12	FW511-61-11-26-12 0.2 micron filter	DEV114	Verrucomicrobiota	2.0
GW107-91-12-11-12	GW107-91-12-11-12 10 micron filter	Desulfomonile	Desulfobacterota	19.0
GW107-91-12-11-12	GW107-91-12-11-12 0.2 micron filter	Lentimicrobium	Bacteroidota	4.0
GW066-71-2-20-13	GW066-71-2-20-13 0.2 micron filter	Pseudolabrys	Proteobacteria	871.0
GW223-39-1-8-13	GW223-39-1-8-13 0.2 micron filter	Thermomonas	Proteobacteria	60.0
GW654-0-1-7-13	GW654-0-1-7-13 0.2 micron filter	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	44.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	mle1-27	Myxococcota	26.0
GW621-21-12-17-12	GW621-21-12-17-12 0.2 micron filter	Paenarthrobacter	Actinobacteriota	139.0
FW109-40-92-11-14-12	FW109-40-92-11-14-12 0.2 micron filter	TK10	Chloroflexi	8.0
GW621-21-12-17-12	GW621-21-12-17-12 0.2 micron filter	Marine_Group_II	Thermoplasmatota	19.0
GW057-10-1-8-13	GW057-10-1-8-13 0.2 micron filter	Dadabacteriales	Dadabacteria	6.0
GW925-68-1-28-13	GW925-68-1-28-13 10 micron filter	Subgroup_7	Acidobacteriota	7.0
GW685-6-1-8-13	GW685-6-1-8-13 0.2 micron filter	SR-FBR-L83	Bacteroidota	37.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	Dehalococcoidia	Chloroflexi	30.0
FW301-81-10-19-12	FW301-81-10-19-12 10 micron filter	Anaeromyxobacter	Myxococcota	71.0
GW057-10-1-8-13	GW057-10-1-8-13 0.2 micron filter	Candidatus_Nitrosotenuis	Crenarchaeota	193.0
GW621-21-12-17-12	GW621-21-12-17-12 10 micron filter	Candidatus_Nomurabacteria	Patescibacteria	21.0
GW775-88-1-29-13	GW775-88-1-29-13 10 micron filter	Bdellovibrio	Bdellovibrionota	26.0
GW537-24-11-26-12	GW537-24-11-26-12 10 micron filter	Margulisbacteria	Margulisbacteria	165.0
GW737-12-12-12	GW737-12-12-12 10 micron filter	MSBL5	Chloroflexi	207.0
GW737-12-12-12	GW737-12-12-12 10 micron filter	Lineage_IIb	Elusimicrobiota	4.0
FW603-55-12-3-12	FW603-55-12-3-12 0.2 micron filter	GWF2-44-16	Verrucomicrobiota	41.0
GW105-12-11-12	GW105-12-11-12 10 micron filter	NS11-12_marine_group	Bacteroidota	6.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	Subgroup_5	Acidobacteriota	36.0
FW106-11-13-12	FW106-11-13-12 0.2 micron filter	vadinHA49	Planctomycetota	28.0
DP16D-67-11-27-12	DP16D-67-11-27-12 0.2 micron filter	WOR-1	WOR-1	108.0
GW537-24-11-26-12	GW537-24-11-26-12 0.2 micron filter	Acetobacterales	Proteobacteria	7.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	GOUTA6	Proteobacteria	38.0
GW737-12-12-12	GW737-12-12-12 10 micron filter	Ketobacter	Proteobacteria	71.0
GW736-14-12-3-12	GW736-14-12-3-12 0.2 micron filter	Candidatus_Colwellbacteria	Patescibacteria	7.0
GW773-35-2-4-13	GW773-35-2-4-13 0.2 micron filter	GWA2-50-13	Planctomycetota	3.0
FW104-67-11-14-12	FW104-67-11-14-12 10 micron filter	Pseudolabrys	Proteobacteria	52.0
GW085-58-12-3-12	GW085-58-12-3-12 10 micron filter	Lacunisphaera	Verrucomicrobiota	1354.0
FW106-11-13-12	FW106-11-13-12 0.2 micron filter	Gemmata	Planctomycetota	17.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	Massilia	Proteobacteria	3444.0
GW639-90-1-23-13	GW639-90-1-23-13 0.2 micron filter	uncultured	Acidobacteriota	21.0
GW085-58-12-3-12	GW085-58-12-3-12 10 micron filter	11-24	Acidobacteriota	1108.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	Shinella	Proteobacteria	64.0
GW283-43-1-29-13	GW283-43-1-29-13 10 micron filter	Candidatus_Kerfeldbacteria	Patescibacteria	18.0
GW057-10-1-8-13	GW057-10-1-8-13 0.2 micron filter	Lutispora	Firmicutes	8.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	P3OB-42	Myxococcota	47.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	Margulisbacteria	Margulisbacteria	37.0
GW085-58-12-3-12	GW085-58-12-3-12 10 micron filter	Amphiplicatus	Proteobacteria	132.0
GW101-7-26-12	GW101-7-26-12 0.2 micron filter	Subgroup_12	Acidobacteriota	110.0
GW346-47-11-27-12	GW346-47-11-27-12 10 micron filter	Parvibaculum	Proteobacteria	38.0
GW350-74-2-12-13	GW350-74-2-12-13 10 micron filter	Aquabacterium	Proteobacteria	1592.0
FW511-61-11-26-12	FW511-61-11-26-12 0.2 micron filter	KD4-96	Chloroflexi	298.0
GW685-6-1-8-13	GW685-6-1-8-13 10 micron filter	Bosea	Proteobacteria	27.0
GW127-16-11-26-12	GW127-16-11-26-12 0.2 micron filter	M2PT2-76_termite_group	Spirochaetota	7.0
GW736-14-12-3-12	GW736-14-12-3-12 10 micron filter	OLB14	Chloroflexi	58.0
GW314-97-2-19-13	GW314-97-2-19-13 0.2 micron filter	Devosia	Proteobacteria	72.0
GW383-12-17-12	GW383-12-17-12 10 micron filter	Brevundimonas	Proteobacteria	135.0
GW314-97-2-19-13	GW314-97-2-19-13 10 micron filter	Kapabacteriales	Bacteroidota	27.0
GW199-42-1-28-13	GW199-42-1-28-13 10 micron filter	Methylocystis	Proteobacteria	15.0
GW775-88-1-29-13	GW775-88-1-29-13 10 micron filter	Obscuribacteraceae	Cyanobacteria	7.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	Pajaroellobacter	Myxococcota	23.0
GW654-0-1-7-13	GW654-0-1-7-13 10 micron filter	Alkanindiges	Proteobacteria	173.0
GW706-96-12-17-12	GW706-96-12-17-12 0.2 micron filter	Sideroxydans	Proteobacteria	81.0
GW271-66-2-18-13	GW271-66-2-18-13 0.2 micron filter	SAR202_clade	Chloroflexi	41.0
GW105-12-11-12	GW105-12-11-12 10 micron filter	Massilia	Proteobacteria	104.0
DP16D-67-11-27-12	DP16D-67-11-27-12 0.2 micron filter	Subgroup_22	Acidobacteriota	10.0
GW803-31-1-23-13	GW803-31-1-23-13 10 micron filter	Janthinobacterium	Proteobacteria	34.0
GW086-25-12-3-12	GW086-25-12-3-12 10 micron filter	Lautropia	Proteobacteria	8.0
GW765-77-1-11-13	GW765-77-1-11-13 10 micron filter	Immundisolibacter	Proteobacteria	21.0
FW300-59-10-19-12	FW300-59-10-19-12 0.2 micron filter	Vicinamibacteraceae	Acidobacteriota	45.0
FW300-59-10-19-12	FW300-59-10-19-12 10 micron filter	Candidatus_Moranbacteria	Patescibacteria	20.0
GW704-5-12-17-12	GW704-5-12-17-12 10 micron filter	Subgroup_2	Acidobacteriota	11.0
GW800-12-12-12	GW800-12-12-12 10 micron filter	A4b	Chloroflexi	16.0
GW363-94-1-22-13	GW363-94-1-22-13 0.2 micron filter	uncultured	Gemmatimonadota	33.0
FW511-7-26-12	FW511-7-26-12 10 micron filter	Rhizomicrobium	Proteobacteria	623.0
FW301-81-2-20-13	FW301-81-2-20-13 10 micron filter	Woesearchaeales	Nanoarchaeota	5.0
FW109-2-7-25-12	FW109-2-7-25-12 0.2 micron filter	Terriglobus	Acidobacteriota	8.0
FW511-61-11-26-12	FW511-61-11-26-12 10 micron filter	Anaeromyxobacter	Myxococcota	52.0
GW220-50-12-12-12	GW220-50-12-12-12 10 micron filter	Pedomicrobium	Proteobacteria	12.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	Entotheonellaceae	Entotheonellaeota	3.0
GW350-74-2-12-13	GW350-74-2-12-13 10 micron filter	uncultured	Planctomycetota	5.0
GW714-34-2-12-13	GW714-34-2-12-13 0.2 micron filter	Oligoflexus	Bdellovibrionota	49.0
GW755-69-1-8-13	GW755-69-1-8-13 0.2 micron filter	SAR202_clade	Chloroflexi	126.0
GW223-39-1-8-13	GW223-39-1-8-13 0.2 micron filter	Sulfuritalea	Proteobacteria	220.0
GW755-69-1-8-13	GW755-69-1-8-13 0.2 micron filter	4-29-1	Nitrospirota	76.0
GW736-14-12-3-12	GW736-14-12-3-12 0.2 micron filter	Thermomonas	Proteobacteria	31.0
